"floorId","partitionId","axis","ordinat","timestamp"
"7","162","321.3904892133378","272.3104336586479",19/05/21 13:33:15
"7","162","321.53453379749124","272.1097797706151",19/05/21 13:33:15
"7","162","321.6767943393431","271.9116110508122",19/05/21 13:33:15
"7","162","321.77328049934","271.7772059757549",19/05/21 13:33:15
"7","162","321.8709471402356","271.6411564925898",19/05/21 13:33:15
"7","162","321.99579335222734","271.467245907964",19/05/21 13:33:15
"7","162","322.12525568454737","271.28690507469713",19/05/21 13:33:15
"7","162","322.2255004755999","271.1472642322597",19/05/21 13:33:16
"7","162","322.3231617137215","271.0112222751506",19/05/21 13:33:16
"7","162","322.3231617137215","271.0112222751506",19/05/21 13:33:16
"7","162","322.4674943504394","270.81016713033085",19/05/21 13:33:16
"7","162","322.5552642366537","270.68790381147994",19/05/21 13:33:16
"7","162","322.6824862885162","270.5106836855048",19/05/21 13:33:16
"7","162","322.8064610612912","270.3379870143909",19/05/21 13:33:16
"7","162","322.9669023644024","270.1144925216301",19/05/21 13:33:16
"7","162","323.1145262937896","269.9088526110961",19/05/21 13:33:16
"7","162","323.24498121616546","269.72712910138154",19/05/21 13:33:16
"7","162","323.33262738524917","269.6050381203066",19/05/21 13:33:17
"7","162","323.436577841346","269.46023529206286",19/05/21 13:33:17
"7","162","323.56948967594354","269.2750893073366",19/05/21 13:33:17
"7","162","323.6945386088044","269.10089633284645",19/05/21 13:33:17
"7","162","323.82656350823214","268.9169858474713",19/05/21 13:33:17
"7","162","323.93727908037","268.7627592228065",19/05/21 13:33:17
"7","162","324.0675511050263","268.58129048933887",19/05/21 13:33:17
"7","162","324.2390618678396","268.34237625594227",19/05/21 13:33:17
"7","162","324.3298780381047","268.21586946801244",19/05/21 13:33:17
"7","162","324.44207405443836","268.05958058682023",19/05/21 13:33:18
"7","162","324.6169603509549","267.81596424007637",19/05/21 13:33:18
"7","162","324.74553771552587","267.6368561655465",19/05/21 13:33:18
"7","162","324.88396513843685","267.4440269746353",19/05/21 13:33:18
"7","162","325.0371951460525","267.2305778056014",19/05/21 13:33:18
"7","162","325.12593523999556","267.1069629888506",19/05/21 13:33:18
"7","162","325.12593523999556","267.1069629888506",19/05/21 13:33:18
"7","162","325.2339258911482","266.95653217500006",19/05/21 13:33:18
"7","162","325.34772257070364","266.79801357235897",19/05/21 13:33:18
"7","162","325.49469639095514","266.59327926286846",19/05/21 13:33:18
"7","162","325.6000867781344","266.446470612803",19/05/21 13:33:19
"7","162","325.728053390377","266.2682133153436",19/05/21 13:33:19
"7","162","325.8176629351562","266.14338735489207",19/05/21 13:33:19
"7","162","325.9667726525233","265.93567774394756",19/05/21 13:33:19
"7","162","326.11177340312116","265.73369191750277",19/05/21 13:33:19
"7","162","326.2736654862074","265.5081764904293",19/05/21 13:33:19
"7","162","326.39808923376614","265.33485439812017",19/05/21 13:33:19
"7","162","326.5668188371069","265.0998143156657",19/05/21 13:33:19
"7","162","326.6560380392711","264.9755321018869",19/05/21 13:33:19
"7","162","326.77434145011136","264.810735629377",19/05/21 13:33:19
"7","162","326.9279638977634","264.5967397919656",19/05/21 13:33:20
"7","138","327.0563443278103","264.5048816733915",19/05/21 13:33:20
"7","138","327.33046770049936","264.49820217531163",19/05/21 13:33:20
"7","138","327.5829249855196","264.4920506095622",19/05/21 13:33:20
"7","138","327.7652669069533","264.4876075279594",19/05/21 13:33:20
"7","138","327.95521944175636","264.482979000377",19/05/21 13:33:20
"7","138","328.1569340000095","264.47806387040714",19/05/21 13:33:20
"7","138","328.3403058120559","264.47359569370826",19/05/21 13:33:20
"7","138","328.6228447623914","264.46671113527844",19/05/21 13:33:20
"7","138","328.8960262770145","264.4600545872268",19/05/21 13:33:20
"7","138","329.1775644370996","264.45319441481155",19/05/21 13:33:21
"7","138","329.4463328003934","264.4466454009535",19/05/21 13:33:21
"7","138","329.63312177626284","264.4420939590483",19/05/21 13:33:21
"7","138","329.80731946761205","264.43784932593485",19/05/21 13:33:21
"7","138","330.0858170881777","264.43106324161243",19/05/21 13:33:21
"7","138","330.26713153889983","264.42664519614056",19/05/21 13:33:21
"7","138","330.44380776225523","264.4223401692358",19/05/21 13:33:21
"7","138","330.6594544154664","264.41708555926976",19/05/21 13:33:21
"7","138","330.88053004310063","264.4116986627939",19/05/21 13:33:21
"7","138","331.17945702604624","264.40441478112774",19/05/21 13:33:21
"7","138","331.33656996256786","264.40058644811285",19/05/21 13:33:22
"7","138","331.5818682580018","264.3946093237353",19/05/21 13:33:22
"7","138","331.8408405564791","264.38829900822503",19/05/21 13:33:22
"7","138","332.0065994854501","264.3842600003983",19/05/21 13:33:22
"7","138","332.2920630069096","264.37730417964957",19/05/21 13:33:22
"7","138","332.5155604926499","264.3718582703416",19/05/21 13:33:22
"7","138","332.67660876667253","264.36793404590736",19/05/21 13:33:22
"7","138","332.8761990177198","264.36307067841864",19/05/21 13:33:22
"7","138","333.07616370998255","264.35819818701117",19/05/21 13:33:22
"7","138","333.27300263487206","264.3534018604231",19/05/21 13:33:22
"7","138","333.54125881626413","264.3468653267779",19/05/21 13:33:23
"7","138","333.7329372269252","264.3421947451949",19/05/21 13:33:23
"7","138","333.902858595926","264.3380543121963",19/05/21 13:33:23
"7","138","334.1141519933203","264.33290577696437",19/05/21 13:33:23
"7","138","334.3435438892641","264.32731623998524",19/05/21 13:33:23
"7","138","334.5021341464103","264.3234519094552",19/05/21 13:33:23
"7","138","334.79253302813873","264.31637582997365",19/05/21 13:33:23
"7","138","335.0751565946385","264.3094892097222",19/05/21 13:33:23
"7","138","335.317724105569","264.3035786257118",19/05/21 13:33:23
"7","138","335.5220675291138","264.2985994388157",19/05/21 13:33:23
"7","138","335.69871265955396","264.29429516954445",19/05/21 13:33:24
"7","138","335.9322444991061","264.2886047555583",19/05/21 13:33:24
"7","138","336.18450668385583","264.28245794377017",19/05/21 13:33:24
"7","138","336.48354504508296","264.2751713481763",19/05/21 13:33:24
"7","138","336.71806767871857","264.2694567917498",19/05/21 13:33:24
"7","138","336.8686495107564","264.26578760058203",19/05/21 13:33:24
"7","138","337.13459667766114","264.2593073301357",19/05/21 13:33:24
"7","138","337.3442479822427","264.25419880738315",19/05/21 13:33:24
"7","138","337.53504557180247","264.24954968855536",19/05/21 13:33:24
"7","138","337.53504557180247","264.24954968855536",19/05/21 13:33:24
"7","138","337.7609220829004","264.24404581011055",19/05/21 13:33:25
"7","138","337.9305981199072","264.2399113550575",19/05/21 13:33:25
"7","138","338.19024242697935","264.2335846648759",19/05/21 13:33:25
"7","138","338.44005051453615","264.2274976514819",19/05/21 13:33:25
"7","138","338.7193391297207","264.22069229318447",19/05/21 13:33:25
"7","138","338.9055487048962","264.21615496939614",19/05/21 13:33:25
"7","138","339.1698488004149","264.2097148327409",19/05/21 13:33:25
"7","138","339.37281043608766","264.20476931553645",19/05/21 13:33:25
"7","138","339.52725916544864","264.20100590061463",19/05/21 13:33:25
"7","138","339.72361641973106","264.196221310778",19/05/21 13:33:25
"7","138","339.8914763459189","264.192131108459",19/05/21 13:33:26
