"floor","room","axis","ordinat","timestamp"
"Level 1","139",308.5946104067024,269.3803938341748,19/05/21 13:33:15
"Level 1","139",308.4512326948709,269.5557079352493,19/05/21 13:33:15
"Level 1","139",308.2683750329914,269.7792958709717,19/05/21 13:33:15
"Level 1","139",308.0993075625972,269.98602194585806,19/05/21 13:33:15
"Level 1","139",307.96165901316704,270.1543307534077,19/05/21 13:33:15
"Level 1","139",307.77794034588135,270.3789714775089,19/05/21 13:33:15
"Level 1","139",307.66975009131363,270.51126035966695,19/05/21 13:33:15
"Level 1","139",307.49479319623975,270.72518768766565,19/05/21 13:33:15
"Level 1","139",307.3141329893141,270.94608870060927,19/05/21 13:33:15
"Level 1","139",307.20803263559196,271.07582217102726,19/05/21 13:33:15
"Level 1","139",307.0952710288489,271.2137006422998,19/05/21 13:33:16
"Level 1","140",307.1947494002325,271.303916666667,19/05/21 13:33:16
"Level 1","140",307.45791059977523,271.303916666667,19/05/21 13:33:16
"Level 1","140",307.45791059977523,271.303916666667,19/05/21 13:33:16
"Level 1","140",307.6496650823928,271.303916666667,19/05/21 13:33:16
"Level 1","140",307.81664036190216,271.303916666667,19/05/21 13:33:16
"Level 1","140",307.99379584500144,271.303916666667,19/05/21 13:33:16
"Level 1","140",308.1935218116996,271.303916666667,19/05/21 13:33:16
"Level 1","140",308.47513411833904,271.303916666667,19/05/21 13:33:16
"Level 1","140",308.7496366026646,271.303916666667,19/05/21 13:33:16
"Level 1","140",309.0131804066272,271.303916666667,19/05/21 13:33:17
"Level 1","140",309.18165397633487,271.303916666667,19/05/21 13:33:17
"Level 1","140",309.4361906336011,271.303916666667,19/05/21 13:33:17
"Level 1","140",309.5956380800423,271.303916666667,19/05/21 13:33:17
"Level 1","140",309.87163349938584,271.303916666667,19/05/21 13:33:17
"Level 1","140",310.0572582106426,271.303916666667,19/05/21 13:33:17
"Level 1","140",310.2877747465671,271.303916666667,19/05/21 13:33:17
"Level 1","140",310.5486571740366,271.303916666667,19/05/21 13:33:17
"Level 1","140",310.7663274287171,271.303916666667,19/05/21 13:33:17
"Level 1","140",310.984599182128,271.303916666667,19/05/21 13:33:17
"Level 1","140",311.1940504695051,271.303916666667,19/05/21 13:33:18
"Level 1","140",311.4408343130074,271.303916666667,19/05/21 13:33:18
"Level 1","140",311.6942304540029,271.303916666667,19/05/21 13:33:18
"Level 1","140",311.8969785727583,271.303916666667,19/05/21 13:33:18
"Level 1","140",312.1575514423428,271.303916666667,19/05/21 13:33:18
"Level 1","140",312.31746298910815,271.303916666667,19/05/21 13:33:18
"Level 1","140",312.53789845216767,271.303916666667,19/05/21 13:33:18
"Level 1","140",312.6916194827427,271.303916666667,19/05/21 13:33:18
"Level 1","140",312.8925821119855,271.303916666667,19/05/21 13:33:18
"Level 1","140",313.1229188128352,271.303916666667,19/05/21 13:33:18
"Level 1","140",313.31048782187014,271.303916666667,19/05/21 13:33:19
"Level 1","140",313.5031342413813,271.303916666667,19/05/21 13:33:19
"Level 1","140",313.7093443555004,271.303916666667,19/05/21 13:33:19
"Level 1","140",313.8926712573326,271.303916666667,19/05/21 13:33:19
"Level 1","140",314.1882318112778,271.303916666667,19/05/21 13:33:19
"Level 1","140",314.46437601278916,271.303916666667,19/05/21 13:33:19
"Level 1","140",314.75656318804744,271.303916666667,19/05/21 13:33:19
"Level 1","140",314.9332418414074,271.303916666667,19/05/21 13:33:19
"Level 1","140",315.1766050783666,271.303916666667,19/05/21 13:33:19
"Level 1","140",315.382596111046,271.303916666667,19/05/21 13:33:19
"Level 1","140",315.6115574372084,271.303916666667,19/05/21 13:33:20
"Level 1","140",315.799360752938,271.303916666667,19/05/21 13:33:20
"Level 1","140",316.03079182543604,271.303916666667,19/05/21 13:33:20
"Level 1","140",316.20940582895986,271.303916666667,19/05/21 13:33:20
"Level 1","140",316.38461443782785,271.303916666667,19/05/21 13:33:20
"Level 1","140",316.6448277891073,271.303916666667,19/05/21 13:33:20
"Level 1","138",316.77905418577404,271.1852632572489,19/05/21 13:33:20
"Level 1","138",316.78854201727324,270.89951788290324,19/05/21 13:33:20
"Level 1","138",316.7975788321263,270.62735579367273,19/05/21 13:33:20
