objectId,floor,room,x,y,timestamp
"55","1","63",324.45340041842695,298.6986454619649,19/05/21 13:33:15
"55","1","63",324.3936396844671,298.4811273907218,19/05/21 13:33:15
"55","1","63",324.32564863883,298.23365249995635,19/05/21 13:33:15
"55","1","63",324.2637426796775,298.00832620389133,19/05/21 13:33:15
"55","1","63",324.209294659377,297.81014543243833,19/05/21 13:33:15
"55","1","63",324.14951772852766,297.5925684074991,19/05/21 13:33:15
"55","1","63",324.0966146610883,297.4000109800757,19/05/21 13:33:15
"55","1","63",324.03769087921563,297.1855392603693,19/05/21 13:33:15
"55","1","63",323.9945130169625,297.0283797896706,19/05/21 13:33:15
"55","1","63",323.9447001002956,296.84706994224376,19/05/21 13:33:15
"55","1","63",323.8894425341726,296.64594257301275,19/05/21 13:33:16
"55","1","63",323.82184446791433,296.39989805484913,19/05/21 13:33:16
"55","1","63",323.7642086581741,296.1901143166232,19/05/21 13:33:16
"55","1","63",323.712738327975,296.0027717890253,19/05/21 13:33:16
"55","1","63",323.6425425037259,295.7472719099537,19/05/21 13:33:16
"55","1","63",323.6425425037259,295.7472719099537,19/05/21 13:33:16
"55","1","63",323.57702185126993,295.50878879563345,19/05/21 13:33:16
"55","1","63",323.5344947942137,295.35399813605545,19/05/21 13:33:16
"55","1","63",323.48554399630007,295.17582624219733,19/05/21 13:33:16
"55","1","63",323.4164078488485,294.9241833916102,19/05/21 13:33:16
"55","1","63",323.35817013004527,294.7122088151904,19/05/21 13:33:17
"55","1","63",323.29524544221005,294.48317453424124,19/05/21 13:33:17
"55","1","63",323.21744719063923,294.2000032191243,19/05/21 13:33:17
"55","1","63",323.17362454196075,294.0404968445254,19/05/21 13:33:17
"55","1","63",323.13086874009906,293.8848735959613,19/05/21 13:33:17
"55","1","63",323.06972843116375,293.66233412575104,19/05/21 13:33:17
"55","1","63",323.0089248283383,293.4410202038019,19/05/21 13:33:17
"55","1","63",322.94156248138506,293.1958336605189,19/05/21 13:33:17
"55","1","63",322.89172518690924,293.0144350823549,19/05/21 13:33:17
"55","1","63",322.8262033559519,292.7759476785068,19/05/21 13:33:17
"55","1","60",322.8237849860464,292.57083333333367,19/05/21 13:33:18
"55","1","60",322.985367743083,292.57083333333367,19/05/21 13:33:18
"55","1","60",323.20115395875223,292.57083333333367,19/05/21 13:33:18
"55","1","60",323.406357278642,292.57083333333367,19/05/21 13:33:18
"55","1","60",323.6650425338626,292.57083333333367,19/05/21 13:33:18
"55","1","60",323.87062936683,292.57083333333367,19/05/21 13:33:18
"55","1","60",324.1333889417585,292.57083333333367,19/05/21 13:33:18
"55","1","60",324.37915796634724,292.57083333333367,19/05/21 13:33:18
"55","1","60",324.5875482258831,292.57083333333367,19/05/21 13:33:18
"55","1","60",324.77927609164215,292.57083333333367,19/05/21 13:33:18
"55","1","60",325.0525251713876,292.57083333333367,19/05/21 13:33:19
"55","1","60",325.21256344202516,292.57083333333367,19/05/21 13:33:19
"55","1","60",325.4539562529815,292.57083333333367,19/05/21 13:33:19
"55","1","60",325.7004583592832,292.57083333333367,19/05/21 13:33:19
"55","1","60",325.9175020211948,292.57083333333367,19/05/21 13:33:19
"55","1","60",326.13739071974214,292.57083333333367,19/05/21 13:33:19
"55","1","60",326.41626770743784,292.57083333333367,19/05/21 13:33:19
"55","1","60",326.5798464879902,292.57083333333367,19/05/21 13:33:19
"55","1","60",326.8089118075438,292.57083333333367,19/05/21 13:33:19
"55","1","60",327.0443313063788,292.57083333333367,19/05/21 13:33:19
"55","1","60",327.2515307700678,292.57083333333367,19/05/21 13:33:20
"55","1","60",327.44899325272377,292.57083333333367,19/05/21 13:33:20
"55","1","60",327.73259602967204,292.57083333333367,19/05/21 13:33:20
"55","1","60",327.73259602967204,292.57083333333367,19/05/21 13:33:20
"55","1","60",327.9143466751544,292.57083333333367,19/05/21 13:33:20
"55","1","60",328.08611035139563,292.57083333333367,19/05/21 13:33:20
"55","1","60",328.33789663321573,292.57083333333367,19/05/21 13:33:20
"55","1","60",328.52671033615275,292.57083333333367,19/05/21 13:33:20
"55","1","60",328.76065556901324,292.57083333333367,19/05/21 13:33:20
"55","1","60",328.9923286961125,292.57083333333367,19/05/21 13:33:20
"55","1","60",329.1835292203864,292.57083333333367,19/05/21 13:33:21
"55","1","60",329.38241365496623,292.57083333333367,19/05/21 13:33:21
"55","1","60",329.38241365496623,292.57083333333367,19/05/21 13:33:21
"55","1","60",329.6343749971842,292.57083333333367,19/05/21 13:33:21
"55","1","60",329.8582650365776,292.57083333333367,19/05/21 13:33:21
"55","1","60",330.05500088188154,292.57083333333367,19/05/21 13:33:21
"55","1","60",330.24592982828165,292.57083333333367,19/05/21 13:33:21
"55","1","60",330.5453684796067,292.57083333333367,19/05/21 13:33:21
"55","1","60",330.7052841420348,292.57083333333367,19/05/21 13:33:21
"55","1","60",330.91572140728056,292.57083333333367,19/05/21 13:33:21
"55","1","60",331.11117834477545,292.57083333333367,19/05/21 13:33:22
"55","1","60",331.28723839210124,292.57083333333367,19/05/21 13:33:22
"55","1","60",331.56084381513296,292.57083333333367,19/05/21 13:33:22
"55","1","60",331.8267873534589,292.57083333333367,19/05/21 13:33:22
"55","1","60",332.04018215232634,292.57083333333367,19/05/21 13:33:22
"55","1","60",332.3306462061023,292.57083333333367,19/05/21 13:33:22
"55","1","60",332.60934116308607,292.57083333333367,19/05/21 13:33:22
"55","1","60",332.90527059170245,292.5708333333337,19/05/21 13:33:22
"55","1","94",332.8595218478096,292.7326001418718,19/05/21 13:33:22
"55","1","94",332.74512658426113,292.8948756543489,19/05/21 13:33:22
"55","1","94",332.62903742857515,293.0595540391667,19/05/21 13:33:23
"55","1","94",332.4609286775018,293.29802487166523,19/05/21 13:33:23
