objectId,floor,room,x,y,timestamp
"142","2","22",343.26700444829663,259.346378442643,19/05/21 13:33:15
"142","2","55",343.219417577449,259.159541666667,19/05/21 13:33:15
"142","2","55",343.4480288226793,259.159541666667,19/05/21 13:33:15
"142","2","55",343.71974195107373,259.159541666667,19/05/21 13:33:15
"142","2","55",343.8760245218604,259.159541666667,19/05/21 13:33:15
"142","2","55",344.0974832815978,259.159541666667,19/05/21 13:33:15
"142","2","55",344.3066958077206,259.159541666667,19/05/21 13:33:15
"142","2","55",344.5430304938067,259.159541666667,19/05/21 13:33:15
"142","2","55",344.7197467589233,259.159541666667,19/05/21 13:33:15
"142","2","55",344.880085069978,259.159541666667,19/05/21 13:33:15
"142","2","55",345.0941188788252,259.159541666667,19/05/21 13:33:16
"142","2","55",345.30046174109924,259.159541666667,19/05/21 13:33:16
"142","2","55",345.5943123795599,259.159541666667,19/05/21 13:33:16
"142","2","55",345.76965410676905,259.159541666667,19/05/21 13:33:16
"142","2","55",345.76965410676905,259.159541666667,19/05/21 13:33:16
"142","2","55",346.12728194543297,259.159541666667,19/05/21 13:33:16
"142","2","55",346.35903384565114,259.159541666667,19/05/21 13:33:16
"142","2","55",346.35903384565114,259.159541666667,19/05/21 13:33:16
"142","2","55",346.8432976176113,259.159541666667,19/05/21 13:33:16
"142","2","55",346.8432976176113,259.159541666667,19/05/21 13:33:16
"142","2","55",347.0258623584424,259.159541666667,19/05/21 13:33:17
"142","2","55",347.27728309524434,259.159541666667,19/05/21 13:33:17
"142","2","55",347.5350254160181,259.159541666667,19/05/21 13:33:17
"142","2","55",347.69081163212735,259.159541666667,19/05/21 13:33:17
"142","2","55",347.9206580286081,259.159541666667,19/05/21 13:33:17
"142","2","55",348.13880841641935,259.159541666667,19/05/21 13:33:17
"142","2","55",348.3259055618383,259.159541666667,19/05/21 13:33:17
"142","2","55",348.56407129757406,259.159541666667,19/05/21 13:33:17
"142","2","55",348.82342494363144,259.159541666667,19/05/21 13:33:17
"142","2","55",349.0934304990604,259.159541666667,19/05/21 13:33:17
"142","2","55",349.25012223138776,259.159541666667,19/05/21 13:33:18
"142","2","55",349.43692440673317,259.159541666667,19/05/21 13:33:18
"142","2","55",349.6211444825822,259.159541666667,19/05/21 13:33:18
"142","2","55",349.8851555598853,259.159541666667,19/05/21 13:33:18
"142","2","55",350.1111795895841,259.159541666667,19/05/21 13:33:18
"142","2","55",350.2963308630302,259.159541666667,19/05/21 13:33:18
"142","2","55",350.48860419681733,259.159541666667,19/05/21 13:33:18
"142","2","55",350.6675618246866,259.159541666667,19/05/21 13:33:18
"142","2","55",350.83539294728956,259.159541666667,19/05/21 13:33:18
"142","2","55",351.0137561708126,259.159541666667,19/05/21 13:33:18
"142","2","55",351.23869477325525,259.159541666667,19/05/21 13:33:19
"142","2","55",351.44493212705163,259.159541666667,19/05/21 13:33:19
"142","2","55",351.44493212705163,259.159541666667,19/05/21 13:33:19
"142","2","55",351.8169576513493,259.159541666667,19/05/21 13:33:19
"142","2","55",352.0094845625657,259.159541666667,19/05/21 13:33:19
"142","2","55",352.21523125601885,259.159541666667,19/05/21 13:33:19
"142","2","55",352.5026080184164,259.159541666667,19/05/21 13:33:19
"142","2","55",352.5026080184164,259.159541666667,19/05/21 13:33:19
"142","2","55",352.9603894262947,259.159541666667,19/05/21 13:33:19
"142","2","55",353.242108229914,259.159541666667,19/05/21 13:33:19
"142","2","55",353.242108229914,259.159541666667,19/05/21 13:33:20
"142","2","53",353.4761660622605,259.2295184656469,19/05/21 13:33:20
"142","2","53",353.31071812130983,259.4090256512591,19/05/21 13:33:20
"142","2","53",353.13722493482607,259.5972617420176,19/05/21 13:33:20
"142","2","53",353.01220810478765,259.73290210831897,19/05/21 13:33:20
"142","2","53",352.90981255159085,259.84399891295703,19/05/21 13:33:20
"142","2","53",352.7619778273923,260.00439616616046,19/05/21 13:33:20
"142","2","53",352.6509217230667,260.1248894682711,19/05/21 13:33:20
"142","2","53",352.48782208081997,260.30184880415544,19/05/21 13:33:20
"142","2","53",352.34566020523437,260.456091147947,19/05/21 13:33:20
"142","2","53",352.2115053209768,260.60164609151917,19/05/21 13:33:21
"142","2","53",352.2115053209768,260.60164609151917,19/05/21 13:33:21
"142","2","53",352.0497483963297,260.7771486098935,19/05/21 13:33:21
"142","2","53",351.88890293486776,260.9516622118134,19/05/21 13:33:21
"142","2","53",351.75712602137173,261.0946371121622,19/05/21 13:33:21
"142","2","53",351.75712602137173,261.0946371121622,19/05/21 13:33:21
"142","2","53",351.4139730640004,261.4669501265055,19/05/21 13:33:21
"142","2","53",351.4139730640004,261.4669501265055,19/05/21 13:33:21
"142","2","53",351.1030899955115,261.8042510584982,19/05/21 13:33:21
"142","2","53",351.1030899955115,261.8042510584982,19/05/21 13:33:21
"142","2","53",350.81381971384263,262.1181026171532,19/05/21 13:33:22
"142","2","53",350.81381971384263,262.1181026171532,19/05/21 13:33:22
"142","2","53",350.520149166422,262.43672836227745,19/05/21 13:33:22
"142","2","53",350.3450971629683,262.6266557333599,19/05/21 13:33:22
"142","2","53",350.2161947617003,262.76651185448964,19/05/21 13:33:22
"142","2","53",350.0944580403081,262.8985933788483,19/05/21 13:33:22
"142","2","53",349.8974991980016,263.1122891629163,19/05/21 13:33:22
"142","2","53",349.76950178593006,263.2511633917195,19/05/21 13:33:22
"142","2","53",349.6517738858631,263.37889543774935,19/05/21 13:33:22
"142","2","53",349.54815069678466,263.49132419889776,19/05/21 13:33:22
"142","2","53",349.54815069678466,263.49132419889776,19/05/21 13:33:23
"142","2","53",349.2963910750597,263.7644775599307,19/05/21 13:33:23
"142","2","53",349.2963910750597,263.7644775599307,19/05/21 13:33:23
