OBJECTID,FLOORID,ROOMID,X,Y,TIMESTAMP,STEPS
"108","1","80",348.79986176088977,254.73239332775714,19/07/18 17:00:00
"108","1","80",348.94738130781155,254.6955578627616,19/07/18 17:00:00
"108","1","80",349.1005622895145,254.6573087438669,19/07/18 17:00:00
"108","1","80",349.2596396642969,254.6175873022502,19/07/18 17:00:00
"108","1","80",349.43042199902345,254.5749431452965,19/07/18 17:00:00
"108","1","80",349.6137415980923,254.52916844753338,19/07/18 17:00:00
"108","1","80",349.7679723045073,254.49065721355842,19/07/18 17:00:00
"108","1","80",350.0498874882528,254.42026330916232,19/07/18 17:00:00
"108","1","80",350.2471654602879,254.37100322136433,19/07/18 17:00:00
"108","1","80",350.45266900393585,254.31968921758343,19/07/18 17:00:00
"108","1","80",350.71111020341505,254.25515674066452,19/07/18 17:00:01
"108","1","80",350.8923338381546,254.20990540283773,19/07/18 17:00:01
"108","1","80",351.0951520942516,254.15926191233896,19/07/18 17:00:01
"108","1","80",351.3165515361684,254.10397872063368,19/07/18 17:00:01
"108","1","80",351.4667999849446,254.06646185191346,19/07/18 17:00:01
"108","1","80",351.63437435945565,254.02461871901852,19/07/18 17:00:01
"108","1","80",351.9034269467969,253.9574365904819,19/07/18 17:00:01
"108","1","46",352.09426022708107,253.90737698585505,19/07/18 17:00:01
"108","1","46",352.18023391033944,253.76354764908388,19/07/18 17:00:01
"108","1","46",352.2593708102556,253.63115588223516,19/07/18 17:00:01
"108","1","46",352.3697705605683,253.44646305222727,19/07/18 17:00:02
"108","1","46",352.4626461735958,253.2910871590739,19/07/18 17:00:02
"108","1","46",352.4626461735958,253.2910871590739,19/07/18 17:00:02
"108","1","46",352.4626461735958,253.2910871590739,19/07/18 17:00:02
"108","1","46",352.5482208415317,253.14792535342403,19/07/18 17:00:02
"108","1","46",352.63354857552264,253.00517665495056,19/07/18 17:00:02
"108","1","46",352.7111237334988,252.8753975981652,19/07/18 17:00:02
"108","1","46",352.84246802691354,252.6556656767847,19/07/18 17:00:02
"108","1","46",352.9454972436132,252.483303352125,19/07/18 17:00:02
"108","1","46",353.0431494526339,252.31993647140786,19/07/18 17:00:02
"108","1","46",353.1355702351083,252.16532148524726,19/07/18 17:00:03
"108","1","46",353.2222362959401,252.02033383812565,19/07/18 17:00:03
"108","1","46",353.36640376832383,251.77914942969898,19/07/18 17:00:03
"108","1","46",353.477778073518,251.59282622191824,19/07/18 17:00:03
"108","1","46",353.62820566145433,251.34116897768982,19/07/18 17:00:03
"108","1","46",353.73914642203766,251.15557106666822,19/07/18 17:00:03
"108","1","46",353.82092768395427,251.01875542476506,19/07/18 17:00:03
"108","1","46",353.9418071254518,250.81653063642355,19/07/18 17:00:03
"108","1","46",354.0542601184757,250.62840284206166,19/07/18 17:00:03
"108","1","46",354.13572267663574,250.4921203743602,19/07/18 17:00:03
"108","1","46",354.267348302577,250.27191779883108,19/07/18 17:00:04
"108","1","46",354.4056310190181,250.04057826981656,19/07/18 17:00:04
"108","1","46",354.4969838505413,249.88774990801807,19/07/18 17:00:04
"108","1","46",354.5914929478081,249.7296412838025,19/07/18 17:00:04
"108","1","46",354.70132966573357,249.5458903766224,19/07/18 17:00:04
