OBJECTID,FLOORID,ROOMID,X,Y,TIMESTAMP
"2","7","120",361.2895354084416,251.34516098509522,19/07/18 10:00:00
"2","7","120",361.5604184417172,251.2610081397864,19/07/18 10:00:00
"2","7","120",361.80016602570026,251.1865278701877,19/07/18 10:00:00
"2","7","120",362.0138160137423,251.12015511078476,19/07/18 10:00:00
"2","7","120",362.18454609188774,251.0671159016398,19/07/18 10:00:00
"2","7","120",362.333172838739,251.0209433396846,19/07/18 10:00:00
"2","7","120",362.5634918302483,250.94939216783825,19/07/18 10:00:00
"2","7","120",362.76640609748597,250.88635458022964,19/07/18 10:00:00
"2","7","120",363.0102599593051,250.81059864947431,19/07/18 10:00:00
"2","7","120",363.1987839490032,250.75203156260207,19/07/18 10:00:01
"2","7","120",363.4078871617212,250.68707130982935,19/07/18 10:00:01
"2","7","120",363.64914517068354,250.61212180981005,19/07/18 10:00:01
"2","7","120",363.92781247854066,250.52555069250104,19/07/18 10:00:01
"2","7","120",364.0895866358309,250.4752937403812,19/07/18 10:00:01
"2","7","120",364.24388046595146,250.4273606355971,19/07/18 10:00:01
"2","7","128",364.33608333333336,250.52940009961372,19/07/18 10:00:01
"2","7","128",364.33608333333336,250.79995007044698,19/07/18 10:00:01
"2","7","128",364.33608333333336,250.97931227039385,19/07/18 10:00:01
"2","7","128",364.33608333333336,251.19269749734065,19/07/18 10:00:01
"2","7","128",364.33608333333336,251.4207006972397,19/07/18 10:00:02
"2","7","128",364.33608333333336,251.61719272365144,19/07/18 10:00:02
"2","7","128",364.33608333333336,251.836195016369,19/07/18 10:00:02
"2","7","128",364.33608333333336,252.08595539888032,19/07/18 10:00:02
"2","7","128",364.33608333333336,252.27570815729277,19/07/18 10:00:02
"2","7","128",364.33608333333336,252.46044444383529,19/07/18 10:00:02
"2","7","128",364.33608333333336,252.67364631046956,19/07/18 10:00:02
"2","7","128",364.33608333333336,252.88501178179948,19/07/18 10:00:02
"2","7","128",364.33608333333336,253.07124195604953,19/07/18 10:00:02
"2","7","128",364.33608333333336,253.28771283732152,19/07/18 10:00:02
"2","7","128",364.33608333333336,253.4843631010878,19/07/18 10:00:03
"2","7","128",364.33608333333336,253.71227862316658,19/07/18 10:00:03
"2","7","128",364.33608333333336,253.93952731000263,19/07/18 10:00:03
"2","7","128",364.33608333333336,254.10703877031818,19/07/18 10:00:03
"2","7","128",364.33608333333336,254.30643081911683,19/07/18 10:00:03
"2","7","128",364.33608333333336,254.56057012642313,19/07/18 10:00:03
"2","7","128",364.33608333333336,254.7246354270782,19/07/18 10:00:03
"2","7","128",364.33608333333336,254.88154064264012,19/07/18 10:00:03
"2","7","128",364.33608333333336,255.1770576553414,19/07/18 10:00:03
"2","7","128",364.33608333333336,255.47066793565168,19/07/18 10:00:03
