floor,room,x,y,timestamp
"Level 1","143C",322.6499157135507,259.79989297470945,19/06/02 21:15:37
"Level 1","143C",322.4650959031831,259.6215062984318,19/06/02 21:15:37
"Level 1","143C",322.3231863586342,259.4845362845907,19/06/02 21:15:38
"Level 1","143C",322.15845307422956,259.32553697050855,19/06/02 21:15:38
"Level 1","143C",322.01516565629436,259.1872370437473,19/06/02 21:15:38
"Level 1","143C",321.8431370725915,259.02119636222903,19/06/02 21:15:38
"Level 1","143C",321.6648145758228,258.8490808436554,19/06/02 21:15:38
"Level 1","143C",321.5031322223165,258.6930262648882,19/06/02 21:15:38
"Level 1","143C",321.35542376547113,258.55045918497217,19/06/02 21:15:38
"Level 1","143C",321.1548917798878,258.35690723659377,19/06/02 21:15:38
"Level 1","143C",320.993984732756,258.2016009776467,19/06/02 21:15:38
"Level 1","143C",320.847916061332,258.06061660615643,19/06/02 21:15:38
"Level 1","143C",320.68607175793045,257.90440571458123,19/06/02 21:15:39
"Level 1","143C",320.52233081774546,257.74636420359775,19/06/02 21:15:39
"Level 1","143C",320.4085023991668,257.6364978791177,19/06/02 21:15:39
"Level 1","143C",320.2366021131774,257.47058102957743,19/06/02 21:15:39
"Level 1","143C",320.038413116796,257.27929051656923,19/06/02 21:15:39
"Level 1","143C",319.8450045204681,257.09261400936015,19/06/02 21:15:39
"Level 1","143C",319.65409478235995,256.9083493811127,19/06/02 21:15:39
"Level 1","143C",319.4610038420577,256.72197947308536,19/06/02 21:15:39
"Level 1","143C",319.2677288227367,256.5354318933881,19/06/02 21:15:39
"Level 1","143C",319.10896087494024,256.3821902768617,19/06/02 21:15:39
"Level 1","143C",318.94824257034225,256.22706619077377,19/06/02 21:15:40
"Level 1","143C",318.7726383336305,256.0575743161474,19/06/02 21:15:40
"Level 1","143C",318.58422794856375,255.87572204445962,19/06/02 21:15:40
"Level 1","143C",318.43877292458126,255.73532996081602,19/06/02 21:15:40
"Level 1","143C",318.2794827226581,255.58158426857577,19/06/02 21:15:40
"Level 1","143C",318.0963440405143,255.40482020448258,19/06/02 21:15:40
"Level 1","143C",317.9788931312275,255.2914574795031,19/06/02 21:15:40
"Level 1","143C",317.8094945201151,255.12795522754058,19/06/02 21:15:40
"Level 1","143C",317.69931537589525,255.021611154936,19/06/02 21:15:40
