floor,room,x,y,timestamp
"Level 1","110",368.69105211007235,285.9323298731703,19/06/02 21:07:00
"Level 1","110",368.5011834680604,285.7488504475473,19/06/02 21:07:00
"Level 1","110",368.3017521508866,285.55613013766066,19/06/02 21:07:00
"Level 1","110",368.1573564931684,285.4165934976981,19/06/02 21:07:00
"Level 1","110",367.99575703353787,285.2604319761334,19/06/02 21:07:00
"Level 1","110",367.78940698616566,285.0610257562966,19/06/02 21:07:00
"Level 1","110",367.62081173043924,284.89810385220716,19/06/02 21:07:00
"Level 1","110",367.416411140079,284.70058148875154,19/06/02 21:07:00
"Level 1","110",367.26832945930244,284.5574828630581,19/06/02 21:07:00
"Level 1","110",367.1330375221838,284.4267435969481,19/06/02 21:07:00
"Level 1","110",366.9608302301051,284.260331204128,19/06/02 21:07:01
"Level 1","110",366.7594608553879,284.06573805372847,19/06/02 21:07:01
"Level 1","110",366.5462515432415,283.8597033883115,19/06/02 21:07:01
"Level 1","110",366.3423928177364,283.66270465556886,19/06/02 21:07:01
"Level 1","110",366.18744983885074,283.5129756193835,19/06/02 21:07:01
"Level 1","110",365.97329974106896,283.3060318264445,19/06/02 21:07:01
"Level 1","110",365.77830569461184,283.1175994699229,19/06/02 21:07:01
"Level 1","110",365.59296085190795,282.93849161450686,19/06/02 21:07:01
"Level 1","110",365.47305496129013,282.82262064336464,19/06/02 21:07:01
"Level 1","110",365.3072796959595,282.6624238349656,19/06/02 21:07:01
"Level 1","110",365.3072796959595,282.6624238349656,19/06/02 21:07:02
"Level 1","110",365.1097429461516,282.4715343388901,19/06/02 21:07:02
"Level 1","110",364.9495717299281,282.31675299931436,19/06/02 21:07:02
"Level 1","110",364.77650096460354,282.14950618974433,19/06/02 21:07:02
"Level 1","110",364.6051746286051,281.9839451081987,19/06/02 21:07:02
"Level 1","110",364.4033946030894,281.7889551256955,19/06/02 21:07:02
"Level 1","110",364.200943214332,281.5933163718066,19/06/02 21:07:02
"Level 1","110",364.02791791157523,281.4261134949562,19/06/02 21:07:02
"Level 1","110",363.8375481751299,281.24214983708794,19/06/02 21:07:02
"Level 1","110",363.67810868064095,281.088075596284,19/06/02 21:07:02
"Level 1","110",363.54327524021664,280.95777939812467,19/06/02 21:07:03
"Level 1","110",363.43298709172825,280.85120252517055,19/06/02 21:07:03
"Level 1","110",363.24461117373824,280.66916559233226,19/06/02 21:07:03
"Level 1","110",363.0876176065112,280.51745497157833,19/06/02 21:07:03
"Level 1","110",362.9371501294655,280.3720508333766,19/06/02 21:07:03
"Level 1","110",362.82498903383595,280.2636640392999,19/06/02 21:07:03
"Level 1","110",362.65294941345684,280.0974136759061,19/06/02 21:07:03
"Level 1","110",362.46108497296177,279.9120056118546,19/06/02 21:07:03
"Level 1","110",362.34855833347444,279.803265574734,19/06/02 21:07:03
"Level 1","110",362.21459530032735,279.6738104940208,19/06/02 21:07:03
"Level 1","110",362.0033785402127,279.4697013298263,19/06/02 21:07:04
"Level 1","110",361.88146221184064,279.3518875736065,19/06/02 21:07:04
"Level 1","110",361.70917694489697,279.1853998298318,19/06/02 21:07:04
"Level 1","110",361.5132405073581,278.99605679436627,19/06/02 21:07:04
"Level 1","110",361.33398943301796,278.82283764762497,19/06/02 21:07:04
"Level 1","110",361.1328214272098,278.62843908992585,19/06/02 21:07:04
"Level 1","110",360.9273868885457,278.4299175712705,19/06/02 21:07:04
"Level 1","110",360.75230490500223,278.26072722242145,19/06/02 21:07:04
"Level 1","110",360.59082426380627,278.0938646762185,19/06/02 21:07:04
"Level 1","110",360.50556711448684,277.84780650353474,19/06/02 21:07:04
