floor,room,x,y,timestamp
"Level 2","209",334.7836196824563,274.9963316743477,19/06/02 21:07:00
"Level 2","209",334.77027657684994,274.741481219225,19/06/02 21:07:00
"Level 2","209",334.75643251790086,274.47706266270586,19/06/02 21:07:00
"Level 2","209",334.74743513265156,274.3052145342905,19/06/02 21:07:00
"Level 2","209",334.73446989073284,274.0575811945537,19/06/02 21:07:00
"Level 2","209",334.72424015074034,273.86219535487123,19/06/02 21:07:00
"Level 2","209",334.71055346618397,273.6007826154977,19/06/02 21:07:00
"Level 2","209",334.6970080336129,273.3420677587466,19/06/02 21:07:00
"Level 2","209",334.68593820042634,273.13063631924837,19/06/02 21:07:00
"Level 2","209",334.6713261195034,272.8515487077615,19/06/02 21:07:00
"Level 2","209",334.65896914589615,272.61553316230675,19/06/02 21:07:01
"Level 2","209",334.64925000942424,272.4298997403478,19/06/02 21:07:01
"Level 2","209",334.63417464815797,272.14196357367223,19/06/02 21:07:01
"Level 2","209",334.6192103490991,271.85614867133575,19/06/02 21:07:01
"Level 2","209",334.60496373485154,271.58404139495894,19/06/02 21:07:01
"Level 2","209",334.58982900221037,271.2949712477564,19/06/02 21:07:01
"Level 2","209",334.5767332982057,271.04484611016073,19/06/02 21:07:01
"Level 2","209",334.5666011264602,270.8513238030687,19/06/02 21:07:01
"Level 2","209",334.55206929398344,270.57376891969096,19/06/02 21:07:01
"Level 2","209",334.53954866874165,270.3346276631175,19/06/02 21:07:01
"Level 2","209",334.5259496614019,270.07488953977554,19/06/02 21:07:02
"Level 2","209",334.51587142738555,269.8823974317404,19/06/02 21:07:02
"Level 2","209",334.5002119574109,269.5833049140195,19/06/02 21:07:02
"Level 2","209",334.49053695427375,269.398514429289,19/06/02 21:07:02
"Level 2","209",334.47842536434257,269.1671856594151,19/06/02 21:07:02
"Level 2","209",334.4628689656348,268.8700617807839,19/06/02 21:07:02
"Level 2","201B",334.3789528990869,268.6713387807437,19/06/02 21:07:02
"Level 2","201B",334.2260502624735,268.65497580408766,19/06/02 21:07:02
"Level 2","201B",334.02029820136426,268.6329571113598,19/06/02 21:07:02
"Level 2","201B",333.8223400232968,268.6117724861739,19/06/02 21:07:02
"Level 2","201B",333.6026206556812,268.58825907291424,19/06/02 21:07:03
"Level 2","201B",333.3186499140785,268.55786975642656,19/06/02 21:07:03
"Level 2","201B",333.12495960475724,268.5371418600336,19/06/02 21:07:03
"Level 2","201B",332.90863721467093,268.51399197656815,19/06/02 21:07:03
"Level 2","201B",332.63297955794025,268.4844922903492,19/06/02 21:07:03
"Level 2","201B",332.4413642539229,268.46398645201947,19/06/02 21:07:03
"Level 2","201B",332.2502007175822,268.4435289599061,19/06/02 21:07:03
"Level 2","201B",332.0804861740994,268.4253668459314,19/06/02 21:07:03
"Level 2","201B",331.79598169510194,268.3949204111839,19/06/02 21:07:03
"Level 2","201B",331.58547979366654,268.37239341115605,19/06/02 21:07:03
"Level 2","201B",331.30665134530574,268.3425544005763,19/06/02 21:07:04
"Level 2","201B",331.0592812690773,268.31608192847,19/06/02 21:07:04
"Level 2","201B",330.89972306412955,268.2990067017723,19/06/02 21:07:04
"Level 2","201B",330.6799323738343,268.27548565586903,19/06/02 21:07:04
"Level 2","201B",330.42297600619764,268.24798730045546,19/06/02 21:07:04
"Level 2","201B",330.12558872134724,268.2161622037299,19/06/02 21:07:04
"Level 2","201B",329.9595592585752,268.1983944511016,19/06/02 21:07:04
"Level 2","201B",329.8048453753733,268.1818376426955,19/06/02 21:07:04
"Level 2","201B",329.5189927033476,268.1512469301805,19/06/02 21:07:04
"Level 2","201B",329.3155642468765,268.12947689953785,19/06/02 21:07:04
"Level 2","201B",329.07045663068044,268.1032465460863,19/06/02 21:07:05
"Level 2","201B",328.8138021650342,268.0757804989137,19/06/02 21:07:05
"Level 2","201B",328.54271885443313,268.04677033936736,19/06/02 21:07:05
"Level 2","201B",328.3050638637901,268.0213375335622,19/06/02 21:07:05
"Level 2","201B",328.0559979477541,267.99468358003867,19/06/02 21:07:05
"Level 2","201B",327.89859574595573,267.97783907944216,19/06/02 21:07:05
"Level 2","201B",327.73071179868714,267.9598728679305,19/06/02 21:07:05
"Level 2","201B",327.44512441203045,267.9293105451045,19/06/02 21:07:05
"Level 2","201B",327.2631827412928,267.9098399370301,19/06/02 21:07:05
"Level 2","201B",327.0992110240816,267.89229239540225,19/06/02 21:07:05
"Level 2","201B",326.84772190552275,267.8653791212601,19/06/02 21:07:06
"Level 2","201B",326.6591240094242,267.84519619283196,19/06/02 21:07:06
"Level 2","201B",326.36790520735644,267.81403122036596,19/06/02 21:07:06
"Level 2","201B",326.1786904813501,267.7937822814778,19/06/02 21:07:06
"Level 2","201B",325.9177808296635,267.7658608627603,19/06/02 21:07:06
"Level 2","201B",325.6954542407447,267.74206843599075,19/06/02 21:07:06
"Level 2","201B",325.47603954621957,267.71858762752316,19/06/02 21:07:06
"Level 2","201B",325.1988543911044,267.6889244750556,19/06/02 21:07:06
"Level 2","201B",324.94386059019945,267.6616361450172,19/06/02 21:07:06
"Level 2","201B",324.75781762584813,267.64172663429764,19/06/02 21:07:06
"Level 2","201B",324.4596709987791,267.609820276063,19/06/02 21:07:07
"Level 2","201B",324.2850355418923,267.5911315472899,19/06/02 21:07:07
"Level 2","201B",324.1322511936652,267.5747812293436,19/06/02 21:07:07
"Level 2","201B",323.8531837917717,267.5449166469938,19/06/02 21:07:07
"Level 2","201B",323.6517009695245,267.52335482968283,19/06/02 21:07:07
"Level 2","201B",323.47918587110627,267.5048930124718,19/06/02 21:07:07
"Level 2","201B",323.23726373866987,267.479003555669,19/06/02 21:07:07
"Level 2","201A",323.0794492789065,267.4685134864997,19/06/02 21:07:07
"Level 2","201A",322.90134412338256,267.469155513537,19/06/02 21:07:07
"Level 2","201A",322.6268606517077,267.4701449616502,19/06/02 21:07:07
"Level 2","201A",322.6268606517077,267.4701449616502,19/06/02 21:07:08
"Level 2","201A",322.43728419471466,267.470828340021,19/06/02 21:07:08
"Level 2","201A",322.19682073132947,267.47169515403607,19/06/02 21:07:08
"Level 2","201A",322.0373154771961,267.47227013282,19/06/02 21:07:08
"Level 2","201A",321.75571514560255,267.473285235533,19/06/02 21:07:08
"Level 2","201A",321.4782500695598,267.4742854316261,19/06/02 21:07:08
"Level 2","201A",321.2650536724446,267.47505395430466,19/06/02 21:07:08
"Level 2","201A",320.9935750227615,267.476032570744,19/06/02 21:07:08
"Level 2","201A",320.8253395836731,267.4766390197836,19/06/02 21:07:08
"Level 2","201A",320.55338935544864,267.47761933615226,19/06/02 21:07:08
"Level 2","201A",320.28316826206714,267.478593419398,19/06/02 21:07:09
"Level 2","201A",320.12422043973663,267.4791663887719,19/06/02 21:07:09
"Level 2","201A",319.95514599840516,267.4797758622165,19/06/02 21:07:09
"Level 2","201A",319.7911653993465,267.48036697356235,19/06/02 21:07:09
"Level 2","201A",319.49778416916564,267.48142454363347,19/06/02 21:07:09
"Level 2","201A",319.2259075395523,267.4824045946965,19/06/02 21:07:09
"Level 2","201A",319.0227694483804,267.4831368595568,19/06/02 21:07:09
"Level 2","201A",318.87118369810565,267.48368329039903,19/06/02 21:07:09
"Level 2","201A",318.7049468839538,267.4842825348676,19/06/02 21:07:09
"Level 2","201A",318.7049468839538,267.4842825348676,19/06/02 21:07:09
"Level 2","201A",318.5385429671966,267.4848823817016,19/06/02 21:07:10
"Level 2","201A",318.3057891669404,267.48572140420123,19/06/02 21:07:10
"Level 2","201A",318.06143688990034,267.4866022364714,19/06/02 21:07:10
"Level 2","201A",317.8482024409103,267.487370896318,19/06/02 21:07:10
"Level 2","201A",317.5568716174036,267.48842107515713,19/06/02 21:07:10
"Level 2","201A",317.35598401351467,267.48914522754205,19/06/02 21:07:10
"Level 2","201A",317.1269424414837,267.4899708683353,19/06/02 21:07:10
