floor,room,x,y,timestamp
"Level 1","143C",320.9584289693318,255.54485099183594,19/06/02 21:07:00
"Level 1","143C",320.77655283548887,255.44018149353525,19/06/02 21:07:00
"Level 1","143C",320.56300839447704,255.31728692219522,19/06/02 21:07:00
"Level 1","143C",320.35313221104883,255.19650342872342,19/06/02 21:07:00
"Level 1","143C",320.11294301543234,255.05827483285861,19/06/02 21:07:00
"Level 1","143B",319.9106094770955,254.9259589784079,19/06/02 21:07:00
"Level 1","143B",320.13992091897495,254.92596434130357,19/06/02 21:07:00
"Level 1","143B",320.3029819042926,254.925968154803,19/06/02 21:07:00
"Level 1","143B",320.51513827306127,254.92597311649382,19/06/02 21:07:00
"Level 1","143B",320.68842726696,254.9259771691952,19/06/02 21:07:00
"Level 1","143B",320.9025509743555,254.92598217689607,19/06/02 21:07:01
"Level 1","143B",321.1055712556039,254.92598692492163,19/06/02 21:07:01
"Level 1","143B",321.3156166302833,254.92599183724272,19/06/02 21:07:01
"Level 1","143B",321.50975458763736,254.9259963775378,19/06/02 21:07:01
"Level 1","143B",321.7190464359382,254.92600127223622,19/06/02 21:07:01
"Level 1","143B",321.9146158393294,254.92600584600848,19/06/02 21:07:01
"Level 1","143B",322.1948639356401,254.92601240015725,19/06/02 21:07:01
"Level 1","143B",322.36165889293716,254.92601630098292,19/06/02 21:07:01
"Level 1","143B",322.61232779787565,254.92602216336456,19/06/02 21:07:01
"Level 1","143B",322.8789409821915,254.92602839863432,19/06/02 21:07:01
"Level 1","143B",323.0632983155426,254.9260327101904,19/06/02 21:07:02
"Level 1","143B",323.28145501995664,254.92603781221078,19/06/02 21:07:02
"Level 1","143B",323.49225800139476,254.92604274225,19/06/02 21:07:02
"Level 1","143B",323.71605513350386,254.9260479761828,19/06/02 21:07:02
"Level 1","143B",323.89083118152166,254.92605206366184,19/06/02 21:07:02
"Level 1","143B",324.1035403837006,254.92605703828175,19/06/02 21:07:02
"Level 1","143B",324.3525547784907,254.92606286196946,19/06/02 21:07:02
"Level 1","143B",324.5274041889998,254.92606695116422,19/06/02 21:07:02
"Level 1","143B",324.7961701941158,254.9260732367819,19/06/02 21:07:02
"Level 1","143B",325.0752590557424,254.9260797638197,19/06/02 21:07:02
"Level 1","143B",325.32532990651265,254.92608561221468,19/06/02 21:07:03
"Level 1","143B",325.5195954673447,254.92609015549402,19/06/02 21:07:03
"Level 1","143B",325.8166388446461,254.92609710243323,19/06/02 21:07:03
"Level 1","143B",326.0074971166679,254.9261015660265,19/06/02 21:07:03
"Level 1","143B",326.30687472824275,254.92610856755633,19/06/02 21:07:03
"Level 1","143B",326.50583608032196,254.9261132206559,19/06/02 21:07:03
"Level 1","143B",326.69227140556524,254.92611758080992,19/06/02 21:07:03
"Level 1","143B",326.8667773808893,254.9261216619728,19/06/02 21:07:03
"Level 1","143B",327.12582082185236,254.9261277202093,19/06/02 21:07:03
"Level 1","143B",327.36092292228824,254.92613321853085,19/06/02 21:07:03
"Level 1","143B",327.573482726884,254.9261381896568,19/06/02 21:07:04
"Level 1","143B",327.85097731643526,254.92614467940945,19/06/02 21:07:04
"Level 1","143B",328.06197484051756,254.9261496139984,19/06/02 21:07:04
"Level 1","143B",328.3006096138248,254.9261551949384,19/06/02 21:07:04
"Level 1","143B",328.595713857643,254.92616209652718,19/06/02 21:07:04
"Level 1","143B",328.8722172410413,254.92616856309854,19/06/02 21:07:04
"Level 1","143B",329.11106500581076,254.92617414901974,19/06/02 21:07:04
"Level 1","143B",329.37079147374953,254.92618022323018,19/06/02 21:07:04
"Level 1","143B",329.5478440050073,254.92618436394923,19/06/02 21:07:04
"Level 1","143B",329.77225192110444,254.9261896121664,19/06/02 21:07:04
"Level 1","143B",329.9344117493916,254.92619340459052,19/06/02 21:07:05
"Level 1","143B",330.1036433685468,254.9261973624023,19/06/02 21:07:05
"Level 1","143B",330.29476207956105,254.9262018320864,19/06/02 21:07:05
"Level 1","143B",330.29476207956105,254.9262018320864,19/06/02 21:07:05
"Level 1","143B",330.5474052000735,254.92620774063894,19/06/02 21:07:05
"Level 1","121A",330.57115351469895,255.06868697532352,19/06/02 21:07:05
"Level 1","121A",330.5692043936707,255.2428360216927,19/06/02 21:07:05
"Level 1","121A",330.56696899859827,255.442562931662,19/06/02 21:07:05
"Level 1","121A",330.5642064227547,255.68939211348996,19/06/02 21:07:05
"Level 1","121A",330.56235519794046,255.85479438012686,19/06/02 21:07:05
"Level 1","121A",330.5604714733199,256.0231004224595,19/06/02 21:07:06
"Level 1","121A",330.5587796937473,256.17425665902675,19/06/02 21:07:06
"Level 1","121A",330.5570427752666,256.3294459431457,19/06/02 21:07:06
"Level 1","121A",330.55400633726254,256.6007440180796,19/06/02 21:07:06
"Level 1","121A",330.55140824916504,256.8328766347892,19/06/02 21:07:06
"Level 1","121A",330.54863081729445,257.0810331651519,19/06/02 21:07:06
"Level 1","121A",330.5454199670868,257.36791453044685,19/06/02 21:07:06
"Level 1","121A",330.54321177111603,257.5652112693031,19/06/02 21:07:06
"Level 1","121A",330.5405782215594,257.8005122779207,19/06/02 21:07:06
"Level 1","121A",330.53757791140475,258.06858242065465,19/06/02 21:07:06
"Level 1","121A",330.53523543108196,258.2778771275722,19/06/02 21:07:07
"Level 1","121A",330.5320489772563,258.5625787376825,19/06/02 21:07:07
"Level 1","121A",330.5320489772563,258.5625787376825,19/06/02 21:07:07
"Level 1","121A",330.5288337616168,258.8498501432969,19/06/02 21:07:07
"Level 1","121A",330.5266218920491,259.047475108773,19/06/02 21:07:07
"Level 1","121A",330.52437008976256,259.2486679619271,19/06/02 21:07:07
"Level 1","121A",330.52238009465407,259.4264690042483,19/06/02 21:07:07
"Level 1","121A",330.51950578947236,259.6832809205517,19/06/02 21:07:07
"Level 1","121A",330.5164227550125,259.9587422712475,19/06/02 21:07:07
"Level 1","121A",330.5137504002661,260.1975104256679,19/06/02 21:07:07
"Level 1","121A",330.5111229163536,260.4322694842842,19/06/02 21:07:08
"Level 1","121A",330.584195800543,260.70020711293887,19/06/02 21:07:08
"Level 1","121A",330.6689478784099,260.82684411839745,19/06/02 21:07:08
"Level 1","121A",330.7890963029387,261.0063705332753,19/06/02 21:07:08
"Level 1","121A",330.88175897563895,261.1448275916023,19/06/02 21:07:08
"Level 1","121A",330.98858882245185,261.3044533168291,19/06/02 21:07:08
"Level 1","121A",331.08884792736507,261.4542610045664,19/06/02 21:07:08
"Level 1","121A",331.21504863058357,261.6428307664483,19/06/02 21:07:08
"Level 1","121A",331.35323895080853,261.8493154778218,19/06/02 21:07:08
"Level 1","121A",331.4818735231195,262.0415219398449,19/06/02 21:07:08
"Level 1","121A",331.6414826942358,262.2800108121253,19/06/02 21:07:09
"Level 1","121A",331.78317102830545,262.49172227438794,19/06/02 21:07:09
"Level 1","121A",331.88766124444146,262.64785211101525,19/06/02 21:07:09
"Level 1","121A",332.0349607684251,262.8679478430875,19/06/02 21:07:09
"Level 1","121A",332.18957387889515,263.09897157498136,19/06/02 21:07:09
"Level 1","121A",332.3443586640678,263.3302518241287,19/06/02 21:07:09
"Level 1","121D",332.605635109381,263.2984834705538,19/06/02 21:07:09
"Level 1","121D",332.82566945994614,263.25938684076425,19/06/02 21:07:09
"Level 1","121D",333.0486062710203,263.2197744895716,19/06/02 21:07:09
"Level 1","121D",333.2736655744436,263.1797850050023,19/06/02 21:07:09
"Level 1","121D",333.47182132343727,263.1445758572525,19/06/02 21:07:10
"Level 1","121D",333.70368602690274,263.1033771605519,19/06/02 21:07:10
"Level 1","121D",333.8627450500036,263.0751148836624,19/06/02 21:07:10
"Level 1","121D",334.090946706155,263.03456705263056,19/06/02 21:07:10
"Level 1","121D",334.2741537004055,263.0020140625603,19/06/02 21:07:10
"Level 1","121D",334.5236714755285,262.9576786937652,19/06/02 21:07:10
"Level 1","121D",334.8046617937498,262.9077511510078,19/06/02 21:07:10
"Level 1","121D",335.0634895145385,262.8617615518704,19/06/02 21:07:10
"Level 1","121D",335.3132976887117,262.8173745837494,19/06/02 21:07:10
"Level 1","121D",335.5058387479905,262.78316307770694,19/06/02 21:07:10
"Level 1","121D",335.68564812136725,262.75121379121805,19/06/02 21:07:11
"Level 1","121D",335.9236830384479,262.70891874498466,19/06/02 21:07:11
"Level 1","121D",336.21487970275706,262.6571776956839,19/06/02 21:07:11
"Level 1","121D",336.41538659078145,262.62155078765244,19/06/02 21:07:11
"Level 1","121D",336.7082979252805,262.5695050685333,19/06/02 21:07:11
"Level 1","121D",336.91340078142053,262.5330615295373,19/06/02 21:07:11
"Level 1","121D",337.083367192154,262.50286118209135,19/06/02 21:07:11
"Level 1","121D",337.3247126191531,262.45997791051786,19/06/02 21:07:11
"Level 1","121D",337.57766722104174,262.41503187187345,19/06/02 21:07:11
"Level 1","121D",337.86591224540655,262.3638152823849,19/06/02 21:07:11
"Level 1","121D",338.06322494935654,262.32875593042786,19/06/02 21:07:12
"Level 1","121D",338.21932355789073,262.3010196724625,19/06/02 21:07:12
"Level 1","121D",338.4618907845415,262.25791930638286,19/06/02 21:07:12
"Level 1","121D",338.6274732041154,262.2284979249435,19/06/02 21:07:12
"Level 1","121D",338.8641793392373,262.18643898228294,19/06/02 21:07:12
"Level 1","121D",339.0402733722676,262.155149853109,19/06/02 21:07:12
