floor,room,x,y,timestamp
"Level 1","110",363.8035721197341,288.6885683801299,19/06/02 21:10:47
"Level 1","110",363.722488031205,288.4211181127985,19/06/02 21:10:47
"Level 1","110",363.6468952467409,288.17178053276285,19/06/02 21:10:48
"Level 1","110",363.56824578036986,287.91236069851465,19/06/02 21:10:48
"Level 1","110",363.5231255538536,287.7635347468055,19/06/02 21:10:48
"Level 1","110",363.4474005453724,287.5137610349792,19/06/02 21:10:48
"Level 1","110",363.4474005453724,287.5137610349792,19/06/02 21:10:48
"Level 1","110",363.39727487285063,287.3484249652362,19/06/02 21:10:48
"Level 1","110",363.32100361402377,287.0968494843622,19/06/02 21:10:48
"Level 1","110",363.2624031586738,286.9035599286259,19/06/02 21:10:48
"Level 1","110",363.203335390962,286.70872897533104,19/06/02 21:10:48
"Level 1","110",363.1548575335791,286.54882811004524,19/06/02 21:10:48
"Level 1","110",363.08565932281147,286.32058258981596,19/06/02 21:10:49
"Level 1","110",363.00915832002676,286.0682493143604,19/06/02 21:10:49
"Level 1","110",362.94444886726086,285.8548096524607,19/06/02 21:10:49
"Level 1","110",362.87373081557973,285.62155104192,19/06/02 21:10:49
"Level 1","110",362.8281987422235,285.4713666418463,19/06/02 21:10:49
"Level 1","110",362.75385210786493,285.2261394018898,19/06/02 21:10:49
"Level 1","110",362.6872322899289,285.006398532383,19/06/02 21:10:49
"Level 1","110",362.6049504895476,284.73499769520674,19/06/02 21:10:49
"Level 1","110",362.56106285621274,284.5902373669984,19/06/02 21:10:49
"Level 1","110",362.4904584547483,284.35735362385003,19/06/02 21:10:49
"Level 1","110",362.40736505784224,284.08327579157583,19/06/02 21:10:50
"Level 1","110",362.3383281403695,283.8555622861429,19/06/02 21:10:50
"Level 1","110",362.2708794106883,283.63308730847916,19/06/02 21:10:50
"Level 1","110",362.22060543847863,283.4672620824553,19/06/02 21:10:50
"Level 1","110",362.1607130743855,283.26971125493316,19/06/02 21:10:50
"Level 1","110",362.0862845141017,283.0242137879691,19/06/02 21:10:50
"Level 1","110",362.0391151130029,282.8686287753904,19/06/02 21:10:50
"Level 1","110",361.96741703060854,282.6321376012112,19/06/02 21:10:50
"Level 1","110",361.8807424673507,282.3462475389974,19/06/02 21:10:50
"Level 1","110",361.8043657554281,282.0943242283684,19/06/02 21:10:50
"Level 1","110",361.7554027191648,281.93282303404646,19/06/02 21:10:51
"Level 1","110",361.6980943018285,281.74379517648583,19/06/02 21:10:51
"Level 1","110",361.62146709956846,281.4910456407746,19/06/02 21:10:51
"Level 1","110",361.5603720575866,281.2895278632788,19/06/02 21:10:51
"Level 1","110",361.5039823117598,281.1035301802597,19/06/02 21:10:51
"Level 1","110",361.4437019533781,280.9046995803669,19/06/02 21:10:51
"Level 1","110",361.39485084046044,280.74356755747243,19/06/02 21:10:51
"Level 1","110",361.3402610792595,280.5635069994567,19/06/02 21:10:51
"Level 1","110",361.27736515560866,280.3560491381227,19/06/02 21:10:51
"Level 1","110",361.2166929907757,280.1559261917037,19/06/02 21:10:51
"Level 1","110",361.15347379891926,279.94740205251446,19/06/02 21:10:52
"Level 1","110",361.1098470560642,279.80350225353993,19/06/02 21:10:52
"Level 1","110",361.0413537182582,279.5775817081046,19/06/02 21:10:52
"Level 1","110",360.95851216255664,279.3043345566543,19/06/02 21:10:52
"Level 1","110",360.8717748447316,279.01823750283364,19/06/02 21:10:52
"Level 1","110",360.81214142999437,278.821540801882,19/06/02 21:10:52
"Level 1","110",360.7610114170166,278.6528919844924,19/06/02 21:10:52
"Level 1","110",360.67521864738075,278.3699104576546,19/06/02 21:10:52
"Level 1","118D",360.5917944616798,278.10578015104977,19/06/02 21:10:52
"Level 1","118D",360.4588311588755,277.9819119339267,19/06/02 21:10:52
"Level 1","118D",360.2772556218238,277.8127567040746,19/06/02 21:10:53
"Level 1","118D",360.0961182453248,277.6440096632892,19/06/02 21:10:53
"Level 1","118D",359.8792121695044,277.4419406086826,19/06/02 21:10:53
"Level 1","118D",359.7206460407214,277.2942208750854,19/06/02 21:10:53
"Level 1","118D",359.53704870091696,277.1231821398067,19/06/02 21:10:53
"Level 1","118D",359.53704870091696,277.1231821398067,19/06/02 21:10:53
"Level 1","118D",359.4058587351818,277.0009659582189,19/06/02 21:10:53
"Level 1","118D",359.21963869491015,276.8274839229915,19/06/02 21:10:53
"Level 1","118D",359.0536074486785,276.67280970819934,19/06/02 21:10:53
"Level 1","118D",358.8945772509238,276.5246576493294,19/06/02 21:10:53
"Level 1","118D",358.7048264782237,276.3478863942811,19/06/02 21:10:54
"Level 1","118D",358.51106365025765,276.167377520489,19/06/02 21:10:54
"Level 1","118D",358.3209820760456,275.9902980917368,19/06/02 21:10:54
"Level 1","118D",358.13148474809583,275.8137629450635,19/06/02 21:10:54
"Level 1","118D",358.01654095534,275.70668164986597,19/06/02 21:10:54
"Level 1","118D",357.83410863937263,275.53672824732627,19/06/02 21:10:54
"Level 1","118D",357.69681198438843,275.40882309221075,19/06/02 21:10:54
"Level 1","142B",357.55024905479536,275.41685195312374,19/06/02 21:10:54
"Level 1","142B",357.36853580160516,275.4428198762406,19/06/02 21:10:54
"Level 1","142B",357.21196666624417,275.46519455281566,19/06/02 21:10:55
"Level 1","142B",357.00344304598826,275.4949938395699,19/06/02 21:10:55
"Level 1","142B",356.8398301914052,275.51837510623125,19/06/02 21:10:55
"Level 1","142B",356.57466506851387,275.55626880635293,19/06/02 21:10:55
"Level 1","142B",356.3784072013826,275.58431524278654,19/06/02 21:10:55
"Level 1","142B",356.20143506640426,275.60960563143055,19/06/02 21:10:55
"Level 1","142B",355.98582210121083,275.64041802846185,19/06/02 21:10:55
"Level 1","142B",355.8225358502661,275.6637526214876,19/06/02 21:10:55
"Level 1","142B",355.65411498765883,275.68782098158067,19/06/02 21:10:55
"Level 1","142B",355.39494517098575,275.7248579161764,19/06/02 21:10:55
"Level 1","142B",355.135208381629,275.7619758745984,19/06/02 21:10:56
"Level 1","142B",354.94035309121585,275.78982187433445,19/06/02 21:10:56
"Level 1","142B",354.6839745742614,275.826459915315,19/06/02 21:10:56
"Level 1","142B",354.6839745742614,275.826459915315,19/06/02 21:10:56
"Level 1","142B",354.42236157464674,275.86384599553264,19/06/02 21:10:56
"Level 1","142B",354.23007206074806,275.8913253302836,19/06/02 21:10:56
"Level 1","142B",353.93539927949,275.93343585328626,19/06/02 21:10:56
"Level 1","142B",353.6800588188272,275.9699255497432,19/06/02 21:10:56
"Level 1","142B",353.49904550287357,275.99579344759485,19/06/02 21:10:56
"Level 1","142B",353.3112029227754,276.0226372886049,19/06/02 21:10:56
"Level 1","142B",353.0308956707198,276.06269489058326,19/06/02 21:10:57
"Level 1","142B",352.8133517042422,276.09378323937926,19/06/02 21:10:57
"Level 1","142B",352.5443096544376,276.1322309758095,19/06/02 21:10:57
"Level 1","142B",352.3844861860419,276.1550707162616,19/06/02 21:10:57
"Level 1","142B",352.19989525208484,276.181449877368,19/06/02 21:10:57
"Level 1","142B",352.01905515390746,276.2072930213516,19/06/02 21:10:57
"Level 1","142B",351.80438450041345,276.2379707563407,19/06/02 21:10:57
"Level 1","142B",351.60190217902425,276.26690670494133,19/06/02 21:10:57
"Level 1","142B",351.4469293751245,276.2890532560939,19/06/02 21:10:57
"Level 1","142B",351.20365517220426,276.32381861132717,19/06/02 21:10:57
"Level 1","142B",350.9318231517516,276.36266505144033,19/06/02 21:10:58
"Level 1","142B",350.6844832859462,276.39801141449425,19/06/02 21:10:58
"Level 1","142B",350.5037410597479,276.42384057197995,19/06/02 21:10:58
"Level 1","142B",350.3086037918333,276.4517268680067,19/06/02 21:10:58
"Level 1","142B",350.0734863496709,276.4853265727851,19/06/02 21:10:58
"Level 1","142B",349.7881071980846,276.52610897988774,19/06/02 21:10:58
"Level 1","142B",349.5329316660854,276.56257510704097,19/06/02 21:10:58
"Level 1","142B",349.32816769449994,276.591837117257,19/06/02 21:10:58
"Level 1","142B",349.0322423585701,276.63412663789927,19/06/02 21:10:58
"Level 1","142B",348.85415876005277,276.65957586140655,19/06/02 21:10:58
"Level 1","142B",348.67334761951116,276.6854148671688,19/06/02 21:10:59
"Level 1","142B",348.48710857054505,276.7120295538799,19/06/02 21:10:59
"Level 1","142B",348.28017074545704,276.7416022209117,19/06/02 21:10:59
"Level 1","142B",347.99729391696593,276.7820270309068,19/06/02 21:10:59
"Level 1","142B",347.79262081922155,276.81127605470124,19/06/02 21:10:59
"Level 1","142B",347.53806539348085,276.84765356491897,19/06/02 21:10:59
"Level 1","142B",347.3075418828169,276.8805967690962,19/06/02 21:10:59
"Level 1","142B",347.0382716745675,276.9190771107484,19/06/02 21:10:59
"Level 1","142B",346.8422542794558,276.94708918227576,19/06/02 21:10:59
"Level 1","142B",346.6189424772364,276.9790017896906,19/06/02 21:10:59
"Level 1","142B",346.44517767315995,277.00383383134664,19/06/02 21:11:00
"Level 1","142B",346.20116758877424,277.0387043484929,19/06/02 21:11:00
"Level 1","142B",346.03661500013055,277.06221990883625,19/06/02 21:11:00
"Level 1","142B",345.75784485690167,277.10205784866486,19/06/02 21:11:00
"Level 1","142B",345.5452893109772,277.13243332198743,19/06/02 21:11:00
"Level 1","142B",345.3419847532083,277.16148677314067,19/06/02 21:11:00
"Level 1","142B",345.0992094359722,277.19618083459176,19/06/02 21:11:00
"Level 1","142A",344.81093758549156,277.2348754637707,19/06/02 21:11:00
"Level 1","142A",344.5194247913269,277.19961547872526,19/06/02 21:11:00
"Level 1","142A",344.3584253716837,277.1801417635313,19/06/02 21:11:00
"Level 1","142A",344.14622307282207,277.1544747944162,19/06/02 21:11:01
"Level 1","142A",343.98107237123514,277.13449896013117,19/06/02 21:11:01
"Level 1","142A",343.7602379789099,277.1077878945218,19/06/02 21:11:01
"Level 1","142A",343.52016312952105,277.0787495957963,19/06/02 21:11:01
"Level 1","142A",343.2596993142985,277.04724514585973,19/06/02 21:11:01
"Level 1","142A",342.9668868375737,277.01182795746485,19/06/02 21:11:01
"Level 1","142A",342.6913177359144,276.978496444756,19/06/02 21:11:01
"Level 1","142A",342.49862919043886,276.8810055469078,19/06/02 21:11:01
"Level 1","142A",342.3440837925881,276.69460137990245,19/06/02 21:11:01
"Level 1","142A",342.166114732713,276.4799448788349,19/06/02 21:11:01
"Level 1","142A",342.04927368102756,276.3390176224148,19/06/02 21:11:02
"Level 1","142A",341.8917216726068,276.14898704694565,19/06/02 21:11:02
"Level 1","142A",341.7441746739687,275.97102396452607,19/06/02 21:11:02
