floor,room,x,y,timestamp
"Level 2","210",330.2365360061799,259.3258873337576,19/06/02 21:10:25
"Level 2","210",330.4595239624385,259.2486519589855,19/06/02 21:10:25
"Level 2","203A",330.73210963458797,259.14032837330217,19/06/02 21:10:25
"Level 2","203A",330.82638808221407,259.02203968923584,19/06/02 21:10:25
"Level 2","203A",330.9581750087991,258.8566901049415,19/06/02 21:10:25
"Level 2","203A",331.0601730667736,258.7287158291773,19/06/02 21:10:25
"Level 2","203A",331.2320462241751,258.51307110732125,19/06/02 21:10:26
"Level 2","203A",331.3304913409221,258.3895546132977,19/06/02 21:10:26
"Level 2","203A",331.4954967183699,258.1825267139884,19/06/02 21:10:26
"Level 2","203A",331.6039546166858,258.04644744676,19/06/02 21:10:26
"Level 2","203A",331.7308146545012,257.88727949998486,19/06/02 21:10:26
"Level 2","203A",331.8430874620547,257.74641376665625,19/06/02 21:10:26
"Level 2","203A",331.9891046484319,257.5632098503579,19/06/02 21:10:26
"Level 2","203A",332.17169255799257,257.3341216112939,19/06/02 21:10:26
"Level 2","203A",332.3133926738844,257.1563342095818,19/06/02 21:10:26
"Level 2","203A",332.45227295340663,256.98208478226195,19/06/02 21:10:26
"Level 2","203A",332.63703980827586,256.7502626779329,19/06/02 21:10:27
"Level 2","203A",332.80088263055103,256.5446934059662,19/06/02 21:10:27
"Level 2","203A",332.98251137288116,256.3168086087529,19/06/02 21:10:27
"Level 2","203A",333.1668035613415,256.08558205585996,19/06/02 21:10:27
"Level 2","203A",333.2843127357405,255.9381463910248,19/06/02 21:10:27
"Level 2","203A",333.4338931863361,255.75047174100112,19/06/02 21:10:27
"Level 2","203A",333.5375592253645,255.62040469335872,19/06/02 21:10:27
"Level 2","203A",333.72105951644085,255.39017171324753,19/06/02 21:10:27
"Level 2","203A",333.84748812079187,255.23154507467223,19/06/02 21:10:27
"Level 2","203A",333.9913145325543,255.05108986555766,19/06/02 21:10:27
"Level 2","203A",334.0868485949412,254.93122579473555,19/06/02 21:10:28
"Level 2","203A",334.2174327634353,254.76738527932613,19/06/02 21:10:28
"Level 2","203A",334.36344038570263,254.5841933628644,19/06/02 21:10:28
"Level 2","203A",334.4827279770701,254.43452636511896,19/06/02 21:10:28
"Level 2","203A",334.5946891145276,254.29405167604745,19/06/02 21:10:28
"Level 2","203A",334.71657082297355,254.1411299079568,19/06/02 21:10:28
"Level 2","203A",334.8347085758993,253.99290558220673,19/06/02 21:10:28
"Level 2","203A",334.9441212377095,253.8556283983794,19/06/02 21:10:28
"Level 2","203A",335.101040353791,253.65874611813916,19/06/02 21:10:28
"Level 2","203A",335.25626275250926,253.46399266446733,19/06/02 21:10:28
"Level 2","203A",335.38676650066,253.30025305034366,19/06/02 21:10:29
"Level 2","203A",335.5711602086097,253.0688991236224,19/06/02 21:10:29
"Level 2","203A",335.75184953385315,252.8421929882748,19/06/02 21:10:29
"Level 2","203A",335.8797261876539,252.68174952021002,19/06/02 21:10:29
"Level 2","203A",336.02702879093306,252.49693282519462,19/06/02 21:10:29
"Level 2","203A",336.1368021375719,252.35920309961656,19/06/02 21:10:29
"Level 2","203A",336.26985145858333,252.19226962229862,19/06/02 21:10:29
"Level 2","203A",336.40453052963227,252.02329134055134,19/06/02 21:10:29
"Level 2","203A",336.50120453178505,251.90199701734153,19/06/02 21:10:29
"Level 2","203A",336.6813273600182,251.676001650866,19/06/02 21:10:29
"Level 2","203A",336.83668858471805,251.481074015893,19/06/02 21:10:30
"Level 2","203A",336.9331596533347,251.36003430804382,19/06/02 21:10:30
"Level 2","203A",337.0411214303954,251.22457751108192,19/06/02 21:10:30
"Level 2","203A",337.17856024904694,251.05213664673505,19/06/02 21:10:30
"Level 2","203A",337.3478578934737,250.83972335314542,19/06/02 21:10:30
"Level 2","203A",337.47528331848457,250.67984602995372,19/06/02 21:10:30
"Level 2","203A",337.64334519954065,250.46898321610385,19/06/02 21:10:30
"Level 2","203A",337.7505973241298,250.33441680139913,19/06/02 21:10:30
"Level 2","203A",337.8945671314047,250.15378167771343,19/06/02 21:10:30
"Level 2","203A",337.8945671314047,250.15378167771343,19/06/02 21:10:30
"Level 2","203A",338.02816344194844,249.9861619070421,19/06/02 21:10:31
"Level 2","203A",338.14886259769327,249.83472385666605,19/06/02 21:10:31
"Level 2","203A",338.307021988914,249.63628543588896,19/06/02 21:10:31
"Level 2","203A",338.44249473222595,249.46631135446603,19/06/02 21:10:31
"Level 2","203A",338.6126622099485,249.2528067039597,19/06/02 21:10:31
"Level 2","203A",338.7658311640521,249.06062965313902,19/06/02 21:10:31
"Level 2","203A",338.8678030294569,248.93268824050176,19/06/02 21:10:31
"Level 2","203A",338.9766527034877,248.79611742260695,19/06/02 21:10:31
"Level 2","203A",339.14694072684466,248.5824615266694,19/06/02 21:10:31
"Level 2","203A",339.25154351352313,248.45121916643308,19/06/02 21:10:31
"Level 2","203A",339.35533410996993,248.32099583987977,19/06/02 21:10:32
"Level 2","203A",339.4875621661167,248.15509278194781,19/06/02 21:10:32
"Level 2","203A",339.66980440008456,247.9264382529417,19/06/02 21:10:32
"Level 2","203A",339.8224746915553,247.73488686098705,19/06/02 21:10:32
"Level 2","203A",339.9814385728054,247.53543906776787,19/06/02 21:10:32
"Level 2","203A",340.15468492598256,247.31807143335482,19/06/02 21:10:32
"Level 2","203A",340.308919135504,247.1245578346301,19/06/02 21:10:32
"Level 2","203A",340.47768905030176,246.91280666950072,19/06/02 21:10:32
"Level 2","203A",340.6503042515695,246.69623092475803,19/06/02 21:10:32
"Level 2","203A",340.83692800421807,246.46207901971317,19/06/02 21:10:33
"Level 2","203A",340.9825252059373,246.27940204709887,19/06/02 21:10:33
"Level 2","203A",341.0977870381125,246.1347860633361,19/06/02 21:10:33
"Level 2","203A",341.19687142854065,246.0104674894692,19/06/02 21:10:33
"Level 2","203A",341.3688729251931,245.79466174373658,19/06/02 21:10:33
"Level 2","203A",341.4908426768269,245.64162951017798,19/06/02 21:10:33
"Level 2","203A",341.6716869589402,245.4147289545288,19/06/02 21:10:33
"Level 2","203A",341.7933513498549,245.26207984901842,19/06/02 21:10:33
"Level 2","203A",341.90268943558686,245.12489623383138,19/06/02 21:10:33
"Level 2","203A",341.99953221422993,245.00339015120633,19/06/02 21:10:33
"Level 2","203A",342.09825126383845,244.87952996083936,19/06/02 21:10:34
"Level 2","203A",342.22176837369904,244.72455629768544,19/06/02 21:10:34
"Level 2","203A",342.38593771967174,244.5185773450391,19/06/02 21:10:34
"Level 2","203A",342.55531149195207,244.30606853583754,19/06/02 21:10:34
"Level 2","203A",342.73488749099744,244.08075926153535,19/06/02 21:10:34
"Level 2","203A",342.91123266944874,243.8595036127027,19/06/02 21:10:34
"Level 2","203A",343.06945994279863,243.6609800220068,19/06/02 21:10:34
"Level 2","203A",343.25391995400383,243.4295429063379,19/06/02 21:10:34
"Level 2","203A",343.3666372773757,243.28811945072462,19/06/02 21:10:34
"Level 2","203A",343.49980542226416,243.12103688821907,19/06/02 21:10:34
"Level 2","203A",343.6848216409662,242.8889019136595,19/06/02 21:10:35
"Level 2","203A",343.81517186268417,242.72535492510576,19/06/02 21:10:35
"Level 2","203A",343.93436805228333,242.57580260675064,19/06/02 21:10:35
"Level 2","203A",344.10325436082326,242.3639054054599,19/06/02 21:10:35
"Level 2","203A",344.2779753125577,242.14468763109159,19/06/02 21:10:35
"Level 2","203A",344.39713486685343,241.9951812780864,19/06/02 21:10:35
"Level 2","203A",344.5115210472391,241.85166395155107,19/06/02 21:10:35
"Level 2","203A",344.6459783262294,241.68296394645577,19/06/02 21:10:35
