floor,room,x,y,timestamp
"Level 1","110",369.31177362673856,286.5335753994728,19/06/02 21:15:14
"Level 1","110",369.4099288088385,286.3779129011162,19/06/02 21:15:14
"Level 1","110",369.512236049005,286.2156657302224,19/06/02 21:15:14
"Level 1","110",369.6148384554077,286.05295046062236,19/06/02 21:15:14
"Level 1","110",369.72070778859126,285.88505423191475,19/06/02 21:15:14
"Level 1","110",369.8208465101391,285.72624607482226,19/06/02 21:15:14
"Level 1","110",369.9591754032345,285.50687282693616,19/06/02 21:15:15
"Level 1","110",370.06760384897996,285.3349181486751,19/06/02 21:15:15
"Level 1","110",370.1873859304988,285.14495794821835,19/06/02 21:15:15
"Level 1","110",370.31222702172454,284.94697475729555,19/06/02 21:15:15
"Level 1","110",370.39277965150245,284.8192278229804,19/06/02 21:15:15
"Level 1","110",370.48485663656146,284.67320462554164,19/06/02 21:15:15
"Level 1","110",370.5782821691259,284.5250427914119,19/06/02 21:15:15
"Level 1","110",370.72108659881644,284.2985718723383,19/06/02 21:15:15
"Level 1","110",370.83890296488886,284.11172906386133,19/06/02 21:15:15
"Level 1","110",370.9865435108915,283.87758863685775,19/06/02 21:15:15
"Level 1","110",371.1233688184639,283.6605998976037,19/06/02 21:15:16
"Level 1","110",371.2207615768969,283.5061465129207,19/06/02 21:15:16
"Level 1","110",371.31607251423395,283.3549946500319,19/06/02 21:15:16
"Level 1","110",371.4533978777929,283.13721288118415,19/06/02 21:15:16
"Level 1","110",371.5736290056515,282.94654054639454,19/06/02 21:15:16
"Level 1","110",371.6820862160168,282.7745402508519,19/06/02 21:15:16
"Level 1","110",371.836966759329,282.52891804524836,19/06/02 21:15:16
"Level 1","110",371.93193181150286,282.3783147152796,19/06/02 21:15:16
"Level 1","110",372.0363137796943,282.21277727136237,19/06/02 21:15:16
"Level 1","110",372.1341341833897,282.0576456919215,19/06/02 21:15:16
"Level 1","110",372.1341341833897,282.0576456919215,19/06/02 21:15:17
"Level 1","110",372.29070282758414,281.80934635817067,19/06/02 21:15:17
"Level 1","110",372.3930784626776,281.64699072101996,19/06/02 21:15:17
"Level 1","110",372.53902205144215,281.41554146729567,19/06/02 21:15:17
"Level 1","110",372.6359868026154,281.26176685145543,19/06/02 21:15:17
"Level 1","108B",372.73307392311324,281.1284702215561,19/06/02 21:15:17
"Level 1","108B",372.8822852302026,281.06055444182215,19/06/02 21:15:17
"Level 1","108B",373.02267759741176,280.99665273575374,19/06/02 21:15:17
"Level 1","108B",373.28137238287803,280.8789038974735,19/06/02 21:15:17
"Level 1","108B",373.4369325818026,280.8080983237431,19/06/02 21:15:17
"Level 1","108B",373.6766324598496,280.69899530442603,19/06/02 21:15:18
"Level 1","108B",373.9079402097627,280.5937120889627,19/06/02 21:15:18
"Level 1","108B",374.10950434689437,280.5019671280296,19/06/02 21:15:18
"Level 1","108B",374.2755974079317,280.42636736304667,19/06/02 21:15:18
"Level 1","108B",374.4890892424804,280.3291933305082,19/06/02 21:15:18
"Level 1","108B",374.4890892424804,280.3291933305082,19/06/02 21:15:18
"Level 1","108B",374.7297596095377,280.2196485784623,19/06/02 21:15:18
"Level 1","108B",374.8958607403438,280.1440451404023,19/06/02 21:15:18
"Level 1","108B",375.0799779674499,280.0602414040415,19/06/02 21:15:18
"Level 1","108B",375.28386014145747,279.9674413536185,19/06/02 21:15:18
"Level 1","108B",375.5264593562314,279.8570186574059,19/06/02 21:15:19
"Level 1","108B",375.7910433354173,279.7365892636686,19/06/02 21:15:19
"Level 1","108B",375.972002969412,279.6542227534968,19/06/02 21:15:19
"Level 1","108B",376.10934253562505,279.5917105759036,19/06/02 21:15:19
"Level 1","108B",376.2550323998979,279.5253976340466,19/06/02 21:15:19
"Level 1","108B",376.4642083613103,279.43018803634226,19/06/02 21:15:19
"Level 1","108B",376.7313846166937,279.30857872894643,19/06/02 21:15:19
"Level 1","108B",376.94713004184644,279.210378940612,19/06/02 21:15:19
"Level 1","108B",377.1160878631518,279.13347523673093,19/06/02 21:15:19
"Level 1","108B",377.30677953772255,279.0466790413227,19/06/02 21:15:19
"Level 1","108B",377.5599788306167,278.9314315594767,19/06/02 21:15:20
"Level 1","108B",377.7668011238657,278.8372932693808,19/06/02 21:15:20
"Level 1","108B",377.90633019183025,278.7737845070007,19/06/02 21:15:20
"Level 1","108B",378.1398359565012,278.66750083192704,19/06/02 21:15:20
"Level 1","118B",378.1715369385881,278.47576716650764,19/06/02 21:15:20
"Level 1","118B",378.1207399824922,278.2983928768986,19/06/02 21:15:20
"Level 1","118B",378.0388983701364,278.0126159530873,19/06/02 21:15:20
"Level 1","118B",377.9580133205807,277.7301791830995,19/06/02 21:15:20
"Level 1","118B",377.9109189088909,277.5657335458006,19/06/02 21:15:20
"Level 1","118B",377.8386144532849,277.3132587434823,19/06/02 21:15:20
"Level 1","118B",377.78353070696323,277.120915715007,19/06/02 21:15:21
"Level 1","118B",377.7078953704094,276.8568100456585,19/06/02 21:15:21
"Level 1","118B",377.6571058541541,276.67946173470136,19/06/02 21:15:21
"Level 1","118B",377.59519453357535,276.4632779837365,19/06/02 21:15:21
"Level 1","118B",377.5441002511894,276.28486548153484,19/06/02 21:15:21
"Level 1","118B",377.50045096553237,276.13244963557867,19/06/02 21:15:21
"Level 1","118B",377.4334119450148,275.8983608327392,19/06/02 21:15:21
"Level 1","118B",377.38890950273355,275.74296590965355,19/06/02 21:15:21
"Level 1","118B",377.32857391458776,275.5322843470556,19/06/02 21:15:21
"Level 1","118B",377.27290304346485,275.33789117911266,19/06/02 21:15:21
"Level 1","118B",377.2272223814741,275.1783821141565,19/06/02 21:15:22
"Level 1","118B",377.1462077889618,274.89549300230277,19/06/02 21:15:22
"Level 1","118B",377.08031234183903,274.6653973623238,19/06/02 21:15:22
"Level 1","118B",377.02273365102354,274.46434241405603,19/06/02 21:15:22
"Level 1","118B",376.95052605619065,274.2122058330043,19/06/02 21:15:22
"Level 1","118B",376.8810076906104,273.9694595809197,19/06/02 21:15:22
"Level 1","118B",376.8383882042978,273.8206396182842,19/06/02 21:15:22
"Level 1","118B",376.77862030745337,273.61194033669335,19/06/02 21:15:22
"Level 1","118B",376.729946269705,273.44197891515233,19/06/02 21:15:22
"Level 1","118B",376.6699307227026,273.2324148815327,19/06/02 21:15:22
"Level 1","118B",376.59473412312195,272.9698412067154,19/06/02 21:15:23
"Level 1","118B",376.5202703436331,272.7098264144216,19/06/02 21:15:23
