floor,room,x,y,timestamp
"Level 2","210",335.10517677228603,261.0128392045479,19/06/02 21:07:00
"Level 2","210",334.82712920028047,260.90816713918446,19/06/02 21:07:00
"Level 2","210",334.6553339581036,260.84349416725894,19/06/02 21:07:00
"Level 2","210",334.3765075789562,260.73852891698664,19/06/02 21:07:00
"Level 2","210",334.11263699178545,260.63919383145213,19/06/02 21:07:00
"Level 2","210",333.85775938432533,260.5432441873128,19/06/02 21:07:00
"Level 2","210",333.5934714211708,260.44375197900274,19/06/02 21:07:00
"Level 2","210",333.3860233091264,260.36565734869606,19/06/02 21:07:00
"Level 2","210",333.23594763905874,260.309160792249,19/06/02 21:07:00
"Level 2","210",332.9859834932011,260.2150608394063,19/06/02 21:07:00
"Level 2","210",332.7546941296939,260.1279910793639,19/06/02 21:07:01
"Level 2","210",332.5277301544395,260.0425496281704,19/06/02 21:07:01
"Level 2","210",332.30485689133684,259.95864814111553,19/06/02 21:07:01
"Level 2","210",332.08948168512916,259.87756932607954,19/06/02 21:07:01
"Level 2","210",331.8175531440678,259.77520079317395,19/06/02 21:07:01
"Level 2","210",331.6082792938733,259.6964188568009,19/06/02 21:07:01
"Level 2","210",331.439991683079,259.6330663460422,19/06/02 21:07:01
"Level 2","210",331.20735126584344,259.5454879766883,19/06/02 21:07:01
"Level 2","210",330.960435785595,259.4525357056025,19/06/02 21:07:01
"Level 2","210",330.6983528171453,259.35387357593044,19/06/02 21:07:01
"Level 2","210",330.4816292587535,259.27228716858957,19/06/02 21:07:02
"Level 2","210",330.4816292587535,259.27228716858957,19/06/02 21:07:02
"Level 2","210",330.3151516145503,259.2096160266339,19/06/02 21:07:02
"Level 2","203A",330.22990195630683,259.10036545804115,19/06/02 21:07:02
"Level 2","203A",330.32663744589115,258.9805227968772,19/06/02 21:07:02
"Level 2","203A",330.4870955990601,258.7817360624135,19/06/02 21:07:02
"Level 2","203A",330.5997703586419,258.64214672356474,19/06/02 21:07:02
"Level 2","203A",330.7051947705589,258.5115396203179,19/06/02 21:07:02
"Level 2","203A",330.81004613380543,258.3816424496711,19/06/02 21:07:02
"Level 2","203A",330.95837542721813,258.1978817913282,19/06/02 21:07:02
"Level 2","203A",331.1278713506492,257.9878984376728,19/06/02 21:07:03
"Level 2","203A",331.23497156214734,257.855215237202,19/06/02 21:07:03
"Level 2","203A",331.4093025913061,257.639241817854,19/06/02 21:07:03
"Level 2","203A",331.5376971038073,257.48017775436387,19/06/02 21:07:03
"Level 2","203A",331.5376971038073,257.48017775436387,19/06/02 21:07:03
"Level 2","203A",331.69361406511644,257.2870169646251,19/06/02 21:07:03
"Level 2","203A",331.79751963446205,257.15829150932797,19/06/02 21:07:03
"Level 2","203A",331.9571936026832,256.9604762777883,19/06/02 21:07:03
"Level 2","203A",332.0562148078246,256.8378019130149,19/06/02 21:07:03
"Level 2","203A",332.0562148078246,256.8378019130149,19/06/02 21:07:03
"Level 2","203A",332.1743705380736,256.69142236600834,19/06/02 21:07:04
"Level 2","203A",332.3252267008409,256.5045312459376,19/06/02 21:07:04
"Level 2","203A",332.46501426076196,256.3313526818911,19/06/02 21:07:04
"Level 2","203A",332.58955542326544,256.17706241672573,19/06/02 21:07:04
"Level 2","203A",332.7141214827451,256.0227413074525,19/06/02 21:07:04
"Level 2","203A",332.8510105172734,255.8531536385161,19/06/02 21:07:04
"Level 2","203A",333.02408358695965,255.638738666967,19/06/02 21:07:04
"Level 2","203A",333.13122263445877,255.5060073537537,19/06/02 21:07:04
"Level 2","203A",333.3052053587543,255.29046543872622,19/06/02 21:07:04
"Level 2","203A",333.4809107577151,255.0727893543562,19/06/02 21:07:04
"Level 2","203A",333.5987124026266,254.92684847292435,19/06/02 21:07:05
"Level 2","203A",333.7689748501712,254.7159154958162,19/06/02 21:07:05
"Level 2","203A",333.89920302711823,254.5545797611141,19/06/02 21:07:05
"Level 2","203A",334.05719922796254,254.3588430646407,19/06/02 21:07:05
"Level 2","203A",334.22720738350483,254.14822512217404,19/06/02 21:07:05
"Level 2","203A",334.388397555293,253.94853151206704,19/06/02 21:07:05
"Level 2","203A",334.4866640245419,253.82679216667714,19/06/02 21:07:05
"Level 2","203A",334.59641846642023,253.69082072077055,19/06/02 21:07:05
"Level 2","203A",334.7110033961256,253.54886493014834,19/06/02 21:07:05
"Level 2","203A",334.8235654029818,253.40941527722813,19/06/02 21:07:05
"Level 2","203A",334.955713748501,253.2457007039781,19/06/02 21:07:06
"Level 2","203A",335.0968392516671,253.07086460266515,19/06/02 21:07:06
"Level 2","203A",335.2619598078871,252.8663017586118,19/06/02 21:07:06
"Level 2","203A",335.43417234514664,252.65295287456047,19/06/02 21:07:06
"Level 2","203A",335.5863548772152,252.4644185558308,19/06/02 21:07:06
"Level 2","203A",335.7252188003509,252.29238425735608,19/06/02 21:07:06
"Level 2","203A",335.9042572454489,252.0705789633177,19/06/02 21:07:06
"Level 2","203A",336.0848243766547,251.8468798264712,19/06/02 21:07:06
"Level 2","203A",336.181059617645,251.72765690810283,19/06/02 21:07:06
"Level 2","203A",336.36786791590816,251.49622577887033,19/06/02 21:07:06
"Level 2","203A",336.5103178978238,251.31974882104558,19/06/02 21:07:07
"Level 2","203A",336.6271378606499,251.17502411574554,19/06/02 21:07:07
"Level 2","203A",336.74782036595843,251.02551422383044,19/06/02 21:07:07
"Level 2","203A",336.9351495303396,250.7934378093778,19/06/02 21:07:07
"Level 2","203A",337.08466343253775,250.60820957517518,19/06/02 21:07:07
