floor,room,x,y,timestamp
"Level 1","145",312.03000106489975,244.95195014892548,19/06/02 21:07:00
"Level 1","145",312.20162906343387,245.18231498644778,19/06/02 21:07:00
"Level 1","145",312.20162906343387,245.18231498644778,19/06/02 21:07:00
"Level 1","145",312.3387956124885,245.3664245143591,19/06/02 21:07:00
"Level 1","143B",312.4563382062896,245.52499628862464,19/06/02 21:07:00
"Level 1","143B",312.53434023008197,245.68321724063134,19/06/02 21:07:00
"Level 1","143B",312.6225268482325,245.86209683887327,19/06/02 21:07:00
"Level 1","143B",312.71395750174474,246.04755670693797,19/06/02 21:07:00
"Level 1","143B",312.8396106366835,246.30243417890674,19/06/02 21:07:00
"Level 1","143B",312.9203385647252,246.466184412648,19/06/02 21:07:00
"Level 1","143B",313.01620586626393,246.66064367124557,19/06/02 21:07:01
"Level 1","143B",313.1059257480538,246.84263337382697,19/06/02 21:07:01
"Level 1","143B",313.2263570807834,247.08691883194078,19/06/02 21:07:01
"Level 1","143B",313.333161624549,247.3035634236021,19/06/02 21:07:01
"Level 1","143B",313.43781363073816,247.51584176259425,19/06/02 21:07:01
"Level 1","143B",313.56042886962825,247.76455710207532,19/06/02 21:07:01
"Level 1","143B",313.67390743059906,247.99473941115178,19/06/02 21:07:01
"Level 1","143B",313.76326396549626,248.17599209322447,19/06/02 21:07:01
"Level 1","143B",313.85231763136693,248.3566304293689,19/06/02 21:07:01
"Level 1","143B",313.9192063050848,248.49230882743564,19/06/02 21:07:01
"Level 1","143B",314.0275973502994,248.71217151213364,19/06/02 21:07:02
"Level 1","143B",314.1477193035943,248.9558294184697,19/06/02 21:07:02
"Level 1","143B",314.2747874210143,249.21357707077962,19/06/02 21:07:02
"Level 1","143B",314.3803198070065,249.4276411907527,19/06/02 21:07:02
"Level 1","143B",314.45028511803247,249.56956030489567,19/06/02 21:07:02
"Level 1","143B",314.57042333372067,249.8132511982139,19/06/02 21:07:02
"Level 1","143B",314.7216400701162,249.97431162504182,19/06/02 21:07:02
"Level 1","143B",314.9489378230858,250.04666128037556,19/06/02 21:07:02
"Level 1","143B",315.20343046523516,250.12766716232522,19/06/02 21:07:02
"Level 1","143B",315.3976121924546,250.18947587293889,19/06/02 21:07:02
"Level 1","143B",315.5545726826912,250.23943693599944,19/06/02 21:07:03
