"deviceId","deviceAxis","deviceOrdinat","rssiMeasure","timestamp"
"77","343.60260785318013","269.83284640091205","-69","19/05/21 13:33:15"
"113","335.85901105159513","267.2514649542473","-66","19/05/21 13:33:15"
"111","335.41216124083337","276.08550466698205","-69","19/05/21 13:33:15"
"7","341.8518868320746","250.83586044331597","-70","19/05/21 13:33:15"
"84","335.0520669390005","249.71548601499282","-68","19/05/21 13:33:15"
"83","337.4924041491485","244.4668650025103","-69","19/05/21 13:33:15"
"50","344.7989224826419","262.2768447147534","-71","19/05/21 13:33:15"
"117","334.73923160301337","259.25519743302567","-60","19/05/21 13:33:15"
"3","342.29979385616775","254.87911383492684","-69","19/05/21 13:33:15"
"119","334.68753371769424","259.7547510626736","-58","19/05/21 13:33:15"
"118","333.3234151066584","258.131767791265","-58","19/05/21 13:33:15"
"112","332.9192222934023","265.7126455630256","-62","19/05/21 13:33:15"
"48","331.1612851065205","264.2906977535686","-55","19/05/21 13:33:15"
"102","329.6565139460379","254.6285093777258","-58","19/05/21 13:33:15"
"56","329.07447262983345","243.457136774408","-68","19/05/21 13:33:15"
"81","332.91572924848197","241.77488829499916","-72","19/05/21 13:33:15"
"57","325.40425029839093","241.11838298031648","-70","19/05/21 13:33:15"
"63","328.8712821980216","258.87301623441454","-47","19/05/21 13:33:15"
"72","325.675502890797","269.4869120844659","-60","19/05/21 13:33:15"
"73","325.13147310374615","266.20028544955267","-56","19/05/21 13:33:15"
"66","323.3385236567488","278.35423514451054","-69","19/05/21 13:33:15"
"67","322.0458674094327","278.9670219154981","-70","19/05/21 13:33:15"
"58","321.85627936503437","243.89111607465568","-68","19/05/21 13:33:15"
"68","321.096293878358","271.0266050120442","-62","19/05/21 13:33:15"
"101","315.41009868979154","255.29683090872297","-64","19/05/21 13:33:15"
"38","314.10293290123843","270.97642450712124","-68","19/05/21 13:33:15"
"179","333.8920472523573","275.01406437018346","-67","19/05/21 13:33:15"
"180","332.4336230594558","271.54296441026935","-65","19/05/21 13:33:15"
"181","334.4074365861751","271.36489448087275","-68","19/05/21 13:33:15"
"155","335.28995583955094","267.44500515165436","-64","19/05/21 13:33:15"
"168","327.77437929714586","276.2060635657883","-66","19/05/21 13:33:15"
"156","326.1250064274639","268.3499498486319","-60","19/05/21 13:33:15"
"167","325.69737849243967","276.11702639525055","-67","19/05/21 13:33:15"
"175","324.17650945444746","278.8233384673237","-72","19/05/21 13:33:15"
"140","319.8334551237326","274.72768099085533","-69","19/05/21 13:33:15"
"139","317.9438326056754","271.19503100064077","-67","19/05/21 13:33:15"
"196","316.7436320513324","265.81974067456287","-65","19/05/21 13:33:15"
"136","325.9991245434925","265.0012064065245","-56","19/05/21 13:33:15"
"141","332.75633781489455","263.5143848531713","-60","19/05/21 13:33:15"
"126","339.5772075232581","261.43992524779935","-66","19/05/21 13:33:15"
"125","344.4690647865363","260.8459692714832","-69","19/05/21 13:33:15"
"142","321.5884486213073","259.5995220736636","-57","19/05/21 13:33:15"
"137","316.1660156498561","271.8843081642583","-68","19/05/21 13:33:15"
"138","315.2319827509821","272.03835069113086","-68","19/05/21 13:33:15"
"195","311.06648537233883","261.71189235007313","-66","19/05/21 13:33:15"

"77","343.60260785318013","269.83284640091205","-68","19/05/21 13:33:16"
"113","335.85901105159513","267.2514649542473","-62","19/05/21 13:33:16"
"111","335.41216124083337","276.08550466698205","-68","19/05/21 13:33:16"
"7","341.8518868320746","250.83586044331597","-69","19/05/21 13:33:16"
"84","335.0520669390005","249.71548601499282","-63","19/05/21 13:33:16"
"83","337.4924041491485","244.4668650025103","-72","19/05/21 13:33:16"
"50","344.7989224826419","262.2768447147534","-70","19/05/21 13:33:16"
"117","334.73923160301337","259.25519743302567","-58","19/05/21 13:33:16"
"3","342.29979385616775","254.87911383492684","-68","19/05/21 13:33:16"
