OBJECTID,FLOORID,ROOMID,X,Y,TIMESTAMP
"310","4","158",354.8907362315318,293.92310858519977,19/07/18 17:00:00
"310","4","158",355.1529007252403,293.8859779715848,19/07/18 17:00:00
"310","4","158",355.3589882436633,293.85678959481726,19/07/18 17:00:00
"310","4","158",355.54767237645007,293.8300660765762,19/07/18 17:00:00
"310","4","158",355.767997881196,293.79886115988245,19/07/18 17:00:00
"310","4","158",355.97965584776733,293.76888383509635,19/07/18 17:00:00
"310","4","158",356.23016620088487,293.7334038088099,19/07/18 17:00:00
"310","4","158",356.40411791623785,293.7087668572568,19/07/18 17:00:00
"310","4","158",356.56914260712426,293.6853942489087,19/07/18 17:00:00
"310","4","158",356.7794768731151,293.6556044011303,19/07/18 17:00:00
"310","4","158",357.06067550177977,293.61577796436796,19/07/18 17:00:01
"310","4","158",357.06067550177977,293.61577796436796,19/07/18 17:00:01
"310","4","158",357.23656817624243,293.59086611287813,19/07/18 17:00:01
"310","4","158",357.527206006778,293.54970279272425,19/07/18 17:00:01
"310","4","158",357.72072050672637,293.52229514485845,19/07/18 17:00:01
"310","4","158",357.89193244080667,293.4980462312063,19/07/18 17:00:01
"310","4","158",358.1512691864262,293.46131611431844,19/07/18 17:00:01
"310","4","158",358.3494662625331,293.4332452686122,19/07/18 17:00:01
"310","4","158",358.52336731674325,293.4086154922463,19/07/18 17:00:01
"310","4","158",358.7393615250351,293.3780240213049,19/07/18 17:00:01
"310","4","158",359.03304867353967,293.3364288232651,19/07/18 17:00:02
"310","4","158",359.3145442183435,293.2965603339797,19/07/18 17:00:02
"310","4","158",359.4770942769882,293.2735382102159,19/07/18 17:00:02
"310","4","158",359.6598735049284,293.24765100942267,19/07/18 17:00:02
"310","4","109",359.6334130941208,293.2143695889702,19/07/18 17:00:02
"310","4","109",359.43438895964493,293.1670054996788,19/07/18 17:00:02
"310","4","109",359.1602073502618,293.1017553114889,19/07/18 17:00:02
"310","4","109",359.1602073502618,293.1017553114889,19/07/18 17:00:02
"310","4","109",358.8994486413074,293.039699527114,19/07/18 17:00:02
"310","4","109",358.74908874905555,293.0039166338422,19/07/18 17:00:02
"310","4","109",358.4904137842202,292.94235674230356,19/07/18 17:00:03
"310","4","109",358.33964217023714,292.90647586682024,19/07/18 17:00:03
"310","4","109",358.16265560682825,292.86435631476314,19/07/18 17:00:03
"310","4","109",358.0111689845968,292.8283052804465,19/07/18 17:00:03
"310","4","109",357.7220162042032,292.75949222847424,19/07/18 17:00:03
"310","4","109",357.56761231337924,292.7227469378029,19/07/18 17:00:03
"310","4","109",357.3787854804991,292.6778096190365,19/07/18 17:00:03
"310","4","109",357.17665193789355,292.62970554770885,19/07/18 17:00:03
"310","4","109",357.00701727760844,292.58933561359095,19/07/18 17:00:03
"310","4","109",356.7642975226947,292.5315727690254,19/07/18 17:00:03
"310","4","109",356.58233518289825,292.4882690735591,19/07/18 17:00:04
"310","4","109",356.42101520079166,292.44987788016385,19/07/18 17:00:04
"310","4","109",356.16034294598836,292.3878426702894,19/07/18 17:00:04
"310","4","109",355.92059425192156,292.3307868836473,19/07/18 17:00:04
"310","4","109",355.7186541541482,292.2827288486374,19/07/18 17:00:04
"310","4","109",355.52199552807616,292.2359277069079,19/07/18 17:00:04
"310","4","109",355.2742057034877,292.1769582788623,19/07/18 17:00:04
"310","4","109",355.11213863206433,292.1383892919286,19/07/18 17:00:04
"310","4","109",354.82871984026724,292.0709408239481,19/07/18 17:00:04
"310","4","109",354.6233612108987,292.0220692411936,19/07/18 17:00:05
"310","4","109",354.3480158653712,291.95654210517125,19/07/18 17:00:05
"310","4","109",354.20136586726244,291.9216420985801,19/07/18 17:00:05
"310","4","109",353.9828555921361,291.86964066564116,19/07/18 17:00:05
"310","4","109",353.74898934558496,291.81398479348746,19/07/18 17:00:05
"310","4","109",353.54147202939936,291.7645994829109,19/07/18 17:00:05
"310","4","109",353.3206744850869,291.7120537219072,19/07/18 17:00:05
"310","4","109",353.060507727415,291.65013881106745,19/07/18 17:00:05
"310","4","109",352.78446633719926,291.5844460291909,19/07/18 17:00:05
"310","4","109",352.60271635571286,291.5411928711028,19/07/18 17:00:05
"310","4","109",352.39480064509854,291.491712749968,19/07/18 17:00:06
"310","4","109",352.2262231954999,291.45159441257977,19/07/18 17:00:06
"310","4","109",352.0124902008133,291.4007298846595,19/07/18 17:00:06
"310","4","109",351.76746240381334,291.3424177684604,19/07/18 17:00:06
"310","4","109",351.4887430454422,291.2760876793388,19/07/18 17:00:06
"310","4","109",351.19908443167316,291.2071542483119,19/07/18 17:00:06
"310","4","109",350.9171297199298,291.14005420449905,19/07/18 17:00:06
"310","4","109",350.68212706400067,291.08412788778145,19/07/18 17:00:06
"310","4","109",350.4523328338959,291.02944108076684,19/07/18 17:00:06
"310","4","109",350.2383227638968,290.9785106140102,19/07/18 17:00:06
"310","4","109",350.0884748502457,290.9428495622438,19/07/18 17:00:07
"310","4","109",349.8211413219891,290.87922909160955,19/07/18 17:00:07
"310","4","109",349.56987599351044,290.8194325574594,19/07/18 17:00:07
"310","4","109",349.3646208212649,290.7705855956004,19/07/18 17:00:07
"310","4","109",349.1222778995713,290.7129124304214,19/07/18 17:00:07
"310","4","109",348.9341021699423,290.66813006227244,19/07/18 17:00:07
"310","4","109",348.9341021699423,290.66813006227244,19/07/18 17:00:07
"310","4","109",348.6908916814146,290.6102504321182,19/07/18 17:00:07
"310","4","109",348.471134760241,290.55795232031244,19/07/18 17:00:07
"310","4","109",348.24036106763555,290.5030324192087,19/07/18 17:00:07
"310","4","109",347.96685946993466,290.437944061312,19/07/18 17:00:08
"310","4","109",347.6783113194729,290.36927490016063,19/07/18 17:00:08
"310","4","109",347.4306434017688,290.31033448371494,19/07/18 17:00:08
"310","4","109",347.4306434017688,290.31033448371494,19/07/18 17:00:08
"310","4","109",347.27303923631143,290.27282758644805,19/07/18 17:00:08
"310","4","109",347.1222452968789,290.23694139791775,19/07/18 17:00:08
"310","4","109",346.955828970785,290.19733736823855,19/07/18 17:00:08
"310","4","109",346.74701659397454,290.14764385701466,19/07/18 17:00:08
"310","4","109",346.47985350377,290.084063947507,19/07/18 17:00:08
"310","4","109",346.2633245967917,290.0325340438031,19/07/18 17:00:08
"310","4","109",346.08508443330453,290.0629677310873,19/07/18 17:00:09
"310","4","109",345.9262535751137,290.0923179356475,19/07/18 17:00:09
"310","4","109",345.76378598565395,290.1223401683506,19/07/18 17:00:09
"310","4","109",345.5215110448446,290.1671099262777,19/07/18 17:00:09
"310","4","109",345.2874161065011,290.2103681092602,19/07/18 17:00:09
"310","4","109",345.0127064827181,290.2611314416788,19/07/18 17:00:09
"310","4","109",344.7212047128099,290.3149977789505,19/07/18 17:00:09
