OBJECTID,FLOORID,ROOMID,X,Y,TIMESTAMP
"227","4","165",340.54739609556293,265.4885158873763,19/07/18 17:00:00
"227","4","165",340.54739609556293,265.4885158873763,19/07/18 17:00:00
"227","4","165",340.5809341367531,265.6987362895801,19/07/18 17:00:00
"227","4","165",340.6325201446673,266.0220834782342,19/07/18 17:00:00
"227","4","165",340.670831278332,266.2622221876537,19/07/18 17:00:00
"227","4","165",340.670831278332,266.2622221876537,19/07/18 17:00:00
"227","4","153",340.7890796747078,266.8128530936781,19/07/18 17:00:00
"227","4","153",340.883050700543,267.0692256031163,19/07/18 17:00:00
"227","4","153",340.883050700543,267.0692256031163,19/07/18 17:00:00
"227","4","153",341.00623604860976,267.4053008617317,19/07/18 17:00:00
"227","4","153",341.00623604860976,267.4053008617317,19/07/18 17:00:01
"227","4","153",341.0673030967248,267.72737855487793,19/07/18 17:00:01
"227","4","153",341.18922179146637,267.90452403898905,19/07/18 17:00:01
"227","4","153",341.18922179146637,267.90452403898905,19/07/18 17:00:01
"227","4","153",341.38635543775644,268.44234564032774,19/07/18 17:00:01
"227","4","153",341.38635543775644,268.44234564032774,19/07/18 17:00:01
"227","4","153",341.5622271193251,268.92216017828935,19/07/18 17:00:01
"227","4","153",341.64610651190964,269.15100061262467,19/07/18 17:00:01
"227","4","153",341.74900642314947,269.43173297912887,19/07/18 17:00:01
"227","4","153",341.82994065372276,269.65253839874754,19/07/18 17:00:01
"227","4","153",341.9121871625336,269.87692398642173,19/07/18 17:00:02
"227","4","153",341.9731893826668,270.043350734644,19/07/18 17:00:02
"227","4","153",341.9731893826668,270.043350734644,19/07/18 17:00:02
"227","4","153",342.1236945021943,270.4539600137664,19/07/18 17:00:02
"227","4","153",342.1236945021943,270.4539600137664,19/07/18 17:00:02
"227","4","153",342.19400308006857,270.64577644212244,19/07/18 17:00:02
"227","4","153",342.3336294776574,271.02670630444464,19/07/18 17:00:02
"227","4","153",342.38810230497626,271.17531951060926,19/07/18 17:00:02
"227","4","153",342.38810230497626,271.17531951060926,19/07/18 17:00:02
"227","4","153",342.55294959979244,271.6250572278528,19/07/18 17:00:02
"227","4","153",342.6334045498369,271.8445550704729,19/07/18 17:00:03
"227","4","153",342.69533582598257,272.0135164767902,19/07/18 17:00:03
"227","4","153",342.69533582598257,272.0135164767902,19/07/18 17:00:03
"227","4","153",342.76318263889465,272.4277019950757,19/07/18 17:00:03
"227","4","153",342.9418207945295,272.6859787529395,19/07/18 17:00:03
"227","4","153",342.9963841250684,272.83483887071776,19/07/18 17:00:03
"227","4","153",342.9963841250684,272.83483887071776,19/07/18 17:00:03
"227","4","153",343.19026889039293,273.3637968488427,19/07/18 17:00:03
"227","4","153",343.2785206421008,273.60456598854915,19/07/18 17:00:03
"227","4","153",343.37083131896355,273.85640872055006,19/07/18 17:00:03
"227","4","153",343.37083131896355,273.85640872055006,19/07/18 17:00:04
"227","4","153",343.5180005665856,274.2579170470759,19/07/18 17:00:04
"227","4","153",343.57602039946454,274.41620722237366,19/07/18 17:00:04
"227","4","153",343.64463488728717,274.6034018206082,19/07/18 17:00:04
"227","4","153",343.70593557318995,274.7706428455465,19/07/18 17:00:04
"227","4","153",343.77285621818936,274.9532162881501,19/07/18 17:00:04
"227","4","153",343.855050021794,275.1774580850563,19/07/18 17:00:04
"227","4","153",343.95434711353846,275.4483612103994,19/07/18 17:00:04
"227","4","153",343.95434711353846,275.4483612103994,19/07/18 17:00:04
"227","4","153",344.1190472334082,275.8976974037687,19/07/18 17:00:04
"227","4","153",344.1879735679849,276.08574278482905,19/07/18 17:00:05
"227","4","153",344.1879735679849,276.08574278482905,19/07/18 17:00:05
"227","4","153",344.3471864205959,276.5201085714739,19/07/18 17:00:05
"227","4","153",344.3471864205959,276.5201085714739,19/07/18 17:00:05
"227","4","153",344.4639043022452,276.8385392361263,19/07/18 17:00:05
"227","4","153",344.51662949107435,276.98238452088935,19/07/18 17:00:05
"227","4","153",344.5916272113279,277.18699390524654,19/07/18 17:00:05
"227","4","153",344.65635227560193,277.3635773468342,19/07/18 17:00:05
"227","4","153",344.7584551135015,277.6421351314325,19/07/18 17:00:05
"227","4","153",344.7584551135015,277.6421351314325,19/07/18 17:00:05
"227","4","153",345.09656114595714,277.83283403749124,19/07/18 17:00:06
"227","4","153",345.26507362597863,277.84604857116943,19/07/18 17:00:06
"227","4","153",345.425150887213,277.85860162575284,19/07/18 17:00:06
"227","4","153",345.425150887213,277.85860162575284,19/07/18 17:00:06
"227","4","153",345.8333402751631,277.89061131674697,19/07/18 17:00:06
"227","4","153",346.01606526107037,277.90494037700296,19/07/18 17:00:06
"227","4","153",346.01606526107037,277.90494037700296,19/07/18 17:00:06
"227","4","153",346.4184735551204,277.93649672198956,19/07/18 17:00:06
"227","4","153",346.6024164882858,277.9509212921156,19/07/18 17:00:06
"227","4","153",346.8831877355149,277.9729390150872,19/07/18 17:00:06
"227","4","153",347.12403767224095,277.99182615982477,19/07/18 17:00:07
"227","4","153",347.12403767224095,277.99182615982477,19/07/18 17:00:07
"227","4","153",347.6581498290237,278.03371055368586,19/07/18 17:00:07
"227","4","153",347.85458713234857,278.04911491637824,19/07/18 17:00:07
"227","4","153",347.85458713234857,278.04911491637824,19/07/18 17:00:07
"227","4","153",348.30371432296363,278.08433489762484,19/07/18 17:00:07
"227","4","153",348.5836044952094,278.10628352782044,19/07/18 17:00:07
"227","4","153",348.81976776924114,278.1248031504493,19/07/18 17:00:07
"227","4","153",349.100129716509,278.14678877664016,19/07/18 17:00:07
"227","4","153",349.29753637183217,278.16226915467945,19/07/18 17:00:07
"227","4","153",349.4792629772936,278.17651992321476,19/07/18 17:00:08
"227","4","153",349.63783191644956,278.18895469710526,19/07/18 17:00:08
"227","4","153",349.8366298297356,278.20454417581885,19/07/18 17:00:08
"227","4","153",349.8366298297356,278.20454417581885,19/07/18 17:00:08
"227","4","153",350.22865511349835,278.23528629838637,19/07/18 17:00:08
"227","4","153",350.4919828449622,278.25593612310786,19/07/18 17:00:08
"227","4","153",350.69621879222075,278.2719520455072,19/07/18 17:00:08
"227","4","153",350.69621879222075,278.2719520455072,19/07/18 17:00:08
"227","4","153",351.1288585558274,278.3058791037641,19/07/18 17:00:08
"227","4","153",351.1288585558274,278.3058791037641,19/07/18 17:00:09
"227","4","153",351.6525282789287,278.34694461529944,19/07/18 17:00:09
"227","4","153",351.6525282789287,278.34694461529944,19/07/18 17:00:09
"227","4","153",352.0379861215372,278.3771717275111,19/07/18 17:00:09
"227","4","153",352.0379861215372,278.3771717275111,19/07/18 17:00:09
"227","4","153",352.49030785702655,278.4126422208908,19/07/18 17:00:09
"227","4","153",352.49030785702655,278.4126422208908,19/07/18 17:00:09
"227","4","153",352.76452741916427,278.4341461690769,19/07/18 17:00:09
"227","4","153",352.92261830173277,278.4465434543797,19/07/18 17:00:09
"227","4","153",352.92261830173277,278.4465434543797,19/07/18 17:00:09
