"floorId","partitionId","axis","ordinat","timestamp"
"49","399","335.16189709055004","275.8468455915526",19/05/21 13:33:15
"49","399","335.1573605630305","275.65250707082123",19/05/21 13:33:15
"49","399","335.15339309738073","275.48254636803136",19/05/21 13:33:15
"49","399","335.1467039882999","275.1959942512006",19/05/21 13:33:15
"49","399","335.14076839211134","274.9417215772254",19/05/21 13:33:15
"49","399","335.1361045734995","274.7419300833813",19/05/21 13:33:15
"49","399","335.131668744925","274.5519053652055",19/05/21 13:33:15
"49","399","335.12774074287137","274.383635227914",19/05/21 13:33:15
"49","399","335.12774074287137","274.383635227914",19/05/21 13:33:15
"49","399","335.1216259433313","274.12168573194486",19/05/21 13:33:15
"49","399","335.1175447523546","273.94685319454163",19/05/21 13:33:16
"49","399","335.1126799116351","273.7384501935773",19/05/21 13:33:16
"49","399","335.1068507201929","273.48873575074174",19/05/21 13:33:16
"49","399","335.10199956786175","273.2809191412693",19/05/21 13:33:16
"49","399","335.09613519727253","273.02969767277136",19/05/21 13:33:16
"49","399","335.09613519727253","273.02969767277136",19/05/21 13:33:16
"49","399","335.0857153044142","272.58332397492194",19/05/21 13:33:16
"49","399","335.0787488839638","272.2848922252389",19/05/21 13:33:16
"49","399","335.07326640453016","272.05003044197235",19/05/21 13:33:16
"49","399","335.06687194603177","271.7761007457186",19/05/21 13:33:16
"49","399","335.06687194603177","271.7761007457186",19/05/21 13:33:17
"49","399","335.0566493671331","271.3381797030933",19/05/21 13:33:17
"49","399","335.0566493671331","271.15846371639196",19/05/21 13:33:17
"49","399","335.0472516981215","270.93559665114714",19/05/21 13:33:17
"49","399","335.04360227717433","270.77926054046554",19/05/21 13:33:17
"49","399","335.04360227717433","270.77926054046554",19/05/21 13:33:17
"49","399","335.03082494259354","270.23189732253036",19/05/21 13:33:17
"49","399","335.0244649913029","269.95944586699966",19/05/21 13:33:17
"49","399","335.0189184228829","269.7218386008137",19/05/21 13:33:17
"49","399","335.0189184228829","269.7218386008137",19/05/21 13:33:17
"49","399","335.00764622606505","269.23895338837707",19/05/21 13:33:18
"49","399","335.00764622606505","269.23895338837707",19/05/21 13:33:18
"49","399","334.99488586882194","268.69231745594396",19/05/21 13:33:18
"49","399","334.99488586882194","268.6792500000003",19/05/21 13:33:18
"49","343","334.5424219364021","268.5644228342271",19/05/21 13:33:18
"49","343","334.3270598980631","268.50973097070244",19/05/21 13:33:18
"49","343","334.03829129127826","268.43639727942474",19/05/21 13:33:18
"49","343","333.76600305789935","268.3672488305421",19/05/21 13:33:18
"49","343","333.6057665589658","268.3265562702425",19/05/21 13:33:18
"49","343","333.3361312156463","268.25808153109165",19/05/21 13:33:18
"49","343","333.0830044828014","268.19379920522783",19/05/21 13:33:19
"49","343","332.9178309497186","268.1518528696576",19/05/21 13:33:19
"49","343","332.6423886593503","268.08190343813317",19/05/21 13:33:19
"49","343","332.3884703026685","268.0174200769189",19/05/21 13:33:19
"49","343","332.15908705035946","267.9591674822328",19/05/21 13:33:19
"49","343","331.9805275584665","267.9138217405368",19/05/21 13:33:19
"49","343","331.7714012258983","267.86071345400467",19/05/21 13:33:19
"49","343","331.5281029490189","267.79892709528747",19/05/21 13:33:19
"49","343","331.24798545608576","267.72779038144256",19/05/21 13:33:19
"49","343","331.0467699745788","267.6766910802913",19/05/21 13:33:19
"49","343","330.7828603651481","267.60967040917785",19/05/21 13:33:20
"49","343","330.7828603651481","267.60967040917785",19/05/21 13:33:20
"49","343","330.4188238017047","267.517222184786",19/05/21 13:33:20
"49","343","330.12994627389367","267.44386083267284",19/05/21 13:33:20
"49","343","329.88982841892147","267.3828821520508",19/05/21 13:33:20
"49","343","329.74336521520087","267.3456873631685",19/05/21 13:33:20
"49","343","329.4805491146632","267.27894439206017",19/05/21 13:33:20
"49","343","329.2171342249657","267.212049356571",19/05/21 13:33:20
"49","343","328.9765143021128","267.15094317423967",19/05/21 13:33:20
"49","343","328.9765143021128","267.15094317423967",19/05/21 13:33:20
"49","343","328.80747155784087","267.0675504713957",19/05/21 13:33:21
"49","343","328.45806698386156","267.0192818554983",19/05/21 13:33:21
"49","343","328.45806698386156","267.0192818554983",19/05/21 13:33:21
"49","343","328.0034140611167","266.90382132311464",19/05/21 13:33:21
"49","343","327.75384121393614","266.8404415176357",19/05/21 13:33:21
"49","343","327.75384121393614","266.8404415176357",19/05/21 13:33:21
"49","343","327.2312617529165","266.70773082830846",19/05/21 13:33:21
"49","343","327.2312617529165","266.70773082830846",19/05/21 13:33:21
"49","343","326.7945816566117","266.5968345514379",19/05/21 13:33:21
"49","343","326.52854475300916","266.529273647313",19/05/21 13:33:21
"49","343","326.3578894260858","266.48593519304393",19/05/21 13:33:22
"49","343","326.3578894260858","266.48593519304393",19/05/21 13:33:22
"49","343","326.1181806304912","266.42506039433084",19/05/21 13:33:22
"49","343","325.71610095141244","266.32295100168284",19/05/21 13:33:22
"49","343","325.5589544037707","266.28304314418256",19/05/21 13:33:22
"49","343","325.39955740915866","266.2425637786323",19/05/21 13:33:22
"49","343","325.11487942297987","266.1702689132574",19/05/21 13:33:22
