objectId,floor,room,x,y,timestamp
"62","1","63",325.0510592514584,297.2110860791651,19/05/21 13:33:15
"62","1","63",324.9811528341633,297.07701993367283,19/05/21 13:33:15
"62","1","63",324.8992621822205,296.91997048839124,19/05/21 13:33:15
"62","1","63",324.8265930796509,296.78060608016,19/05/21 13:33:15
"62","1","63",324.72010067384315,296.57637552560914,19/05/21 13:33:15
"62","1","63",324.6062792878713,296.358089492906,19/05/21 13:33:15
"62","1","63",324.52969245088946,296.2112116750047,19/05/21 13:33:15
"62","1","63",324.44112492591074,296.04135735906164,19/05/21 13:33:15
"62","1","63",324.35340155422637,295.87312195569854,19/05/21 13:33:15
"62","1","63",324.2578880405097,295.68994666046984,19/05/21 13:33:15
"62","1","63",324.14139723458374,295.4665412287502,19/05/21 13:33:16
"62","1","63",324.07161397807477,295.33271128034124,19/05/21 13:33:16
"62","1","63",323.9941064583744,295.18406778214813,19/05/21 13:33:16
"62","1","63",323.9032231344453,295.0097722396192,19/05/21 13:33:16
"62","1","63",323.8065953050659,294.8244599158951,19/05/21 13:33:16
"62","1","63",323.7310200036206,294.67952201532404,19/05/21 13:33:16
"62","1","63",323.61112253615124,294.4495833066924,19/05/21 13:33:16
"62","1","63",323.5291224289344,294.2923239486836,19/05/21 13:33:16
"62","1","63",323.4229222460251,294.0886538176122,19/05/21 13:33:16
"62","1","63",323.30631259729176,293.86502046980536,19/05/21 13:33:16
"62","1","63",323.17534688428583,293.61385514030155,19/05/21 13:33:17
"62","1","63",323.04084491409236,293.3559079960667,19/05/21 13:33:17
"62","1","63",322.96208382412016,293.204860407649,19/05/21 13:33:17
"62","1","63",322.8537978461233,292.9971901501444,19/05/21 13:33:17
"62","1","63",322.8537978461233,292.9971901501444,19/05/21 13:33:17
"62","1","63",322.76006019686525,292.8174205980804,19/05/21 13:33:17
"62","1","63",322.68756249876776,292.6783849084103,19/05/21 13:33:17
"62","1","18",322.6886934346828,292.5605672079327,19/05/21 13:33:17
"62","1","18",322.8774982049963,292.52668794793306,19/05/21 13:33:17
"62","1","18",323.0489860343913,292.49591605192,19/05/21 13:33:17
"62","1","18",323.25415976589494,292.459099534079,19/05/21 13:33:18
"62","1","18",323.5005109068943,292.4148941130863,19/05/21 13:33:18
"62","1","18",323.71276388779023,292.37680728978444,19/05/21 13:33:18
"62","1","18",323.9284591007064,292.338102789962,19/05/21 13:33:18
"62","1","18",324.2212142952354,292.2855705931577,19/05/21 13:33:18
"62","1","18",324.40270879563803,292.2530030931022,19/05/21 13:33:18
"62","1","18",324.6844465340764,292.20244787632237,19/05/21 13:33:18
"62","1","18",324.8579897467981,292.17130716088803,19/05/21 13:33:18
"62","1","18",325.0193388479483,292.1423545653604,19/05/21 13:33:18
"62","1","18",325.2414149373842,292.1025050765937,19/05/21 13:33:18
"62","1","18",325.3994515643299,292.07414687375336,19/05/21 13:33:19
"62","1","18",325.6676186634539,292.0260267819808,19/05/21 13:33:19
"62","1","18",325.6676186634539,292.0260267819808,19/05/21 13:33:19
"62","1","18",325.8394125729842,291.99519996273426,19/05/21 13:33:19
"62","1","18",326.10260737534634,291.94797210336935,19/05/21 13:33:19
"62","1","18",326.337820422797,291.9057653096709,19/05/21 13:33:19
"62","1","18",326.63283297807806,291.8528280504749,19/05/21 13:33:19
"62","1","18",326.83689303420897,291.81621137132146,19/05/21 13:33:19
"62","1","18",327.0395193299468,291.77985196713547,19/05/21 13:33:19
"62","1","18",327.3343282792156,291.72695124314464,19/05/21 13:33:19
"62","1","18",327.50408710493724,291.69648960075966,19/05/21 13:33:20
"62","1","18",327.688491505797,291.66339994613156,19/05/21 13:33:20
"62","1","18",327.85824115918524,291.6329399496365,19/05/21 13:33:20
"62","1","18",327.85824115918524,291.6329399496365,19/05/21 13:33:20
"62","1","18",328.06628351933904,291.59560868306477,19/05/21 13:33:20
"62","1","18",328.30685299164406,291.55244072874524,19/05/21 13:33:20
"62","1","18",328.5562707499898,291.5076850317917,19/05/21 13:33:20
"62","1","18",328.8035905183675,291.463305799625,19/05/21 13:33:20
"62","1","18",329.0159377019288,291.425202072531,19/05/21 13:33:20
"62","1","18",329.29676615054854,291.37481001935197,19/05/21 13:33:20
"62","1","18",329.5823207321527,291.32356990556565,19/05/21 13:33:21
