OBJECTID,FLOORID,ROOMID,X,Y,TIMESTAMP
"1052","5","146",369.1999353682057,265.34012699203817,19/07/18 17:00:00
"1052","5","146",369.4338794802796,265.15340637233163,19/07/18 17:00:00
"1052","5","146",369.62864428442754,264.9979564035116,19/07/18 17:00:00
"1052","5","146",369.80640390668356,264.8560789844468,19/07/18 17:00:00
"1052","5","146",369.9474443601792,264.74350867589345,19/07/18 17:00:00
"1052","5","146",370.08951113143706,264.6301192200366,19/07/18 17:00:00
"1052","5","146",370.21426016067863,264.53055178129546,19/07/18 17:00:00
"1052","5","146",370.36097397408804,264.4134533259573,19/07/18 17:00:00
"1052","5","146",370.4925109852413,264.3084681138091,19/07/18 17:00:00
"1052","5","146",370.6278748280028,264.2004285466569,19/07/18 17:00:01
"1052","5","146",370.78839267106827,264.07231251558676,19/07/18 17:00:01
"1052","5","146",370.90605717312326,263.9783995354891,19/07/18 17:00:01
"1052","5","150",370.7683125468956,263.9138544659655,19/07/18 17:00:01
"1052","5","150",370.5016370710424,263.88864304276706,19/07/18 17:00:01
"1052","5","150",370.22475918378524,263.8624670865131,19/07/18 17:00:01
"1052","5","150",370.0136588300479,263.84250971946096,19/07/18 17:00:01
"1052","5","150",369.77404005938064,263.81985622943057,19/07/18 17:00:01
"1052","5","150",369.50311425708304,263.79424298158597,19/07/18 17:00:01
"1052","5","150",369.26538312583943,263.7717679484467,19/07/18 17:00:01
"1052","5","150",369.0904304484127,263.7552279723721,19/07/18 17:00:02
"1052","5","150",368.9150872903211,263.7386510803671,19/07/18 17:00:02
"1052","5","150",368.7632563911119,263.7242970305906,19/07/18 17:00:02
"1052","5","150",368.5841256666671,263.7073620631461,19/07/18 17:00:02
"1052","5","150",368.36281386813164,263.6864393090239,19/07/18 17:00:02
"1052","5","150",368.0935584690911,263.66098398062536,19/07/18 17:00:02
"1052","5","150",367.79517579788893,263.6327749682492,19/07/18 17:00:02
"1052","5","150",367.498701481162,263.6047463711592,19/07/18 17:00:02
"1052","5","150",367.2430083189622,263.5805732127518,19/07/18 17:00:02
"1052","5","150",367.02738296476764,263.5601880534509,19/07/18 17:00:02
"1052","5","150",366.77554849604843,263.5363796948213,19/07/18 17:00:03
"1052","5","150",366.51761829673734,263.51199504756534,19/07/18 17:00:03
"1052","5","150",366.35737764441507,263.49684594213534,19/07/18 17:00:03
"1052","5","150",366.17594058200507,263.4796929341594,19/07/18 17:00:03
"1052","5","150",365.8808667984498,263.4517967430748,19/07/18 17:00:03
"1052","5","150",365.63820740183024,263.42885579313673,19/07/18 17:00:03
"1052","5","150",365.3995493625286,263.4062931303748,19/07/18 17:00:03
"1052","5","150",365.1499244325328,263.382693660904,19/07/18 17:00:03
"1052","5","150",364.96514841747563,263.3652249893,19/07/18 17:00:03
"1052","5","150",364.76235381915416,263.34605284598877,19/07/18 17:00:03
"1052","5","150",364.58855000907687,263.3296214835047,19/07/18 17:00:04
"1052","5","150",364.4113975192243,263.3128735377926,19/07/18 17:00:04
"1052","5","150",364.1523960605995,263.2883876139876,19/07/18 17:00:04
"1052","5","150",363.93135230161516,263.26749020024795,19/07/18 17:00:04
"1052","5","150",363.7661930438054,263.25187609126226,19/07/18 17:00:04
"1052","5","150",363.5103515431769,263.22768890898226,19/07/18 17:00:04
"1052","5","150",363.32919166769204,263.2105621061789,19/07/18 17:00:04
"1052","5","150",363.15343628946226,263.19394624299997,19/07/18 17:00:04
"1052","5","150",362.86881099865155,263.1670378494304,19/07/18 17:00:04
"1052","5","150",362.6321875297378,263.14466753437097,19/07/18 17:00:05
"1052","5","150",362.4201032279322,263.1246171451499,19/07/18 17:00:05
"1052","5","150",362.2308428832305,263.1067245263041,19/07/18 17:00:05
"1052","5","150",362.0666192505647,263.09119887105186,19/07/18 17:00:05
"1052","5","150",361.81053652402704,263.0669888833434,19/07/18 17:00:05
"1052","5","150",361.5840007416791,263.04557225528606,19/07/18 17:00:05
"1052","5","150",361.4194990965264,263.03002031681285,19/07/18 17:00:05
"1052","5","150",361.2412098546577,263.01316490289037,19/07/18 17:00:05
"1052","5","150",360.99403467333144,262.989797031958,19/07/18 17:00:05
"1052","5","150",360.7410167156575,262.96587678662115,19/07/18 17:00:05
"1052","5","150",360.50034790054013,262.94312402568886,19/07/18 17:00:06
"1052","5","150",360.2653342799184,262.9209059052264,19/07/18 17:00:06
"1052","5","150",360.0778860664824,262.9031846047521,19/07/18 17:00:06
"1052","5","150",359.8850064286398,262.88494981896815,19/07/18 17:00:06
"1052","5","150",359.7127811155876,262.8686676871412,19/07/18 17:00:06
"1052","5","150",359.5319014215989,262.8515673726164,19/07/18 17:00:06
"1052","5","150",359.240685338514,262.8240358874307,19/07/18 17:00:06
"1052","5","150",359.05572953105917,262.8065502183048,19/07/18 17:00:06
"1052","5","150",358.79826080818265,262.78220919889895,19/07/18 17:00:06
"1052","5","150",358.57439894266605,262.7610453621739,19/07/18 17:00:06
"1052","5","150",358.30474518072975,262.7355523726612,19/07/18 17:00:07
"1052","5","150",358.0453674711071,262.7110308781945,19/07/18 17:00:07
"1052","5","150",357.7823695388613,262.6861671289166,19/07/18 17:00:07
"1052","5","150",357.5992757480833,262.6688574943147,19/07/18 17:00:07
"1052","5","150",357.38836203185383,262.6489177719191,19/07/18 17:00:07
"1052","5","150",357.19707689921194,262.6308337302007,19/07/18 17:00:07
"1052","5","150",356.99185941409434,262.6114325278649,19/07/18 17:00:07
"1052","5","150",356.7363415730331,262.5872759442678,19/07/18 17:00:07
"1052","5","150",356.4770288024279,262.5627605891172,19/07/18 17:00:07
"1052","5","150",356.3033828788078,262.5463441531736,19/07/18 17:00:07
"1052","5","150",356.0906294918771,262.52623050883625,19/07/18 17:00:08
"1052","5","150",355.8364976749965,262.50220495956864,19/07/18 17:00:08
"1052","5","150",355.6106135876771,262.48084994257283,19/07/18 17:00:08
"1052","5","150",355.3671834411218,262.45783612615634,19/07/18 17:00:08
"1052","5","150",355.15116346495677,262.43741365940724,19/07/18 17:00:08
"1052","5","150",355.15116346495677,262.43741365940724,19/07/18 17:00:08
"1052","5","150",354.8938979012159,262.413091846608,19/07/18 17:00:08
"1052","5","150",354.735671697995,262.39813318661976,19/07/18 17:00:08
"1052","5","150",354.45494384316646,262.371593255533,19/07/18 17:00:08
"1052","5","150",354.1796057388882,262.3455628699214,19/07/18 17:00:08
"1052","5","150",354.00334658955774,262.32889938036675,19/07/18 17:00:09
