"floorId","partitionId","axis","ordinat","timestamp"
"50","370","350.9910580054536","258.6536946823299",19/05/21 13:33:15
"50","370","351.0588531954713","258.8194032831157",19/05/21 13:33:15
"50","370","351.12855611046723","258.98977484652113",19/05/21 13:33:15
"50","370","351.21942165467027","259.2118732311649",19/05/21 13:33:15
"50","370","351.2944918475918","259.3953637800743",19/05/21 13:33:15
"50","370","351.40477720408853","259.66492910037925",19/05/21 13:33:15
"50","370","351.5016476425363","259.9017049661673",19/05/21 13:33:15
"50","370","351.58281451546986","260.10009734386387",19/05/21 13:33:15
"50","370","351.6762351030566","260.3284409011216",19/05/21 13:33:15
"50","359","351.7851847430562","260.58845192770605",19/05/21 13:33:15
"50","359","351.7851847430562","260.58845192770605",19/05/21 13:33:16
"50","359","351.96766136795475","260.59140555216914",19/05/21 13:33:16
"50","359","352.2466177430179","260.59592082843517",19/05/21 13:33:16
"50","359","352.4868248039892","260.59980889602673",19/05/21 13:33:16
"50","359","352.71399137580084","260.60348588612925",19/05/21 13:33:16
"50","359","352.88691329558594","260.6062848551082",19/05/21 13:33:16
"50","359","353.0864151923446","260.60951405601554",19/05/21 13:33:16
"50","359","353.25590998178933","260.612257552377",19/05/21 13:33:16
"50","359","353.50143893573374","260.61623176181433",19/05/21 13:33:16
"50","359","353.7974177098229","260.6210225680241",19/05/21 13:33:16
"50","359","353.9662999723487","260.6237561498308",19/05/21 13:33:17
"50","359","354.1592754669994","260.62687971232594",19/05/21 13:33:17
"50","359","354.3838314254334","260.6305144462132",19/05/21 13:33:17
"50","359","354.5908646730644","260.6338655519519",19/05/21 13:33:17
"50","359","354.8647356191305","260.63829851385304",19/05/21 13:33:17
"50","359","355.0693816506807","260.6416109793559",19/05/21 13:33:17
"50","359","355.24155188978665","260.64439778139325",19/05/21 13:33:17
"50","359","355.43941125705146","260.64760039579784",19/05/21 13:33:17
"50","359","355.6036067738365","260.65025811645313",19/05/21 13:33:17
"50","359","355.8113393445492","260.6536205416568",19/05/21 13:33:17
"50","359","356.0441379197523","260.65738869315055",19/05/21 13:33:18
"50","359","356.3155124785596","260.6617812477366",19/05/21 13:33:18
"50","359","356.5294856180739","260.665244684764",19/05/21 13:33:18
"50","359","356.7011484725612","260.6680232741131",19/05/21 13:33:18
"50","359","356.8588627428529","260.6705760872593",19/05/21 13:33:18
"50","359","357.08367378991653","260.67421495009194",19/05/21 13:33:18
"50","359","357.29171335076313","260.6775823443351",19/05/21 13:33:18
"50","359","357.5894881537013","260.68240222163683",19/05/21 13:33:18
"50","359","357.8444369572283","260.6865289037439",19/05/21 13:33:18
"50","359","358.0281650424374","260.68950278474006",19/05/21 13:33:18
"50","359","358.26377500624983","260.69331644226054",19/05/21 13:33:19
"50","359","358.47570647064265","260.69674683208757",19/05/21 13:33:19
"50","359","358.7310004693924","260.70087910163386",19/05/21 13:33:19
"50","359","358.97884626980357","260.7048908122821",19/05/21 13:33:19
"50","359","359.1439375417594","260.7075630319144",19/05/21 13:33:19
"50","359","359.4110736900688","260.7118869822453",19/05/21 13:33:19
"50","359","359.5694570404026","260.714450625333",19/05/21 13:33:19
"50","359","359.8300130467083","260.7186680674007",19/05/21 13:33:19
"50","359","360.0746183521258","260.72262732637034",19/05/21 13:33:19
"50","359","360.24768762607493","260.7254286804705",19/05/21 13:33:19
"50","359","360.4468509800352","260.72865240161684",19/05/21 13:33:20
"50","359","360.6099492876841","260.7312923624974",19/05/21 13:33:20
"50","359","360.8690198161485","260.73548576015014",19/05/21 13:33:20
"50","359","361.0515584113312","260.73844038768385",19/05/21 13:33:20
"50","359","361.26533701800713","260.7419006759411",19/05/21 13:33:20
"50","359","361.43554024262517","260.7446556392588",19/05/21 13:33:20
"50","359","361.72136203984303","260.74928204142293",19/05/21 13:33:20
