deviceId,x,y,rssi,timestamp
"12","367.64576924847364","250.25166439888784","-64","19/10/02 13:40:33"
"11","364.68923587334785","253.9193781242816","-58","19/10/02 13:40:33"
"17","366.49506694893125","276.28779609305093","-69","19/10/02 13:40:33"

"12","367.64576924847364","250.25166439888784","-61","19/10/02 13:40:34"
"11","364.68923587334785","253.9193781242816","-57","19/10/02 13:40:34"
"17","366.49506694893125","276.28779609305093","-67","19/10/02 13:40:34"

"12","367.64576924847364","250.25166439888784","-62","19/10/02 13:40:35"
"7","380.190328325519","247.37470190230113","-71","19/10/02 13:40:35"
"11","364.68923587334785","253.9193781242816","-58","19/10/02 13:40:35"
"17","366.49506694893125","276.28779609305093","-67","19/10/02 13:40:35"

"12","367.64576924847364","250.25166439888784","-63","19/10/02 13:40:36"
"7","380.190328325519","247.37470190230113","-67","19/10/02 13:40:36"
"11","364.68923587334785","253.9193781242816","-58","19/10/02 13:40:36"
"17","366.49506694893125","276.28779609305093","-69","19/10/02 13:40:36"

"3","382.3672565760441","276.46025846686445","-69","19/10/02 13:40:37"
"12","367.64576924847364","250.25166439888784","-61","19/10/02 13:40:37"
"7","380.190328325519","247.37470190230113","-69","19/10/02 13:40:37"
"11","364.68923587334785","253.9193781242816","-59","19/10/02 13:40:37"
"17","366.49506694893125","276.28779609305093","-68","19/10/02 13:40:37"

"3","382.3672565760441","276.46025846686445","-68","19/10/02 13:40:38"
"12","367.64576924847364","250.25166439888784","-63","19/10/02 13:40:38"
"7","380.190328325519","247.37470190230113","-65","19/10/02 13:40:38"
"11","364.68923587334785","253.9193781242816","-63","19/10/02 13:40:38"
"17","366.49506694893125","276.28779609305093","-68","19/10/02 13:40:38"

"3","382.3672565760441","276.46025846686445","-69","19/10/02 13:40:39"
"12","367.64576924847364","250.25166439888784","-66","19/10/02 13:40:39"
"7","380.190328325519","247.37470190230113","-65","19/10/02 13:40:39"
"11","364.68923587334785","253.9193781242816","-65","19/10/02 13:40:39"
"17","366.49506694893125","276.28779609305093","-72","19/10/02 13:40:39"

"3","382.3672565760441","276.46025846686445","-68","19/10/02 13:40:40"
"12","367.64576924847364","250.25166439888784","-67","19/10/02 13:40:40"
"7","380.190328325519","247.37470190230113","-66","19/10/02 13:40:40"
"11","364.68923587334785","253.9193781242816","-65","19/10/02 13:40:40"
"17","366.49506694893125","276.28779609305093","-71","19/10/02 13:40:40"

"3","382.3672565760441","276.46025846686445","-66","19/10/02 13:40:41"
"12","367.64576924847364","250.25166439888784","-69","19/10/02 13:40:41"
"7","380.190328325519","247.37470190230113","-66","19/10/02 13:40:41"
"11","364.68923587334785","253.9193781242816","-70","19/10/02 13:40:41"
"18","380.0517003290478","281.0516321750702","-69","19/10/02 13:40:41"
"17","366.49506694893125","276.28779609305093","-69","19/10/02 13:40:41"

"3","382.3672565760441","276.46025846686445","-66","19/10/02 13:40:42"
"12","367.64576924847364","250.25166439888784","-69","19/10/02 13:40:42"
"7","380.190328325519","247.37470190230113","-70","19/10/02 13:40:42"
"11","364.68923587334785","253.9193781242816","-68","19/10/02 13:40:42"
"18","380.0517003290478","281.0516321750702","-68","19/10/02 13:40:42"
"17","366.49506694893125","276.28779609305093","-72","19/10/02 13:40:42"

"18","380.0517003290478","281.0516321750702","-68","19/10/02 13:40:43"
"17","366.49506694893125","276.28779609305093","-71","19/10/02 13:40:43"
"3","382.3672565760441","276.46025846686445","-63","19/10/02 13:40:43"
"7","380.190328325519","247.37470190230113","-70","19/10/02 13:40:43"

"18","380.0517003290478","281.0516321750702","-70","19/10/02 13:40:44"
