deviceId,x,y,rssi,timestamp
"12","367.64576924847364","250.25166439888784","-61","19/10/02 13:43:02"
"11","364.68923587334785","253.9193781242816","-54","19/10/02 13:43:02"
"13","354.002268342766","242.17198496729267","-69","19/10/02 13:43:02"
"17","366.49506694893125","276.28779609305093","-68","19/10/02 13:43:02"

"12","367.64576924847364","250.25166439888784","-61","19/10/02 13:43:03"
"11","364.68923587334785","253.9193781242816","-57","19/10/02 13:43:03"
"17","366.49506694893125","276.28779609305093","-68","19/10/02 13:43:03"

"12","367.64576924847364","250.25166439888784","-63","19/10/02 13:43:04"
"7","380.190328325519","247.37470190230113","-72","19/10/02 13:43:04"
"11","364.68923587334785","253.9193781242816","-58","19/10/02 13:43:04"
"17","366.49506694893125","276.28779609305093","-69","19/10/02 13:43:04"

"12","367.64576924847364","250.25166439888784","-62","19/10/02 13:43:05"
"7","380.190328325519","247.37470190230113","-69","19/10/02 13:43:05"
"11","364.68923587334785","253.9193781242816","-57","19/10/02 13:43:05"
"17","366.49506694893125","276.28779609305093","-70","19/10/02 13:43:05"

"3","382.3672565760441","276.46025846686445","-69","19/10/02 13:43:06"
"12","367.64576924847364","250.25166439888784","-62","19/10/02 13:43:06"
"7","380.190328325519","247.37470190230113","-68","19/10/02 13:43:06"
"11","364.68923587334785","253.9193781242816","-59","19/10/02 13:43:06"
"17","366.49506694893125","276.28779609305093","-69","19/10/02 13:43:06"

"3","382.3672565760441","276.46025846686445","-70","19/10/02 13:43:07"
"12","367.64576924847364","250.25166439888784","-62","19/10/02 13:43:07"
"7","380.190328325519","247.37470190230113","-66","19/10/02 13:43:07"
"11","364.68923587334785","253.9193781242816","-64","19/10/02 13:43:07"
"17","366.49506694893125","276.28779609305093","-67","19/10/02 13:43:07"

"3","382.3672565760441","276.46025846686445","-69","19/10/02 13:43:08"
"12","367.64576924847364","250.25166439888784","-65","19/10/02 13:43:08"
"7","380.190328325519","247.37470190230113","-67","19/10/02 13:43:08"
"11","364.68923587334785","253.9193781242816","-63","19/10/02 13:43:08"
"17","366.49506694893125","276.28779609305093","-67","19/10/02 13:43:08"

"3","382.3672565760441","276.46025846686445","-67","19/10/02 13:43:09"
"12","367.64576924847364","250.25166439888784","-66","19/10/02 13:43:09"
"7","380.190328325519","247.37470190230113","-65","19/10/02 13:43:09"
"11","364.68923587334785","253.9193781242816","-66","19/10/02 13:43:09"
"17","366.49506694893125","276.28779609305093","-70","19/10/02 13:43:09"

"3","382.3672565760441","276.46025846686445","-68","19/10/02 13:43:10"
"12","367.64576924847364","250.25166439888784","-68","19/10/02 13:43:10"
"7","380.190328325519","247.37470190230113","-64","19/10/02 13:43:10"
"11","364.68923587334785","253.9193781242816","-68","19/10/02 13:43:10"
"17","366.49506694893125","276.28779609305093","-72","19/10/02 13:43:10"

"3","382.3672565760441","276.46025846686445","-65","19/10/02 13:43:11"
"12","367.64576924847364","250.25166439888784","-68","19/10/02 13:43:11"
"7","380.190328325519","247.37470190230113","-66","19/10/02 13:43:11"
"11","364.68923587334785","253.9193781242816","-69","19/10/02 13:43:11"
"18","380.0517003290478","281.0516321750702","-69","19/10/02 13:43:11"
"17","366.49506694893125","276.28779609305093","-69","19/10/02 13:43:11"

