"floor","room","axis","ordinat","timestamp"
"Level 1","158",368.8693091563374,250.88934381282843,19/05/21 13:33:15
"Level 1","158",368.6948525982617,251.09767185237865,19/05/21 13:33:15
"Level 1","158",368.5171637131495,251.30985978898372,19/05/21 13:33:15
"Level 1","158",368.37832708957535,251.47565213251048,19/05/21 13:33:15
"Level 1","158",368.23141946017137,251.65108250191756,19/05/21 13:33:15
"Level 1","158",368.13401748986666,251.76739547831545,19/05/21 13:33:15
"Level 1","158",367.9662337342228,251.96775516250972,19/05/21 13:33:15
"Level 1","158",367.86370573758666,252.09018940501585,19/05/21 13:33:15
"Level 1","158",367.7407642250764,252.23700053417664,19/05/21 13:33:15
"Level 1","158",367.5528487313001,252.461400618939,19/05/21 13:33:15
"Level 1","158",367.3800663694477,252.6677294099607,19/05/21 13:33:16
"Level 1","158",367.27352783189264,252.79495285693352,19/05/21 13:33:16
"Level 1","158",367.1474242247311,252.94554001484815,19/05/21 13:33:16
"Level 1","158",366.9691750214035,253.15839705782912,19/05/21 13:33:16
"Level 1","158",366.8348423514685,253.3188109859943,19/05/21 13:33:16
"Level 1","158",366.6946059418591,253.4862748899584,19/05/21 13:33:16
"Level 1","158",366.548354330975,253.66092187206462,19/05/21 13:33:16
"Level 1","158",366.4362213241493,253.79482597827044,19/05/21 13:33:16
"Level 1","158",366.25421009971296,254.01217545473156,19/05/21 13:33:16
"Level 1","158",366.1441150745834,254.14364589644194,19/05/21 13:33:16
"Level 1","158",366.0151247857567,254.29768019752348,19/05/21 13:33:17
"Level 1","158",365.83950318113756,254.50739948235025,19/05/21 13:33:17
"Level 1","158",365.742161996509,254.6236398712748,19/05/21 13:33:17
"Level 1","158",365.5629206155463,254.83768172739144,19/05/21 13:33:17
"Level 1","158",365.4399414037236,254.98453787534632,19/05/21 13:33:17
"Level 1","158",365.30260860274467,255.1485344227359,19/05/21 13:33:17
"Level 1","158",365.2054365554284,255.26457283562092,19/05/21 13:33:17
"Level 1","158",365.09744478265884,255.39353166959538,19/05/21 13:33:17
"Level 1","158",364.9679411483198,255.54817898440007,19/05/21 13:33:17
"Level 1","158",364.7959425397911,255.7535718530626,19/05/21 13:33:17
"Level 1","158",364.68595046694924,255.88491935386142,19/05/21 13:33:18
"Level 1","158",364.5540612709616,256.0424153972377,19/05/21 13:33:18
"Level 1","158",364.3846367355586,256.24473442554785,19/05/21 13:33:18
"Level 1","121",364.27655698040417,256.488540323782,19/05/21 13:33:18
"Level 1","121",364.1949946334642,256.7431565589448,19/05/21 13:33:18
"Level 1","121",364.1334162263322,256.93538818026894,19/05/21 13:33:18
"Level 1","121",364.06762847438637,257.1407602710524,19/05/21 13:33:18
"Level 1","121",363.98304394282604,257.4048109732073,19/05/21 13:33:18
"Level 1","121",363.89685502725956,257.6738701410419,19/05/21 13:33:18
"Level 1","121",363.83836519265685,257.85646004975064,19/05/21 13:33:18
"Level 1","121",363.77449268929206,258.05585323726086,19/05/21 13:33:19
"Level 1","121",363.68673449129363,258.3298112928753,19/05/21 13:33:19
"Level 1","121",363.63345325356613,258.49614132951564,19/05/21 13:33:19
"Level 1","121",363.5849737930454,258.64748147829295,19/05/21 13:33:19
"Level 1","121",363.52255423586166,258.8423389492574,19/05/21 13:33:19
"Level 1","121",363.44219783922324,259.0931905241683,19/05/21 13:33:19
"Level 1","121",363.3962514359642,259.23662313316,19/05/21 13:33:19
"Level 1","121",363.33453827553114,259.4292754189142,19/05/21 13:33:19
"Level 1","121",363.2805187317003,259.597910253387,19/05/21 13:33:19
"Level 1","121",363.22664719157274,259.76608305915227,19/05/21 13:33:19
"Level 1","121",363.16552868789665,259.95687898262224,19/05/21 13:33:20
"Level 1","121",363.11158730803527,260.1252698097021,19/05/21 13:33:20
"Level 1","121",363.04468986571067,260.334106062529,19/05/21 13:33:20
"Level 1","121",362.9673711197531,260.5887027153993,19/05/21 13:33:20
"Level 1","121",363.2416212964196,260.6080766896802,19/05/21 13:33:20
"Level 1","121",363.44917212741774,260.62273879313125,19/05/21 13:33:20
"Level 1","121",363.62825906199294,260.63539010919123,19/05/21 13:33:20
"Level 1","121",363.82941199401097,260.6496002430873,19/05/21 13:33:20
"Level 1","121",364.08771647083984,260.66784775837266,19/05/21 13:33:20
"Level 1","121",364.2829898249414,260.68164253869367,19/05/21 13:33:20
"Level 1","121",364.54968279999935,260.7004826463008,19/05/21 13:33:21
"Level 1","121",364.7109888156577,260.7118778571871,19/05/21 13:33:21
"Level 1","121",364.950121551379,260.72877101484306,19/05/21 13:33:21
"Level 1","121",365.1631636480287,260.74382104015723,19/05/21 13:33:21
"Level 1","121",365.3441070361809,260.7566035024731,19/05/21 13:33:21
"Level 1","121",365.5491621026328,260.7710892965459,19/05/21 13:33:21
"Level 1","121",365.79812143822375,260.78867663896204,19/05/21 13:33:21
"Level 1","121",366.02445857489454,260.80466587155973,19/05/21 13:33:21
"Level 1","121",366.3222145511728,260.8257003762464,19/05/21 13:33:21
"Level 1","121",366.47516429979106,260.8365052717328,19/05/21 13:33:21
"Level 1","121",366.74487912781706,260.8555588534109,19/05/21 13:33:22
