"floor","room","axis","ordinat","timestamp"
"Level 1","119",346.80543838715994,266.8359622696864,19/05/21 13:33:15
"Level 1","119",346.7379957040008,266.60674719399793,19/05/21 13:33:15
"Level 1","119",346.66026451176583,266.34256492429995,19/05/21 13:33:15
"Level 1","119",346.60913252094286,266.1687844251028,19/05/21 13:33:15
"Level 1","119",346.56394113126385,266.01519403811733,19/05/21 13:33:15
"Level 1","119",346.51258893426655,265.8406651319388,19/05/21 13:33:15
"Level 1","119",346.51258893426655,265.8406651319388,19/05/21 13:33:15
"Level 1","119",346.43921404279166,265.59128846844857,19/05/21 13:33:15
"Level 1","119",346.386218120016,265.4111730892673,19/05/21 13:33:15
"Level 1","119",346.3224372174618,265.1944031785576,19/05/21 13:33:15
"Level 1","119",346.2661400451234,265.003067958573,19/05/21 13:33:16
"Level 1","119",346.2035194711002,264.7902416156396,19/05/21 13:33:16
"Level 1","119",346.1360654235834,264.56098791630825,19/05/21 13:33:16
"Level 1","119",346.0793141126783,264.3681092315465,19/05/21 13:33:16
"Level 1","119",346.0201482545117,264.16702430991273,19/05/21 13:33:16
"Level 1","119",345.9762483843078,264.0178233647522,19/05/21 13:33:16
"Level 1","121",345.8678968303471,263.88033663169136,19/05/21 13:33:16
"Level 1","121",345.6684008285031,263.8383158001199,19/05/21 13:33:16
"Level 1","121",345.4920025321089,263.8011601527197,19/05/21 13:33:16
"Level 1","121",345.3273170928155,263.7664716424596,19/05/21 13:33:16
"Level 1","121",345.1168342748501,263.72213660335774,19/05/21 13:33:17
"Level 1","121",344.84296756737274,263.66445070147716,19/05/21 13:33:17
"Level 1","121",344.5714383592194,263.6072571586639,19/05/21 13:33:17
"Level 1","121",344.3609352543064,263.5629178464218,19/05/21 13:33:17
"Level 1","121",344.15603058121735,263.5197577596206,19/05/21 13:33:17
"Level 1","121",343.98507616224987,263.4837487831026,19/05/21 13:33:17
"Level 1","121",343.7219250094915,263.42831995161885,19/05/21 13:33:17
"Level 1","121",343.52799748238294,263.3874720354783,19/05/21 13:33:17
"Level 1","121",343.2474528399302,263.328379527058,19/05/21 13:33:17
"Level 1","121",343.0419869576442,263.28510122998233,19/05/21 13:33:17
"Level 1","121",342.7646265652068,263.2266794359239,19/05/21 13:33:18
"Level 1","121",342.7646265652068,263.2266794359239,19/05/21 13:33:18
"Level 1","121",342.6061395473135,263.1932965298827,19/05/21 13:33:18
"Level 1","121",342.41853925499026,263.1537813505628,19/05/21 13:33:18
"Level 1","121",342.12951731823296,263.0929032276296,19/05/21 13:33:18
"Level 1","121",341.89788223805175,263.0441127827066,19/05/21 13:33:18
"Level 1","121",341.7149750886636,263.0055861433423,19/05/21 13:33:18
"Level 1","121",341.5101633399998,262.96244562967337,19/05/21 13:33:18
"Level 1","121",341.3379811088108,262.92617803298214,19/05/21 13:33:18
"Level 1","121",341.10535957813846,262.8771798071033,19/05/21 13:33:18
"Level 1","121",340.90140391342743,262.83421961464006,19/05/21 13:33:19
"Level 1","121",340.7217243263489,262.7963728127209,19/05/21 13:33:19
"Level 1","121",340.5451580444476,262.75918178170076,19/05/21 13:33:19
"Level 1","121",340.5451580444476,262.75918178170076,19/05/21 13:33:19
"Level 1","121",340.30282251675766,262.7081374484875,19/05/21 13:33:19
"Level 1","121",340.06459249373734,262.6579578780697,19/05/21 13:33:19
"Level 1","121",339.85120455897766,262.6130109198197,19/05/21 13:33:19
"Level 1","121",339.85120455897766,262.6130109198197,19/05/21 13:33:19
"Level 1","121",339.5709518112064,262.5539798946228,19/05/21 13:33:19
"Level 1","121",339.3883594794563,262.5155195668579,19/05/21 13:33:19
"Level 1","121",339.184294864664,262.4725364256991,19/05/21 13:33:20
"Level 1","121",338.9229389286512,262.4174857296156,19/05/21 13:33:20
"Level 1","121",338.72629681988724,262.3760660276875,19/05/21 13:33:20
"Level 1","121",338.4434713015436,262.31649308707426,19/05/21 13:33:20
"Level 1","121",338.25266604787663,262.27630283086273,19/05/21 13:33:20
"Level 1","121",338.25266604787663,262.27630283086273,19/05/21 13:33:20
"Level 1","121",338.035016683267,262.2304582665238,19/05/21 13:33:20
"Level 1","121",337.8608546437795,262.1937736529987,19/05/21 13:33:20
"Level 1","121",337.69954194841534,262.1597955605077,19/05/21 13:33:20
"Level 1","121",337.48177106154947,262.11392539933365,19/05/21 13:33:20
"Level 1","121",337.31511347659165,262.0788214862583,19/05/21 13:33:21
"Level 1","121",337.1538961795653,262.044863487992,19/05/21 13:33:21
"Level 1","121",336.94518639212157,262.00090191109615,19/05/21 13:33:21
"Level 1","121",336.7262544768316,261.9547871967511,19/05/21 13:33:21
"Level 1","121",336.5324603881301,261.91396738740355,19/05/21 13:33:21
"Level 1","121",336.32138962981674,261.8695085075124,19/05/21 13:33:21
"Level 1","121",336.13569211201195,261.8303941190195,19/05/21 13:33:21
"Level 1","121",335.84496323816546,261.7691564554676,19/05/21 13:33:21
"Level 1","121",335.58767403635545,261.714962355764,19/05/21 13:33:21
"Level 1","121",335.3746649053437,261.6700951868248,19/05/21 13:33:21
"Level 1","121",335.1287682188063,261.6183007490744,19/05/21 13:33:22
"Level 1","121",334.9063027779579,261.5714417507288,19/05/21 13:33:22
"Level 1","121",334.74233987066725,261.5369054309653,19/05/21 13:33:22
"Level 1","121",334.54596957133896,261.49554298160575,19/05/21 13:33:22
"Level 1","121",334.2540779991142,261.43406041313216,19/05/21 13:33:22
"Level 1","121",334.03171488840536,261.387222969091,19/05/21 13:33:22
"Level 1","121",333.8208479980002,261.34280703090775,19/05/21 13:33:22
"Level 1","121",333.5388626769343,261.28341106521117,19/05/21 13:33:22
"Level 1","121",333.3474368115587,261.2430900864797,19/05/21 13:33:22
"Level 1","121",333.17468551072056,261.20670262382794,19/05/21 13:33:22
"Level 1","121",332.8973461233848,261.1482852541782,19/05/21 13:33:23
"Level 1","121",332.72161174887196,261.1112694519342,19/05/21 13:33:23
"Level 1","121",332.52106927107417,261.06902819594626,19/05/21 13:33:23
"Level 1","121",332.25103079554384,261.0121486535334,19/05/21 13:33:23
"Level 1","121",332.0984978145266,260.9800198757876,19/05/21 13:33:23
"Level 1","121",331.9025262424795,260.93874141233135,19/05/21 13:33:23
"Level 1","121",331.7331957742997,260.9030744966161,19/05/21 13:33:23
"Level 1","121",331.4799726942447,260.8497368642894,19/05/21 13:33:23
"Level 1","121",331.3298389507232,260.818113449828,19/05/21 13:33:23
"Level 1","121",331.12597701059417,260.775172999038,19/05/21 13:33:23
"Level 1","121",330.9620714992147,260.74064876885967,19/05/21 13:33:24
"Level 1","121",330.76883139173077,260.6999456473215,19/05/21 13:33:24
"Level 1","121",330.4908566493562,260.6413944496911,19/05/21 13:33:24
"Level 1","143",330.24154997247444,260.572276382703,19/05/21 13:33:24
"Level 1","143",330.2661817695076,260.39483802271724,19/05/21 13:33:24
"Level 1","143",330.2970018062345,260.17282187163613,19/05/21 13:33:24
"Level 1","143",330.333958406097,259.9066001882806,19/05/21 13:33:24
"Level 1","143",330.3608600466406,259.71281071475784,19/05/21 13:33:24
"Level 1","143",330.39179860070686,259.48994080857716,19/05/21 13:33:24
