"floor","room","axis","ordinat","timestamp"
"Level 1","119",347.358469191183,265.8042636138527,19/05/21 13:33:15
"Level 1","119",347.2569332050739,265.547605549188,19/05/21 13:33:15
"Level 1","119",347.1578464377945,265.2971385088966,19/05/21 13:33:15
"Level 1","119",347.0861464599224,265.1158985538586,19/05/21 13:33:15
"Level 1","119",347.0065519494463,264.91470315703856,19/05/21 13:33:15
"Level 1","119",346.9022374181805,264.6510216118343,19/05/21 13:33:15
"Level 1","119",346.8118533837983,264.42255294540314,19/05/21 13:33:15
"Level 1","119",346.7069605189538,264.15740951478557,19/05/21 13:33:15
"Level 1","121",346.6056597568818,263.8944083870346,19/05/21 13:33:15
"Level 1","121",346.81917505373406,263.7843671371807,19/05/21 13:33:15
"Level 1","121",346.9578498844766,263.71289707427115,19/05/21 13:33:16
"Level 1","121",347.10339005584456,263.6378887605935,19/05/21 13:33:16
"Level 1","121",347.35763420858956,263.5068567233177,19/05/21 13:33:16
"Level 1","121",347.6047469784892,263.3795000493206,19/05/21 13:33:16
"Level 1","121",347.816115827372,263.27056503316885,19/05/21 13:33:16
"Level 1","121",348.0392898932419,263.1555458588739,19/05/21 13:33:16
"Level 1","121",348.2810943248041,263.0309249897297,19/05/21 13:33:16
"Level 1","121",348.51415923610404,262.91080828373896,19/05/21 13:33:16
"Level 1","121",348.74015445205026,262.7943351486037,19/05/21 13:33:16
"Level 1","121",348.92483887716526,262.69915271779985,19/05/21 13:33:16
"Level 1","121",349.1258504546609,262.5955556193773,19/05/21 13:33:17
"Level 1","121",349.2804298231154,262.5158886954748,19/05/21 13:33:17
"Level 1","121",349.4476016305909,262.4297318959099,19/05/21 13:33:17
"Level 1","121",349.60330971209225,262.349483257272,19/05/21 13:33:17
"Level 1","121",349.80453108383017,262.24577803535215,19/05/21 13:33:17
"Level 1","121",350.06024539085377,262.11398831178093,19/05/21 13:33:17
"Level 1","121",350.2171104090599,262.0331434125337,19/05/21 13:33:17
"Level 1","121",350.4469528452535,261.9146875017813,19/05/21 13:33:17
"Level 1","121",350.6316841652054,261.81948090237444,19/05/21 13:33:17
"Level 1","121",350.893263355268,261.6846685426297,19/05/21 13:33:17
"Level 1","121",351.09166777768775,261.5824151165686,19/05/21 13:33:18
"Level 1","121",351.3173258807152,261.46611572227283,19/05/21 13:33:18
"Level 1","121",351.5675685563867,261.3371459613066,19/05/21 13:33:18
"Level 1","121",351.7365261907021,261.2500687845117,19/05/21 13:33:18
"Level 1","121",351.87514643110273,261.1786268563051,19/05/21 13:33:18
"Level 1","121",352.12221709629745,261.05129188217876,19/05/21 13:33:18
"Level 1","121",352.3249216821474,260.94682224320263,19/05/21 13:33:18
"Level 1","121",352.4892681621174,260.86212155743635,19/05/21 13:33:18
"Level 1","121",352.6499340675983,260.7793177616022,19/05/21 13:33:18
"Level 1","121",352.8169789348342,260.69322638434113,19/05/21 13:33:18
"Level 1","121",353.01838678882467,260.5894250534284,19/05/21 13:33:19
"Level 1","152",353.01647847424346,260.34139544088276,19/05/21 13:33:19
"Level 1","152",353.01370741275304,260.1648817377592,19/05/21 13:33:19
"Level 1","152",353.0109676069655,259.9903589900433,19/05/21 13:33:19
"Level 1","152",353.0062909483684,259.6924607549893,19/05/21 13:33:19
"Level 1","152",353.0032031356146,259.4957703294556,19/05/21 13:33:19
"Level 1","152",352.9985226645328,259.1976292431308,19/05/21 13:33:19
"Level 1","152",352.99455093342436,258.9446341478609,19/05/21 13:33:19
"Level 1","152",352.9902052971767,258.66782168838995,19/05/21 13:33:19
"Level 1","152",352.98617863172285,258.4113273330812,19/05/21 13:33:19
"Level 1","152",352.9815753421557,258.1181026280821,19/05/21 13:33:20
"Level 1","152",352.9776943287421,257.87088615458333,19/05/21 13:33:20
"Level 1","152",352.9740867823778,257.64108924457025,19/05/21 13:33:20
"Level 1","152",352.9701054128525,257.3874801922815,19/05/21 13:33:20
"Level 1","152",352.9660614585333,257.1298845544336,19/05/21 13:33:20
"Level 1","152",352.9632054202548,256.9479579192603,19/05/21 13:33:20
"Level 1","152",352.9594974688897,256.7117653162725,19/05/21 13:33:20
