"deviceId","deviceAxis","deviceOrdinat","rssiMeasure","timestamp"
"67","331.9485295114029","277.75632763989944","-66","19/05/02 00:00:00"
"68","330.2712709984821","275.8508418916842","-66","19/05/02 00:00:00"
"69","331.61155749804004","275.5379959938242","-64","19/05/02 00:00:00"
"12","342.6987254058662","271.1659184235119","-71","19/05/02 00:00:00"
"7","333.65329584251725","264.55166397074044","-61","19/05/02 00:00:00"
"14","328.91571116604246","282.3512739978768","-68","19/05/02 00:00:00"
"13","324.9831375757628","281.0344463377553","-67","19/05/02 00:00:00"
"25","323.7668399036151","271.7555613479198","-59","19/05/02 00:00:00"
"24","323.68768865368554","274.2729051370699","-62","19/05/02 00:00:00"
"35","320.88634101442295","270.90745671390084","-60","19/05/02 00:00:00"
"1","321.46778836536805","264.06626635821215","-49","19/05/02 00:00:00"
"45","337.3218444500137","263.5420866643492","-64","19/05/02 00:00:00"
"49","327.3579003754547","260.4596338131927","-49","19/05/02 00:00:00"
"10","320.37710926340407","277.9100506534182","-68","19/05/02 00:00:00"
"34","318.74598716245185","273.491381593769","-62","19/05/02 00:00:00"
"33","315.06454526351064","272.33546028525785","-66","19/05/02 00:00:00"
"46","312.802583079789","265.17401365198225","-63","19/05/02 00:00:00"
"47","312.72751589786975","260.6481005532555","-65","19/05/02 00:00:00"
"32","311.1261091307933","271.43708052893754","-67","19/05/02 00:00:00"
"123","342.9480067783072","269.07518911649","-71","19/05/02 00:00:00"
"126","342.45581106526896","265.36186884469794","-71","19/05/02 00:00:00"
"128","337.84262293513945","262.26233521137294","-64","19/05/02 00:00:00"
"177","338.9310067740497","257.8657852558205","-67","19/05/02 00:00:00"
"112","342.3990801366853","256.5931670757527","-69","19/05/02 00:00:00"
"96","332.34436028803606","276.125700530089","-68","19/05/02 00:00:00"
"97","331.2404150973862","275.0175816810515","-67","19/05/02 00:00:00"
"121","331.00912805842626","277.07023745405246","-67","19/05/02 00:00:00"
"98","330.67168810171654","272.73488954189975","-64","19/05/02 00:00:00"
"119","330.0517462113052","277.4467295569741","-68","19/05/02 00:00:00"
"176","338.3426248265632","252.04802156864994","-71","19/05/02 00:00:00"
"178","334.2414121655","251.14483465990878","-69","19/05/02 00:00:00"
"152","329.80528698154285","259.2329416763141","-59","19/05/02 00:00:00"
"131","329.80012897276913","263.6961381413646","-56","19/05/02 00:00:00"
"161","327.0045504185602","282.7216972668982","-71","19/05/02 00:00:00"
"141","325.0656625721377","268.37670849630007","-58","19/05/02 00:00:00"
"143","324.5114317269757","269.57792097323727","-60","19/05/02 00:00:00"
"191","324.4813463638421","277.11509522023584","-66","19/05/02 00:00:00"
"190","323.10259989814585","278.35216730311834","-69","19/05/02 00:00:00"
"142","321.2269033985139","272.35801176814033","-63","19/05/02 00:00:00"
"108","320.8171563751408","266.27033444941145","-56","19/05/02 00:00:00"
"115","316.14924503485736","264.5684748673509","-62","19/05/02 00:00:00"
"93","315.9129768450404","250.21407642959988","-70","19/05/02 00:00:00"
"92","315.58552084571755","259.1062347479137","-64","19/05/02 00:00:00"
"129","315.4526109571318","262.290287314016","-60","19/05/02 00:00:00"
"136","313.8733598144323","276.705491925742","-70","19/05/02 00:00:00"
"134","312.27853263978204","277.62756776534746","-69","19/05/02 00:00:00"
"135","311.2126516915658","270.6382381237304","-67","19/05/02 00:00:00"
"130","310.97943739489676","261.7396207425634","-67","19/05/02 00:00:00"
"133","310.72193356082056","272.3548242648883","-69","19/05/02 00:00:00"
"145","308.82045346535955","264.3346896902377","-69","19/05/02 00:00:00"

"67","331.9485295114029","277.75632763989944","-66","19/05/02 00:00:01"
"68","330.2712709984821","275.8508418916842","-66","19/05/02 00:00:01"
"69","331.61155749804004","275.5379959938242","-65","19/05/02 00:00:01"
"12","342.6987254058662","271.1659184235119","-70","19/05/02 00:00:01"
"7","333.65329584251725","264.55166397074044","-59","19/05/02 00:00:01"
"13","324.9831375757628","281.0344463377553","-69","19/05/02 00:00:01"
"25","323.7668399036151","271.7555613479198","-61","19/05/02 00:00:01"
"24","323.68768865368554","274.2729051370699","-65","19/05/02 00:00:01"
"35","320.88634101442295","270.90745671390084","-60","19/05/02 00:00:01"
"1","321.46778836536805","264.06626635821215","-51","19/05/02 00:00:01"
"45","337.3218444500137","263.5420866643492","-62","19/05/02 00:00:01"
"49","327.3579003754547","260.4596338131927","-42","19/05/02 00:00:01"
"10","320.37710926340407","277.9100506534182","-67","19/05/02 00:00:01"
"34","318.74598716245185","273.491381593769","-65","19/05/02 00:00:01"
"33","315.06454526351064","272.33546028525785","-68","19/05/02 00:00:01"
"46","312.802583079789","265.17401365198225","-67","19/05/02 00:00:01"
"47","312.72751589786975","260.6481005532555","-67","19/05/02 00:00:01"
"32","311.1261091307933","271.43708052893754","-70","19/05/02 00:00:01"
"123","342.9480067783072","269.07518911649","-71","19/05/02 00:00:01"
"126","342.45581106526896","265.36186884469794","-70","19/05/02 00:00:01"
"128","337.84262293513945","262.26233521137294","-63","19/05/02 00:00:01"
"177","338.9310067740497","257.8657852558205","-68","19/05/02 00:00:01"
"112","342.3990801366853","256.5931670757527","-71","19/05/02 00:00:01"
"96","332.34436028803606","276.125700530089","-66","19/05/02 00:00:01"
"97","331.2404150973862","275.0175816810515","-68","19/05/02 00:00:01"
"121","331.00912805842626","277.07023745405246","-70","19/05/02 00:00:01"
"98","330.67168810171654","272.73488954189975","-63","19/05/02 00:00:01"
"119","330.0517462113052","277.4467295569741","-67","19/05/02 00:00:01"
"176","338.3426248265632","252.04802156864994","-67","19/05/02 00:00:01"
"178","334.2414121655","251.14483465990878","-66","19/05/02 00:00:01"
"187","327.5753326031222","244.18316039277389","-71","19/05/02 00:00:01"
"152","329.80528698154285","259.2329416763141","-55","19/05/02 00:00:01"
"131","329.80012897276913","263.6961381413646","-57","19/05/02 00:00:01"
"141","325.0656625721377","268.37670849630007","-57","19/05/02 00:00:01"
"143","324.5114317269757","269.57792097323727","-61","19/05/02 00:00:01"
"191","324.4813463638421","277.11509522023584","-68","19/05/02 00:00:01"
"190","323.10259989814585","278.35216730311834","-67","19/05/02 00:00:01"
"142","321.2269033985139","272.35801176814033","-65","19/05/02 00:00:01"
"108","320.8171563751408","266.27033444941145","-61","19/05/02 00:00:01"
"115","316.14924503485736","264.5684748673509","-61","19/05/02 00:00:01"
"93","315.9129768450404","250.21407642959988","-67","19/05/02 00:00:01"
"92","315.58552084571755","259.1062347479137","-65","19/05/02 00:00:01"
"129","315.4526109571318","262.290287314016","-64","19/05/02 00:00:01"
"136","313.8733598144323","276.705491925742","-69","19/05/02 00:00:01"
"135","311.2126516915658","270.6382381237304","-68","19/05/02 00:00:01"
"130","310.97943739489676","261.7396207425634","-68","19/05/02 00:00:01"
"133","310.72193356082056","272.3548242648883","-69","19/05/02 00:00:01"
"145","308.82045346535955","264.3346896902377","-70","19/05/02 00:00:01"

"67","331.9485295114029","277.75632763989944","-68","19/05/02 00:00:02"
"68","330.2712709984821","275.8508418916842","-66","19/05/02 00:00:02"
"69","331.61155749804004","275.5379959938242","-69","19/05/02 00:00:02"
"12","342.6987254058662","271.1659184235119","-69","19/05/02 00:00:02"
"7","333.65329584251725","264.55166397074044","-55","19/05/02 00:00:02"
"25","323.7668399036151","271.7555613479198","-63","19/05/02 00:00:02"
"24","323.68768865368554","274.2729051370699","-67","19/05/02 00:00:02"
"35","320.88634101442295","270.90745671390084","-66","19/05/02 00:00:02"
"1","321.46778836536805","264.06626635821215","-56","19/05/02 00:00:02"
"45","337.3218444500137","263.5420866643492","-60","19/05/02 00:00:02"
"49","327.3579003754547","260.4596338131927","-20","19/05/02 00:00:02"
"52","347.0285550215707","259.53289348303315","-71","19/05/02 00:00:02"
"10","320.37710926340407","277.9100506534182","-72","19/05/02 00:00:02"
"34","318.74598716245185","273.491381593769","-69","19/05/02 00:00:02"
"33","315.06454526351064","272.33546028525785","-68","19/05/02 00:00:02"
"46","312.802583079789","265.17401365198225","-69","19/05/02 00:00:02"
"47","312.72751589786975","260.6481005532555","-68","19/05/02 00:00:02"
"32","311.1261091307933","271.43708052893754","-72","19/05/02 00:00:02"
"123","342.9480067783072","269.07518911649","-71","19/05/02 00:00:02"
"126","342.45581106526896","265.36186884469794","-69","19/05/02 00:00:02"
"128","337.84262293513945","262.26233521137294","-65","19/05/02 00:00:02"
"177","338.9310067740497","257.8657852558205","-63","19/05/02 00:00:02"
"112","342.3990801366853","256.5931670757527","-69","19/05/02 00:00:02"
"96","332.34436028803606","276.125700530089","-70","19/05/02 00:00:02"
"97","331.2404150973862","275.0175816810515","-66","19/05/02 00:00:02"
"121","331.00912805842626","277.07023745405246","-70","19/05/02 00:00:02"
"98","330.67168810171654","272.73488954189975","-64","19/05/02 00:00:02"
"119","330.0517462113052","277.4467295569741","-69","19/05/02 00:00:02"
"176","338.3426248265632","252.04802156864994","-67","19/05/02 00:00:02"
"178","334.2414121655","251.14483465990878","-65","19/05/02 00:00:02"
"172","338.0801202436581","244.68547117023815","-69","19/05/02 00:00:02"
"187","327.5753326031222","244.18316039277389","-70","19/05/02 00:00:02"
"175","334.9570718949766","243.9222935563395","-70","19/05/02 00:00:02"
"152","329.80528698154285","259.2329416763141","-54","19/05/02 00:00:02"
"131","329.80012897276913","263.6961381413646","-57","19/05/02 00:00:02"
"141","325.0656625721377","268.37670849630007","-59","19/05/02 00:00:02"
"143","324.5114317269757","269.57792097323727","-61","19/05/02 00:00:02"
"191","324.4813463638421","277.11509522023584","-68","19/05/02 00:00:02"
"174","334.5136132078712","243.91178922566684","-68","19/05/02 00:00:02"
"173","333.04019969024665","243.6831941229776","-68","19/05/02 00:00:02"
"188","327.0403380700125","242.07453449111262","-71","19/05/02 00:00:02"
"190","323.10259989814585","278.35216730311834","-72","19/05/02 00:00:02"
"142","321.2269033985139","272.35801176814033","-66","19/05/02 00:00:02"
"108","320.8171563751408","266.27033444941145","-62","19/05/02 00:00:02"
"115","316.14924503485736","264.5684748673509","-64","19/05/02 00:00:02"
"93","315.9129768450404","250.21407642959988","-68","19/05/02 00:00:02"
"92","315.58552084571755","259.1062347479137","-63","19/05/02 00:00:02"
"129","315.4526109571318","262.290287314016","-67","19/05/02 00:00:02"
"135","311.2126516915658","270.6382381237304","-72","19/05/02 00:00:02"
"130","310.97943739489676","261.7396207425634","-68","19/05/02 00:00:02"
"145","308.82045346535955","264.3346896902377","-71","19/05/02 00:00:02"

"67","331.9485295114029","277.75632763989944","-70","19/05/02 00:00:03"
"68","330.2712709984821","275.8508418916842","-69","19/05/02 00:00:03"
"69","331.61155749804004","275.5379959938242","-69","19/05/02 00:00:03"
"12","342.6987254058662","271.1659184235119","-69","19/05/02 00:00:03"
"7","333.65329584251725","264.55166397074044","-58","19/05/02 00:00:03"
"25","323.7668399036151","271.7555613479198","-65","19/05/02 00:00:03"
"24","323.68768865368554","274.2729051370699","-67","19/05/02 00:00:03"
"35","320.88634101442295","270.90745671390084","-67","19/05/02 00:00:03"
"1","321.46778836536805","264.06626635821215","-62","19/05/02 00:00:03"
"45","337.3218444500137","263.5420866643492","-62","19/05/02 00:00:03"
"49","327.3579003754547","260.4596338131927","-42","19/05/02 00:00:03"
"52","347.0285550215707","259.53289348303315","-68","19/05/02 00:00:03"
"65","333.63924420219223","241.48024241881174","-69","19/05/02 00:00:03"
"34","318.74598716245185","273.491381593769","-70","19/05/02 00:00:03"
"33","315.06454526351064","272.33546028525785","-70","19/05/02 00:00:03"
"46","312.802583079789","265.17401365198225","-68","19/05/02 00:00:03"
"47","312.72751589786975","260.6481005532555","-67","19/05/02 00:00:03"
"125","343.30463766706544","272.4527428080291","-70","19/05/02 00:00:03"
"123","342.9480067783072","269.07518911649","-70","19/05/02 00:00:03"
"126","342.45581106526896","265.36186884469794","-68","19/05/02 00:00:03"
"128","337.84262293513945","262.26233521137294","-63","19/05/02 00:00:03"
"111","347.76499766299014","259.58556565588515","-72","19/05/02 00:00:03"
"177","338.9310067740497","257.8657852558205","-61","19/05/02 00:00:03"
"112","342.3990801366853","256.5931670757527","-65","19/05/02 00:00:03"
"87","347.4234899918574","253.21735607015938","-68","19/05/02 00:00:03"
"96","332.34436028803606","276.125700530089","-69","19/05/02 00:00:03"
"97","331.2404150973862","275.0175816810515","-69","19/05/02 00:00:03"
"121","331.00912805842626","277.07023745405246","-71","19/05/02 00:00:03"
"98","330.67168810171654","272.73488954189975","-66","19/05/02 00:00:03"
"119","330.0517462113052","277.4467295569741","-72","19/05/02 00:00:03"
"176","338.3426248265632","252.04802156864994","-66","19/05/02 00:00:03"
"178","334.2414121655","251.14483465990878","-61","19/05/02 00:00:03"
"172","338.0801202436581","244.68547117023815","-69","19/05/02 00:00:03"
"187","327.5753326031222","244.18316039277389","-67","19/05/02 00:00:03"
"175","334.9570718949766","243.9222935563395","-68","19/05/02 00:00:03"
"152","329.80528698154285","259.2329416763141","-51","19/05/02 00:00:03"
"131","329.80012897276913","263.6961381413646","-55","19/05/02 00:00:03"
"141","325.0656625721377","268.37670849630007","-64","19/05/02 00:00:03"
"143","324.5114317269757","269.57792097323727","-63","19/05/02 00:00:03"
