deviceId,x,y,rssi,timestamp

"21","322.8453909582055","254.57280462164843","-71","19/06/02 21:10:26"

"21","322.8453909582055","254.57280462164843","-68","19/06/02 21:10:27"

"21","322.8453909582055","254.57280462164843","-68","19/06/02 21:10:28"

"11","319.1987037485906","250.49833077626835","-72","19/06/02 21:10:29"
"21","322.8453909582055","254.57280462164843","-66","19/06/02 21:10:29"

"11","319.1987037485906","250.49833077626835","-69","19/06/02 21:10:30"
"6","308.57415999825594","278.45093623275073","-70","19/06/02 21:10:30"
"21","322.8453909582055","254.57280462164843","-68","19/06/02 21:10:30"
"29","314.23090927099526","283.11754642507736","-70","19/06/02 21:10:30"

"11","319.1987037485906","250.49833077626835","-70","19/06/02 21:10:31"
"5","314.01622385518544","285.4108270354176","-70","19/06/02 21:10:31"
"6","308.57415999825594","278.45093623275073","-69","19/06/02 21:10:31"
"21","322.8453909582055","254.57280462164843","-66","19/06/02 21:10:31"
"27","319.34989791717015","287.37079445669013","-72","19/06/02 21:10:31"
"29","314.23090927099526","283.11754642507736","-68","19/06/02 21:10:31"

"11","319.1987037485906","250.49833077626835","-69","19/06/02 21:10:32"
"5","314.01622385518544","285.4108270354176","-70","19/06/02 21:10:32"
"6","308.57415999825594","278.45093623275073","-67","19/06/02 21:10:32"
"21","322.8453909582055","254.57280462164843","-65","19/06/02 21:10:32"
"27","319.34989791717015","287.37079445669013","-72","19/06/02 21:10:32"
"29","314.23090927099526","283.11754642507736","-70","19/06/02 21:10:32"
"28","304.3959564916233","276.88444126840096","-68","19/06/02 21:10:32"

"11","319.1987037485906","250.49833077626835","-69","19/06/02 21:10:33"
"5","314.01622385518544","285.4108270354176","-70","19/06/02 21:10:33"
"6","308.57415999825594","278.45093623275073","-67","19/06/02 21:10:33"
"10","304.6760378197866","253.24626313430744","-68","19/06/02 21:10:33"
"21","322.8453909582055","254.57280462164843","-66","19/06/02 21:10:33"
"29","314.23090927099526","283.11754642507736","-67","19/06/02 21:10:33"
"28","304.3959564916233","276.88444126840096","-67","19/06/02 21:10:33"

"11","319.1987037485906","250.49833077626835","-71","19/06/02 21:10:34"
"5","314.01622385518544","285.4108270354176","-70","19/06/02 21:10:34"
"6","308.57415999825594","278.45093623275073","-66","19/06/02 21:10:34"
"10","304.6760378197866","253.24626313430744","-69","19/06/02 21:10:34"
"21","322.8453909582055","254.57280462164843","-67","19/06/02 21:10:34"
"29","314.23090927099526","283.11754642507736","-69","19/06/02 21:10:34"
"28","304.3959564916233","276.88444126840096","-66","19/06/02 21:10:34"
"22","302.3442175136771","255.93663796093207","-68","19/06/02 21:10:34"
"23","301.5067804038277","257.6475745940854","-71","19/06/02 21:10:34"

"11","319.1987037485906","250.49833077626835","-69","19/06/02 21:10:35"
"5","314.01622385518544","285.4108270354176","-71","19/06/02 21:10:35"
"6","308.57415999825594","278.45093623275073","-63","19/06/02 21:10:35"
"10","304.6760378197866","253.24626313430744","-67","19/06/02 21:10:35"
"21","322.8453909582055","254.57280462164843","-67","19/06/02 21:10:35"
"29","314.23090927099526","283.11754642507736","-66","19/06/02 21:10:35"
"28","304.3959564916233","276.88444126840096","-65","19/06/02 21:10:35"
"22","302.3442175136771","255.93663796093207","-67","19/06/02 21:10:35"
"23","301.5067804038277","257.6475745940854","-70","19/06/02 21:10:35"

"11","319.1987037485906","250.49833077626835","-70","19/06/02 21:10:36"
"5","314.01622385518544","285.4108270354176","-68","19/06/02 21:10:36"
"6","308.57415999825594","278.45093623275073","-64","19/06/02 21:10:36"
"10","304.6760378197866","253.24626313430744","-69","19/06/02 21:10:36"
"21","322.8453909582055","254.57280462164843","-69","19/06/02 21:10:36"
"29","314.23090927099526","283.11754642507736","-69","19/06/02 21:10:36"
"28","304.3959564916233","276.88444126840096","-64","19/06/02 21:10:36"
