deviceId,x,y,rssi,timestamp
"27","319.34989791717015","287.37079445669013","-54","19/06/02 21:10:44"
"29","314.23090927099526","283.11754642507736","-64","19/06/02 21:10:44"
"4","326.5760178580358","297.88985100910315","-59","19/06/02 21:10:44"
"5","314.01622385518544","285.4108270354176","-65","19/06/02 21:10:44"

"27","319.34989791717015","287.37079445669013","-56","19/06/02 21:10:45"
"29","314.23090927099526","283.11754642507736","-67","19/06/02 21:10:45"
"4","326.5760178580358","297.88985100910315","-60","19/06/02 21:10:45"
"5","314.01622385518544","285.4108270354176","-67","19/06/02 21:10:45"

"27","319.34989791717015","287.37079445669013","-62","19/06/02 21:10:46"
"29","314.23090927099526","283.11754642507736","-68","19/06/02 21:10:46"
"4","326.5760178580358","297.88985100910315","-59","19/06/02 21:10:46"
"5","314.01622385518544","285.4108270354176","-69","19/06/02 21:10:46"

"27","319.34989791717015","287.37079445669013","-63","19/06/02 21:10:47"
"29","314.23090927099526","283.11754642507736","-70","19/06/02 21:10:47"
"4","326.5760178580358","297.88985100910315","-62","19/06/02 21:10:47"
"5","314.01622385518544","285.4108270354176","-70","19/06/02 21:10:47"

"25","351.18296001230607","292.42629985921855","-70","19/06/02 21:10:48"
"27","319.34989791717015","287.37079445669013","-64","19/06/02 21:10:48"
"29","314.23090927099526","283.11754642507736","-71","19/06/02 21:10:48"
"4","326.5760178580358","297.88985100910315","-63","19/06/02 21:10:48"
"5","314.01622385518544","285.4108270354176","-69","19/06/02 21:10:48"

"25","351.18296001230607","292.42629985921855","-67","19/06/02 21:10:49"
"27","319.34989791717015","287.37079445669013","-67","19/06/02 21:10:49"
"4","326.5760178580358","297.88985100910315","-65","19/06/02 21:10:49"

"25","351.18296001230607","292.42629985921855","-68","19/06/02 21:10:50"
"27","319.34989791717015","287.37079445669013","-67","19/06/02 21:10:50"
"4","326.5760178580358","297.88985100910315","-65","19/06/02 21:10:50"

"25","351.18296001230607","292.42629985921855","-64","19/06/02 21:10:51"
"27","319.34989791717015","287.37079445669013","-71","19/06/02 21:10:51"
"9","357.64783801488164","287.95825795541975","-70","19/06/02 21:10:51"
"3","355.61657116892144","296.5665550861394","-70","19/06/02 21:10:51"
"4","326.5760178580358","297.88985100910315","-66","19/06/02 21:10:51"

"25","351.18296001230607","292.42629985921855","-60","19/06/02 21:10:52"
"9","357.64783801488164","287.95825795541975","-70","19/06/02 21:10:52"
"3","355.61657116892144","296.5665550861394","-68","19/06/02 21:10:52"
"4","326.5760178580358","297.88985100910315","-68","19/06/02 21:10:52"

"25","351.18296001230607","292.42629985921855","-59","19/06/02 21:10:53"
"9","357.64783801488164","287.95825795541975","-68","19/06/02 21:10:53"
"3","355.61657116892144","296.5665550861394","-65","19/06/02 21:10:53"
"4","326.5760178580358","297.88985100910315","-69","19/06/02 21:10:53"

"19","363.24564563847184","286.7880715976065","-67","19/06/02 21:10:54"
"25","351.18296001230607","292.42629985921855","-55","19/06/02 21:10:54"
"9","357.64783801488164","287.95825795541975","-63","19/06/02 21:10:54"
"3","355.61657116892144","296.5665550861394","-64","19/06/02 21:10:54"

"19","363.24564563847184","286.7880715976065","-68","19/06/02 21:10:55"
"25","351.18296001230607","292.42629985921855","-51","19/06/02 21:10:55"
"8","365.0479192038543","293.6126081354535","-69","19/06/02 21:10:55"
"9","357.64783801488164","287.95825795541975","-61","19/06/02 21:10:55"
"3","355.61657116892144","296.5665550861394","-62","19/06/02 21:10:55"

"19","363.24564563847184","286.7880715976065","-64","19/06/02 21:10:56"
"25","351.18296001230607","292.42629985921855","-42","19/06/02 21:10:56"
"7","365.3152254018207","299.6529554278616","-70","19/06/02 21:10:56"
"8","365.0479192038543","293.6126081354535","-66","19/06/02 21:10:56"
"9","357.64783801488164","287.95825795541975","-62","19/06/02 21:10:56"
"3","355.61657116892144","296.5665550861394","-61","19/06/02 21:10:56"

"19","363.24564563847184","286.7880715976065","-61","19/06/02 21:10:57"
"25","351.18296001230607","292.42629985921855","-44","19/06/02 21:10:57"
"7","365.3152254018207","299.6529554278616","-67","19/06/02 21:10:57"
"8","365.0479192038543","293.6126081354535","-66","19/06/02 21:10:57"
"9","357.64783801488164","287.95825795541975","-57","19/06/02 21:10:57"
"3","355.61657116892144","296.5665550861394","-61","19/06/02 21:10:57"

"19","363.24564563847184","286.7880715976065","-60","19/06/02 21:10:58"
"24","366.18270302015424","275.00717314353386","-71","19/06/02 21:10:58"
"25","351.18296001230607","292.42629985921855","-48","19/06/02 21:10:58"
"7","365.3152254018207","299.6529554278616","-65","19/06/02 21:10:58"
"8","365.0479192038543","293.6126081354535","-63","19/06/02 21:10:58"
"9","357.64783801488164","287.95825795541975","-54","19/06/02 21:10:58"
"3","355.61657116892144","296.5665550861394","-60","19/06/02 21:10:58"

"19","363.24564563847184","286.7880715976065","-59","19/06/02 21:10:59"
"24","366.18270302015424","275.00717314353386","-70","19/06/02 21:10:59"
"25","351.18296001230607","292.42629985921855","-54","19/06/02 21:10:59"
"7","365.3152254018207","299.6529554278616","-67","19/06/02 21:10:59"
"8","365.0479192038543","293.6126081354535","-60","19/06/02 21:10:59"
"9","357.64783801488164","287.95825795541975","-55","19/06/02 21:10:59"
"3","355.61657116892144","296.5665550861394","-57","19/06/02 21:10:59"

"19","363.24564563847184","286.7880715976065","-53","19/06/02 21:11:00"
"24","366.18270302015424","275.00717314353386","-67","19/06/02 21:11:00"
"25","351.18296001230607","292.42629985921855","-60","19/06/02 21:11:00"
"7","365.3152254018207","299.6529554278616","-64","19/06/02 21:11:00"
"8","365.0479192038543","293.6126081354535","-60","19/06/02 21:11:00"
"9","357.64783801488164","287.95825795541975","-55","19/06/02 21:11:00"
"3","355.61657116892144","296.5665550861394","-58","19/06/02 21:11:00"

"19","363.24564563847184","286.7880715976065","-50","19/06/02 21:11:01"
"24","366.18270302015424","275.00717314353386","-68","19/06/02 21:11:01"
"25","351.18296001230607","292.42629985921855","-64","19/06/02 21:11:01"
"7","365.3152254018207","299.6529554278616","-63","19/06/02 21:11:01"
"8","365.0479192038543","293.6126081354535","-55","19/06/02 21:11:01"
"9","357.64783801488164","287.95825795541975","-57","19/06/02 21:11:01"
"3","355.61657116892144","296.5665550861394","-62","19/06/02 21:11:01"

"19","363.24564563847184","286.7880715976065","-55","19/06/02 21:11:02"
