deviceId,x,y,rssi,timestamp
"27","319.34989791717015","287.37079445669013","-57","19/06/02 21:07:00"
"29","314.23090927099526","283.11754642507736","-65","19/06/02 21:07:00"
"4","326.5760178580358","297.88985100910315","-58","19/06/02 21:07:00"
"5","314.01622385518544","285.4108270354176","-66","19/06/02 21:07:00"

"27","319.34989791717015","287.37079445669013","-61","19/06/02 21:07:01"
"29","314.23090927099526","283.11754642507736","-67","19/06/02 21:07:01"
"4","326.5760178580358","297.88985100910315","-60","19/06/02 21:07:01"
"5","314.01622385518544","285.4108270354176","-66","19/06/02 21:07:01"

"27","319.34989791717015","287.37079445669013","-63","19/06/02 21:07:02"
"29","314.23090927099526","283.11754642507736","-66","19/06/02 21:07:02"
"4","326.5760178580358","297.88985100910315","-60","19/06/02 21:07:02"
"5","314.01622385518544","285.4108270354176","-67","19/06/02 21:07:02"

"27","319.34989791717015","287.37079445669013","-63","19/06/02 21:07:03"
"29","314.23090927099526","283.11754642507736","-71","19/06/02 21:07:03"
"4","326.5760178580358","297.88985100910315","-61","19/06/02 21:07:03"
"5","314.01622385518544","285.4108270354176","-71","19/06/02 21:07:03"

"25","351.18296001230607","292.42629985921855","-68","19/06/02 21:07:04"
"27","319.34989791717015","287.37079445669013","-65","19/06/02 21:07:04"
"4","326.5760178580358","297.88985100910315","-63","19/06/02 21:07:04"

"25","351.18296001230607","292.42629985921855","-67","19/06/02 21:07:05"
"27","319.34989791717015","287.37079445669013","-66","19/06/02 21:07:05"
"4","326.5760178580358","297.88985100910315","-63","19/06/02 21:07:05"

"25","351.18296001230607","292.42629985921855","-68","19/06/02 21:07:06"
"27","319.34989791717015","287.37079445669013","-70","19/06/02 21:07:06"
"3","355.61657116892144","296.5665550861394","-68","19/06/02 21:07:06"
"4","326.5760178580358","297.88985100910315","-64","19/06/02 21:07:06"

"25","351.18296001230607","292.42629985921855","-63","19/06/02 21:07:07"
"9","357.64783801488164","287.95825795541975","-69","19/06/02 21:07:07"
"3","355.61657116892144","296.5665550861394","-67","19/06/02 21:07:07"
"4","326.5760178580358","297.88985100910315","-68","19/06/02 21:07:07"

"25","351.18296001230607","292.42629985921855","-59","19/06/02 21:07:08"
"9","357.64783801488164","287.95825795541975","-68","19/06/02 21:07:08"
"3","355.61657116892144","296.5665550861394","-66","19/06/02 21:07:08"
"4","326.5760178580358","297.88985100910315","-69","19/06/02 21:07:08"

"19","363.24564563847184","286.7880715976065","-71","19/06/02 21:07:09"
"25","351.18296001230607","292.42629985921855","-57","19/06/02 21:07:09"
"9","357.64783801488164","287.95825795541975","-67","19/06/02 21:07:09"
"3","355.61657116892144","296.5665550861394","-66","19/06/02 21:07:09"
"4","326.5760178580358","297.88985100910315","-68","19/06/02 21:07:09"

"19","363.24564563847184","286.7880715976065","-69","19/06/02 21:07:10"
"25","351.18296001230607","292.42629985921855","-53","19/06/02 21:07:10"
"9","357.64783801488164","287.95825795541975","-64","19/06/02 21:07:10"
"3","355.61657116892144","296.5665550861394","-66","19/06/02 21:07:10"

"19","363.24564563847184","286.7880715976065","-68","19/06/02 21:07:11"
"25","351.18296001230607","292.42629985921855","-48","19/06/02 21:07:11"
"8","365.0479192038543","293.6126081354535","-68","19/06/02 21:07:11"
"9","357.64783801488164","287.95825795541975","-64","19/06/02 21:07:11"
"3","355.61657116892144","296.5665550861394","-63","19/06/02 21:07:11"

"19","363.24564563847184","286.7880715976065","-68","19/06/02 21:07:12"
"25","351.18296001230607","292.42629985921855","-45","19/06/02 21:07:12"
"7","365.3152254018207","299.6529554278616","-72","19/06/02 21:07:12"
"8","365.0479192038543","293.6126081354535","-70","19/06/02 21:07:12"
"9","357.64783801488164","287.95825795541975","-60","19/06/02 21:07:12"
"3","355.61657116892144","296.5665550861394","-61","19/06/02 21:07:12"

"19","363.24564563847184","286.7880715976065","-66","19/06/02 21:07:13"
"25","351.18296001230607","292.42629985921855","-40","19/06/02 21:07:13"
"7","365.3152254018207","299.6529554278616","-68","19/06/02 21:07:13"
"8","365.0479192038543","293.6126081354535","-67","19/06/02 21:07:13"
"9","357.64783801488164","287.95825795541975","-60","19/06/02 21:07:13"
"3","355.61657116892144","296.5665550861394","-59","19/06/02 21:07:13"

"19","363.24564563847184","286.7880715976065","-60","19/06/02 21:07:14"
"25","351.18296001230607","292.42629985921855","-46","19/06/02 21:07:14"
"7","365.3152254018207","299.6529554278616","-67","19/06/02 21:07:14"
"8","365.0479192038543","293.6126081354535","-66","19/06/02 21:07:14"
"9","357.64783801488164","287.95825795541975","-58","19/06/02 21:07:14"
"3","355.61657116892144","296.5665550861394","-60","19/06/02 21:07:14"

"19","363.24564563847184","286.7880715976065","-58","19/06/02 21:07:15"
"24","366.18270302015424","275.00717314353386","-71","19/06/02 21:07:15"
"25","351.18296001230607","292.42629985921855","-52","19/06/02 21:07:15"
"7","365.3152254018207","299.6529554278616","-65","19/06/02 21:07:15"
"8","365.0479192038543","293.6126081354535","-63","19/06/02 21:07:15"
"9","357.64783801488164","287.95825795541975","-55","19/06/02 21:07:15"
"3","355.61657116892144","296.5665550861394","-58","19/06/02 21:07:15"

"19","363.24564563847184","286.7880715976065","-58","19/06/02 21:07:16"
"24","366.18270302015424","275.00717314353386","-71","19/06/02 21:07:16"
"25","351.18296001230607","292.42629985921855","-55","19/06/02 21:07:16"
"7","365.3152254018207","299.6529554278616","-63","19/06/02 21:07:16"
